fac_no,fac_name,beg_date,end_date,day_per,data_ind,audit_ind,county,hsa,hfpa,type_cntrl,type_care,type_hosp,teach_rurl,phone,address,city,zip_code,ceo,ceo_title,web_site,owner,rpt_prep,org_name,er_desig,mcar_pro,mcal_pro,reg_mcal,bed_lic,bed_avl,bed_stf,day_mcar_tr,day_mcar_mc,day_mcal_tr,day_mcal_mc,day_cnty,day_thrd_tr,day_thrd_mc,day_oth_ind,day_oth,day_tot,dis_mcar_tr,dis_mcar_mc,dis_mcal_tr,dis_mcal_mc,dis_cnty,dis_thrd_tr,dis_thrd_mc,dis_oth_ind,dis_oth,dis_tot,bed_acute,bed_psych,bed_chem,bed_rehab,bed_ltc,bed_resdnt,day_acute,day_psych,day_chem,day_rehab,day_ltc,day_resdnt,dis_acute,dis_psych,dis_chem,dis_rehab,dis_ltc,dis_resdnt,occ_lic,occ_avl,alos_all,alos_exltc,bas_nursry,day_nursry,dis_nursry,vis_mcar_tr,vis_mcar_mc,vis_mcal_tr,vis_mcal_mc,vis_cnty,vis_thrd_tr,vis_thrd_mc,vis_oth_ind,vis_oth,vis_tot,vis_er,vis_clin,vis_home,vis_ref_op,days_pips,op_room,op_min_ip,op_min_op,surg_ip,surg_op,nat_births,c_sections,gr_pt_rev,ded_fr_rev,tot_cap_rev,net_pt_rev,oth_op_rev,tot_op_exp,net_frm_op,nonop_rev,nonop_exp,inc_tax,ext_item,net_income,gr_rev_dly,gr_rev_amb,gr_rev_anc,gr_ip_mcar_tr,gr_ip_mcar_mc,gr_ip_mcal_tr,gr_ip_mcal_mc,gr_ip_cnty,gr_ip_thrd_tr,gr_ip_thrd_mc,gr_ip_oth_ind,gr_ip_oth,gr_ip_tot,gr_op_mcar_tr,gr_op_mcar_mc,gr_op_mcal_tr,gr_op_mcal_mc,gr_op_cnty,gr_op_thrd_tr,gr_op_thrd_mc,gr_op_oth_ind,gr_op_oth,gr_op_tot,c_adj_mcar_tr,c_adj_mcar_mc,c_adj_mcal_tr,c_adj_mcal_mc,disp_855,c_adj_cnty,c_adj_thrd_tr,c_adj_thrd_mc,bad_debt,char_hb,char_oth,sub_indgnt,ded_oth,cap_rev_mcar,cap_rev_mcal,cap_rev_cnty,cap_rev_thrd,netrv_mcar_tr,netrv_mcar_mc,netrv_mcal_tr,netrv_mcal_mc,netrv_cnty,netrv_thrd_tr,netrv_thrd_mc,netrv_oth_ind,netrv_oth,disp_trnfr,inter_tfr,contribtns,inc_invest,dist_rev,cnty_appro,exp_dly,exp_amb,exp_anc,exp_pip,exp_pop,exp_res,exp_ed,exp_gen,exp_fisc,exp_adm,exp_unassg,exp_sal,exp_ben,exp_phys,exp_othpro,exp_supp,exp_purch,exp_depre,exp_leases,exp_insur,exp_intrst,exp_oth,cur_asst,asst_limtd,net_ppe,const_prog,inv_oth,intan_asst,tot_asst,curr_liab,def_cred,net_ltdebt,equity,liab_eq,cash,accts_rec,allow_uncoll,bldgs,equipment,tot_ppe,acc_depre,mort_pay,cap_lease,bond_pay,tot_ltdebt,cur_mat,inter_rec,inter_pay,hosp_fte,nurs_fte,prod_hrs,non_prd_hr,paid_hrs,med_staff,stdnt_fte,prd_hr_mgt,prd_hr_tch,prd_hr_rn,prd_hr_lvn,prd_hr_aid,prd_hr_clr,prd_hr_env,prd_hr_oth,cnt_hr_rn,cnt_hr_oth,prd_hr_dly,prd_hr_amb,prd_hr_anc,prd_hr_ed,prd_hr_gen,prd_hr_fis,prd_hr_adm,prd_hr_non,pd_hr_dly,pd_hr_amb,pd_hr_anc,pd_hr_ed,pd_hr_gen,pd_hr_fis,pd_hr_adm,pd_hr_non,year
106281266,napa state hospital,01jul2012,30jun2013,365,audited,excl. ind. audit adj.,napa,3,407,state,specialty,state,,(707) 253-5000,2100 napa-vallejo highway,napa,94558,dolly matteucci,executive director,www.dmh.ca.gov,state of california,vu tran,department of developmental services,0,05-4122,,,1362,1315,1315,2,0,1,0,0,98815,0,0,334286,433104,2,0,1,0,0,152,0,0,476,631,0,151,0,0,1211,0,0,7244,0,0,425860,0,0,11,0,0,620,0,87.09999999999999,90.2,686.4,658.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,267668841,57851,0,267610990,0,267668841,-57851,57851,0,0,0,0,234658353,0,33010488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12249,0,0,0,0,0,0,0,0,0,0,0,45602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013
106274043,natividad medical center,01jul2012,30jun2013,365,audited,incl. ind. audit adj.,monterey,8,705,city/county,general,comparable,,(831) 755-0200,1441 constitution blvd,salinas,93906,harry weis,ceo,www.natividad.com,county of monterey,derek wong,"toyon associates, inc.",0,05-0248,hsc00248w,zzr00248w,172,172,100,8513,0,11655,5697,1351,5352,0,412,1223,34203,1466,0,3080,1644,349,1289,0,111,318,8257,130,22,0,20,0,0,25090,4101,0,5012,0,0,7128,719,0,410,0,0,54.5,54.5,4.1,4.1,20,4971,2331,19808,0,21067,57345,14104,26341,0,6469,18361,163495,83594,88417,0,64915,0,4,113831,114242,1002,1577,2117,877,780302269,625984365,0,154317904,14232528,176722638,-8172206,13245129,614255,0,0,4458668,297998269,102823090,379480910,125802796,0,173952849,112280183,27139962,90540892,0,8745967,24771748,563234397,24073847,0,29852618,73129865,21292736,36609452,0,8686779,23422575,217067872,121759181,0,172844469,162696855,-22072693,45600002,87232242,0,40491563,0,17432746,0,0,0,0,0,0,28117462,0,53033691,22713193,2832696,39918102,0,0,7702760,0,0,7830091,0,0,3750757,39243892,26015685,44456788,0,0,0,514567,29542403,7343362,17820588,11785353,58027721,39127822,18477105,8034968,15391644,14299480,9882215,977492,529120,3391610,8583461,101250180,0,93243476,6854637,23919744,0,225268037,46388873,0,58162630,120716534,225268037,75428907,116232971,-96010798,141687220,69183971,210871191,117627715,0,5224326,58660279,63884605,5721975,0,0,845,328,1616722,230330,1847052,135,23,100910,273043,468530,15072,178805,263673,119556,108694,20755,67684,451292,265952,317673,2734,293607,129400,155967,97,505173,299657,362318,3125,343099,151891,181692,97,2013
106301304,newport bay hospital,01may2012,30apr2013,365,audited,excl. ind. audit adj.,orange,13,1016,investor,psychiatric,comparable,,(949) 650-9750,1501 e. 16th street,newport beach,92663,james e. parkhurst,ceo,www.newportbayhospital.com,"beacon healthcare services, inc.",rocky gentner,gentner and company,0,05-4135,,,34,34,34,9626,859,0,0,0,170,0,0,0,10655,732,67,0,0,0,16,0,0,0,815,0,34,0,0,0,0,0,10655,0,0,0,0,0,815,0,0,0,0,85.90000000000001,85.90000000000001,13.1,13.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15799513,5430409,0,10369104,642,10289059,80687,0,0,0,0,80687,14520595,0,1278918,14397367,1250388,0,0,0,151758,0,0,0,15799513,0,0,0,0,0,0,0,0,0,0,4874522,525216,0,0,0,0,30671,0,0,0,0,0,0,0,0,0,0,9522845,725172,0,0,0,121087,0,0,0,0,0,0,0,0,0,5644909,0,958758,0,0,0,0,834471,169501,2051101,630319,1286326,259289,0,0,257448,7672960,1191,429296,62631,169801,150117,4490712,0,45973,0,0,0,4536685,5450882,0,1870988,-2785185,4536685,490857,46076294,-42145091,0,283051,303124,257151,0,0,0,1870988,0,0,0,24,0,47705,1726,49431,30,0,16640,0,0,0,0,16549,14516,0,0,0,0,0,0,0,18676,5998,23031,0,0,0,0,0,19680,6344,23407,0,2013
106301357,newport specialty hospital,01sep2012,31aug2013,365,audited,excl. ind. audit adj.,orange,13,1015,investor,general,comparable,,(714) 669-5880,14662 newport ave,tustin,92680,larry bottorff,interim ceo,,pacific health corporation,derek wong,"toyon associates, inc.",0,05-2053,hsc30720f,hsp40720f,177,177,52,0,0,2015,8100,0,5007,0,1,29,15152,0,0,19,55,0,209,0,1,1,285,135,0,0,0,42,0,5807,0,0,0,9345,0,251,0,0,0,34,0,23.5,23.5,53.2,23.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,600,0,10,0,0,0,112942880,90179866,0,22763014,179168,24249837,-1307655,0,0,0,0,-1307655,25500192,0,87442688,0,0,14963624,75279572,0,22359957,0,10089,329638,112942880,0,0,0,0,0,0,0,0,0,0,0,0,13395552,67780297,-2666188,0,11660116,0,0,0,10089,0,0,0,0,0,0,0,0,4234260,7499275,0,10699841,0,0,329638,0,1312655,0,0,0,0,6968989,0,5103660,0,0,0,0,2993733,663386,8005153,514916,11333662,2636250,362009,130901,1828664,2862817,568104,387562,229802,146521,3763545,5400431,0,6322627,53682,0,0,11776740,81893447,0,0,-70116707,11776740,0,27417855,-23815155,2830326,5015187,11587587,5264960,0,0,0,0,0,0,70379235,224,92,387878,79494,467372,104,0,38626,114398,68058,45820,75754,24554,18617,0,2051,0,209034,0,67591,0,64684,12059,34510,0,252825,0,84498,0,75226,14125,40698,0,2013
106481357,north bay medical center,01jan2013,31dec2013,365,audited,incl. ind. audit adj.,solano,3,408,non-profit,general,comparable,,(707) 646-3179,1200 b. gale wilson blvd.,fairfield,94533,deborah sugiyama,president,,northbay healthcare group,john hobza,northbay healthcare corp.,3,05-0367,,zzr00367f,182,182,102,13812,3755,4266,5211,2778,1375,4260,420,902,36779,3066,853,778,1472,556,354,1348,101,269,8797,182,0,0,0,0,0,36779,0,0,0,0,0,8797,0,0,0,0,0,55.4,55.4,4.2,4.2,10,2149,1210,55133,7479,16219,50972,9143,36717,63585,209,15620,255077,69541,122481,11756,48111,1302,3,226624,131054,1796,977,972,396,2267161574,1921195280,43769380,389735674,4499976,367916030,26319620,11304436,618307,0,0,37005749,285280527,385576378,1596304669,507259577,139911068,119509064,165430059,87858774,63361250,137828488,17957871,34399249,1273515400,234476732,75148724,56894485,212680027,71589609,66597496,188238768,5022643,82997690,993646174,671529039,182823594,155907300,338436604,-737174,151489905,60408368,218963030,46321272,0,80010052,0,16043290,0,21434927,0,22334453,68911054,32180829,20268664,60909511,7827435,67022133,122231704,18049883,-7665539,0,0,0,10868395,0,0,66910627,63779010,87125545,13452547,0,0,0,45100004,10108885,75815750,5623662,122570974,49823067,34731148,4042854,37449808,72462809,8538413,8322097,725710,2352569,26896581,60104659,207394056,72398651,6101678,10501236,83432,356583712,67261908,6016360,88871034,194434410,356583712,7861965,321740275,-276147373,96639764,60437129,184555158,112156507,0,0,83671510,94872759,6001725,0,0,1383,470,2578106,347152,2925258,327,0,108898,683238,825733,21385,97999,595617,197300,17,31603,16316,680638,569042,558401,0,428395,74717,251817,15096,778487,640360,635171,0,481585,85039,287095,17521,2013
106514033,north valley behavioral health - phf,01jul2012,30jun2013,365,audited,excl. ind. audit adj.,sutter,2,227,investor,psychiatric,phf,,(530) 790-2520,1535 plumas court,yuba city,95991,thomas l. ortner,ceo,nvbh.com,north valley behavioral health llc,arne hyson,north valley behavioral health,0,,,,16,16,16,0,0,0,0,0,0,0,0,5177,5177,0,0,0,0,0,0,0,0,442,442,0,16,0,0,0,0,0,5177,0,0,0,0,0,442,0,0,0,0,88.59999999999999,88.59999999999999,11.7,11.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4486189,10032,0,4476157,9036,4461003,24190,0,0,6981,0,17209,4486189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,936600,0,100376,0,39078,0,1076054,695793,0,0,380261,1076054,284671,651929,0,0,205803,205803,105427,0,0,0,0,0,0,40321,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013
106454012,northern california rehabilitation hospital,01jan2013,31dec2013,365,audited,incl. ind. audit adj.,shasta,1,209,investor,specialty,comparable,,(503) 246-9000,2801 eureka,redding,96001,christine jones,ceo,,vibra healthcare,james t. walmsley,vibra healthcare,0,05-3032,hsc30699g,hsp30699g,88,88,84,25934,274,17,23,0,0,1528,0,0,27776,1118,13,1,1,0,0,89,0,0,1222,0,0,0,56,32,0,0,0,0,17116,10660,0,0,0,0,659,563,0,86.5,86.5,22.7,26,0,0,0,2284,55,21,22,0,0,552,0,0,2934,0,2934,0,0,0,0,0,0,0,0,0,0,104153558,64922863,0,39230695,229654,32555554,6904795,0,0,0,0,6904795,56379546,1462899,46311113,95919143,1009449,63419,212335,0,0,5486313,0,0,102690659,1138578,27438,10528,10979,0,0,275376,0,0,1462899,59940751,545941,63463,192615,0,0,0,3776999,403094,0,0,0,0,0,0,0,0,36713876,490946,10484,30699,0,0,1984690,0,0,0,0,0,0,0,0,10767166,359729,6881870,0,0,0,0,5071384,232617,4586786,4656002,15136019,3809469,0,423783,3483932,3397719,1138247,726213,273767,2751384,1415021,5755629,0,11287431,0,0,1085891,18128951,2611721,0,21128692,-5611462,18128951,58718,6507169,-1549309,17471413,2423564,20244388,8956957,0,0,0,21128692,0,0,114466,239,114,449479,49136,498615,8,0,39462,85539,117683,60435,58667,57629,26594,1230,980,1260,257764,7653,58319,0,58519,5617,61607,0,287865,8546,64644,0,63845,6359,67356,0,2013
106141273,northern inyo hospital,01jul2012,30jun2013,365,audited,incl. ind. audit adj.,inyo,12,1203,district,general,comparable,rural,(760) 873-5811,150 pioneer lane,bishop,93514,john halfen,ceo,www.nih.org,northern inyo county local hospital district,richard w. lakey,richard w. lakey cpa,0,05-1324,,zzt30015f,25,25,7,997,31,493,2,121,115,445,7,103,2314,312,10,179,2,33,37,193,4,48,818,25,0,0,0,0,0,2314,0,0,0,0,0,818,0,0,0,0,0,25.4,25.4,2.8,2.8,6,423,213,25555,352,8999,328,2644,2833,20326,973,3626,65636,9728,17413,0,37368,0,3,33315,43016,313,862,143,72,99925744,36405730,0,63520014,1974931,62380091,3114854,4131518,5456192,0,0,1790180,6551223,14210578,79163943,14926024,318616,6163626,19249,2103125,2130546,6008091,101756,989100,32760133,27277660,611131,7908661,135321,2935294,3963412,21144543,449720,2739869,67165611,16994186,372815,7031787,102750,0,3127620,1601000,1378570,2801025,0,741429,0,2254548,0,0,0,0,25082572,556932,6514212,51820,1863304,3656458,24899608,33476,861632,0,0,168695,169033,477711,0,7194173,7724056,20931102,0,0,0,0,12769538,3302340,6085847,4373035,21076457,14348286,4082822,2278785,6375667,4192704,3522828,1756527,165482,2540962,2039571,25365517,3558737,88459734,332023,1278290,722822,119717123,10609827,0,54351130,54756166,119717123,9927526,18475915,-7223388,82989235,31234386,115813580,27353846,0,1249778,55488851,56738629,2387499,0,0,316,73,587913,78631,666544,39,0,69605,162549,126950,4023,12534,137576,58113,8104,8459,0,89277,82373,164494,0,126436,67558,57775,0,100423,91971,187295,0,144308,76660,65887,0,2013
106190568,northridge hospital medical center,01jul2012,30jun2013,365,audited,incl. ind. audit adj.,los angeles,11,905,non-profit,general,comparable,,(818) 885-8500,18300 roscoe blvd,northridge,91328,saliba salo,ceo,www.northridgehospital.org/,dignity health,christine keith,dignity health,2,05-0116,hsc30116f,zzt30116f,411,411,202,22003,7959,11661,4939,0,1884,19678,1173,359,69656,5135,1763,2854,1216,0,352,4073,278,85,15756,335,40,0,36,0,0,55817,8871,0,4968,0,0,13778,1722,0,256,0,0,46.4,46.4,4.4,4.4,22,3263,1334,23224,6327,7522,12164,0,2952,26260,5149,3611,87209,54679,25236,0,7588,155,14,298267,247662,4943,5716,879,632,1724973964,1360486627,0,364487337,6530459,346008684,25009112,1819145,2350957,0,0,24477300,490019787,143056047,1091898130,404457780,139143893,183041149,85841173,0,39823471,324636994,23950459,7208973,1208103892,145739373,40087623,40474749,58045048,0,35603297,153058156,25648446,18213380,516870072,468718956,142760429,161585448,116833973,0,0,54524912,312644210,38707400,0,60909960,0,3801339,0,0,0,0,78270857,35711516,52535773,24885421,0,15477633,155424996,13846,2167295,0,-534591,18225,585873,0,0,66004090,26640930,94385984,136714,0,269682,6427324,51657414,9557936,70252906,20675704,115532492,62746177,9399413,12652624,44787725,45203645,12823445,1562266,4824996,2515610,33960291,281743023,4436463,98310406,32393605,0,0,416883497,50865271,447234,55644750,309926242,416883497,198499475,361916076,-301100486,147794894,60621025,210423159,112112753,0,0,28356745,58621902,2977152,0,243578,1606,532,3575397,438671,4014068,753,24,266371,680936,849086,0,210947,381947,331521,181152,47515,625922,866685,247445,723943,82960,1160757,129402,364205,0,1037583,275657,825173,93229,1224896,145682,411848,0,2013
106214034,novato community hospital,01jan2013,31dec2013,365,audited,incl. ind. audit adj.,marin,4,405,non-profit,general,comparable,,(415) 209-1300,180 rowland way,novato,94948,brian alexander,cao,novatocommunity.sutterhealth.org,sutter health,jean johnson,sutter west bay hospitals,0,05-0131,hsc00131g,,47,47,17,3493,0,357,0,357,76,751,50,81,5165,1063,0,110,0,79,29,286,14,31,1612,47,0,0,0,0,0,5165,0,0,0,0,0,1612,0,0,0,0,0,30.1,30.1,3.2,3.2,0,0,0,40301,0,4784,0,775,4924,38369,998,2912,93063,14486,10637,0,68551,0,3,64147,41170,551,757,0,0,205428486,151820876,42258,53649868,822614,60634500,-6162018,1683755,3144605,0,0,-7622868,33801277,37236381,134390828,65162537,0,6447769,0,5070214,2095701,15662774,791713,1778019,97008727,45764202,0,9618444,0,2315779,5872550,38323999,1461739,5063046,108419759,92617605,0,12855922,0,0,6804909,2134463,28688697,3973108,0,2424570,0,2321602,0,0,0,42258,18073628,0,3145131,0,581084,5602213,24456127,0,1791685,0,9305493,121902,29401,0,0,7747093,7062983,19473470,0,0,0,0,10477884,2271407,10601398,3000265,20266506,9913722,3651673,2016299,5260547,10172661,3246320,251611,494630,786266,4574265,12539171,0,39860448,936205,0,122712,53458536,9579293,0,16140221,27739022,53458536,1540316,35821187,-27576398,53044681,21347266,87105317,47244869,0,0,16140221,16140221,0,147793,3680675,210,58,410839,51691,462530,70,0,31687,113135,92723,1377,13924,66348,27618,37856,12780,13391,71658,49366,144269,0,70280,20276,54990,0,81812,55021,161387,0,79262,22928,62120,0,2013
106500967,oak valley district hospital,01jul2012,30jun2013,365,audited,incl. ind. audit adj.,stanislaus,6,511,district,general,comparable,rural,(209) 847-3011,350 south oak avenue,oakdale,95361,john mccormick,ceo,,oak valley district hospital,"rodney a. phillips, cpa","rodney a. phillips, cpa",0,05-0067,hsc00067f,zzr00067f,150,150,141,4550,2750,31272,804,0,797,291,37,1236,41737,466,219,214,240,0,150,89,14,88,1480,35,0,0,0,115,0,4395,0,0,0,37342,0,1220,0,0,0,260,0,76.2,76.2,28.2,3.6,0,0,0,14221,4604,27915,31328,202,10829,9019,1123,12881,112122,22032,52822,0,36158,0,2,53880,115920,449,1932,189,80,215376269,162470178,74583,52980674,1808199,55105448,-316575,2319090,84190,0,0,1918325,34530713,61928393,118917163,19314245,8646006,19512661,8949155,0,4651900,3262097,340713,3454549,68131326,31533982,10063200,21621809,29584713,174921,19367311,19059230,637823,15201954,147244943,44129600,14171513,26346849,35708737,-202727,134070,12175500,10730694,16689442,0,1038604,0,1547896,0,0,0,74583,6718627,4537693,14930280,2825131,40851,11843711,11665216,0,419165,0,0,0,43520,2080938,0,11116446,11647408,11745469,0,0,0,0,8003526,2526649,6665608,3400342,21043708,10255070,2960504,1500262,4878754,5765379,3194394,1898840,328055,1129490,2150992,18930918,13500738,106327210,2036565,2546035,0,143341466,8321362,1031708,67905000,66083396,143341466,5939203,41543431,-31941263,109623412,18367629,133694129,27366919,0,0,68925000,68925000,1020000,0,245252,428,129,828985,82020,911005,36,0,54987,275344,132804,22345,94124,116639,97108,15620,19574,440,228258,216339,102085,0,132596,70785,78922,0,249501,236547,113100,0,144872,79969,87016,0,2013
106334457,oasis psychiatric health facility,01jan2013,31dec2013,365,audited,excl. ind. audit adj.,riverside,12,1103,investor,psychiatric,phf,,(760) 863-8664,47-915 oasis street,indio,92201,rick klotz,administrator,www.starsgroup.com,stars behavioral health group holding company,"bruce j wright, cpa","good & fowler, llp",0,,,,16,16,16,0,0,0,0,0,4843,0,0,0,4843,0,0,0,0,0,1008,0,0,0,1008,0,16,0,0,0,0,0,4843,0,0,0,0,0,1008,0,0,0,0,82.90000000000001,82.90000000000001,4.8,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3517630,0,0,3517630,0,3973529,-455899,432716,0,0,0,-23183,3517630,0,0,0,0,0,0,0,3517630,0,0,0,3517630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3517630,0,0,0,0,0,0,0,0,0,2600642,0,0,0,0,0,0,494866,73082,787925,17014,1698547,531537,0,972372,404102,201570,1989,137136,17014,0,9262,1495191,0,41856,0,0,0,1537047,1087306,0,0,449741,1537047,0,1475219,0,0,113049,113049,71193,0,0,0,0,0,0,241760,35,11,71661,6580,78241,0,0,3589,19091,10364,7424,4328,6819,14198,0,0,5848,45025,0,0,0,14208,2623,9805,0,49133,0,0,0,15627,2881,10600,0,2013
106430837,o'connor hospital,01jul2012,30jun2013,365,audited,incl. ind. audit adj.,santa clara,7,431,non-profit,general,comparable,,(408) 947-2500,2105 forest avenue,san jose,95128,jim dover,ceo,http://www.oconnorhospital.org,daughters of charity health system,paul holden,moss adams llp,0,05-0153,hsc00153f,zzr00153f,358,345,154,23289,3862,6641,5929,0,268,10493,0,1693,52175,3537,833,1768,2022,0,63,3060,0,468,11751,334,0,0,0,24,0,44952,0,0,0,7223,0,11725,0,0,0,26,0,39.9,41.4,4.4,3.8,25,6653,3098,48839,8205,7243,22878,0,2003,40666,0,8896,138730,56995,22793,0,51263,0,11,352635,300284,4186,10616,2281,964,1464429579,1179993046,0,284436533,2394494,317022996,-30191969,9308779,1971551,0,0,-22854741,365232495,228765419,870431665,382277832,77847925,123363160,107249544,0,4662746,202210867,0,25171406,922783480,181727287,39685271,26680580,96606812,0,8540093,160976332,0,27429724,541646099,460120788,97483421,124997896,163409900,0,0,10115916,246561737,10721209,0,23897305,0,42684874,0,0,0,0,101701639,18712375,24032665,36750240,0,2936689,112492786,0,-12189861,0,0,1582449,2210017,0,0,71526385,22519125,91741642,0,0,0,2786695,45932706,5549693,66249075,10717675,139044956,47826542,8281848,3707263,40095654,30853836,13965860,2853745,954065,4724368,24714859,82517209,9850221,49917921,3200959,1962506,0,147448816,44904581,57914000,75778357,-31148122,147448816,22942103,208448943,-171401392,83332307,176463847,265558458,215640537,0,0,76711183,76711183,932826,8143607,10268667,1221,431,2198010,400677,2598687,619,22,148500,601989,686431,29414,160967,279329,175966,56357,19383,39674,606385,204409,578951,54830,361734,58734,332967,0,731122,243085,693991,60369,414821,68512,386787,0,2013
106560501,ojai valley community hospital,01jan2013,31dec2013,365,audited,excl. ind. audit adj.,ventura,10,809,non-profit,general,comparable,rural,(805) 640-2230,1306 maricopa highway,ojai,93023,gary k. wilde,president/ceo,,community memorial health system,joseph lapid,nathan consulting group,0,05-0046,hsc30046k,,103,103,62,4577,1636,828,13541,0,49,1594,125,86,22436,476,149,19,210,0,13,132,16,14,1029,37,0,0,0,66,0,3065,0,0,0,19371,0,784,0,0,0,245,0,59.7,59.7,21.8,3.9,0,0,0,8093,2904,1402,4473,0,806,9397,869,1692,29636,7821,9208,0,13230,0,2,17084,41605,413,838,0,0,103329245,79208840,0,24120405,1353923,27262347,-1788019,368049,1850,0,0,-1421820,12867623,13001938,77459684,23085117,8242145,964443,9484505,0,484611,6033101,734120,648266,49676308,18029419,7224495,708314,4018712,0,1751368,18273518,1431641,2215470,53652937,33536749,12660561,579774,7557471,0,0,1840576,16851563,1907893,0,2165761,0,2108492,0,0,0,0,6947887,2569121,1067355,5738869,0,361145,7082665,0,353363,0,0,1585,18,0,0,7194518,1649041,7415765,0,0,0,0,5265077,1018137,3979470,740339,11990719,4854519,367000,1217199,3336127,3030583,1235317,422578,10826,11039,786440,9501038,0,8736876,841737,9466,97000,19186117,16380829,0,2978574,-173286,19186117,0,14175955,-8479182,7251608,6024016,15169514,6432638,157625,0,0,2991381,12807,0,12481727,194,75,364038,49147,413185,30,0,46025,72690,69739,17912,59492,34433,45252,7861,9750,884,154239,27988,71213,0,75623,2709,32266,0,173208,34922,79743,0,83984,3462,37866,0,2013
106190534,olympia medical center,01jan2013,31dec2013,365,audited,incl. ind. audit adj.,los angeles,11,925,investor,general,comparable,,(323) 932-5413,5900 w olympic blvd,los angeles,90036,john calderone,ceo,www.olympiamc.com,olympia medical center,jackie brown,j. brown & associates,0,05-0742,hsc30477g,,204,140,81,17420,2941,2206,2365,0,646,2986,163,567,29294,3223,745,352,575,0,221,727,35,173,6051,204,0,0,0,0,0,29294,0,0,0,0,0,6051,0,0,0,0,0,39.3,57.3,4.8,4.8,0,0,0,81423,18716,4951,12222,0,17614,18606,1201,15942,170675,25249,0,0,73523,0,9,114130,247627,1102,2391,0,0,838627822,759688756,8870036,87809102,826463,102679593,-14044028,2810888,4428341,0,0,-15661481,135664165,78144618,624819039,314931896,54850494,36837256,39475252,0,23945034,89003780,2486412,13868280,575398404,106946278,33626435,9754364,34492088,0,10436091,41690251,2064963,24218948,263229418,376353183,84624934,47682552,72474090,0,0,28750952,109542615,23943926,0,4548418,0,11768086,8870036,0,0,0,45524991,12722031,-1090932,1493250,0,5630173,21151416,2957,2375216,0,0,0,1366,0,0,23639685,8799040,28700279,0,0,0,0,13584087,3783074,21185090,2988338,42881303,15738480,1483131,2872581,14788425,17209049,1995897,984281,1435469,67580,3223397,28784129,0,58456603,7329,0,0,87248061,56775182,889852,19483027,10100000,87248061,1205512,114341086,-92539291,17950484,37159254,84770886,26314283,0,281520,0,20007631,524604,2888122,0,806,319,1493744,208262,1702006,507,0,293308,381045,492459,27986,119653,29777,123732,0,23526,2258,620457,163702,301441,0,173562,90548,143001,1033,671973,179646,384754,0,200327,103164,161108,1034,2013
