fac_no,fac_name,beg_date,end_date,day_per,data_ind,audit_ind,county,hsa,hfpa,type_cntrl,type_care,type_hosp,teach_rurl,phone,address,city,zip_code,ceo,ceo_title,web_site,owner,rpt_prep,org_name,er_desig,mcar_pro,mcal_pro,reg_mcal,bed_lic,bed_avl,bed_stf,day_mcar_tr,day_mcar_mc,day_mcal_tr,day_mcal_mc,day_cnty,day_thrd_tr,day_thrd_mc,day_oth_ind,day_oth,day_tot,dis_mcar_tr,dis_mcar_mc,dis_mcal_tr,dis_mcal_mc,dis_cnty,dis_thrd_tr,dis_thrd_mc,dis_oth_ind,dis_oth,dis_tot,bed_acute,bed_psych,bed_chem,bed_rehab,bed_ltc,bed_resdnt,day_acute,day_psych,day_chem,day_rehab,day_ltc,day_resdnt,dis_acute,dis_psych,dis_chem,dis_rehab,dis_ltc,dis_resdnt,occ_lic,occ_avl,alos_all,alos_exltc,bas_nursry,day_nursry,dis_nursry,vis_mcar_tr,vis_mcar_mc,vis_mcal_tr,vis_mcal_mc,vis_cnty,vis_thrd_tr,vis_thrd_mc,vis_oth_ind,vis_oth,vis_tot,vis_er,vis_clin,vis_home,vis_ref_op,days_pips,op_room,op_min_ip,op_min_op,surg_ip,surg_op,nat_births,c_sections,gr_pt_rev,ded_fr_rev,tot_cap_rev,net_pt_rev,oth_op_rev,tot_op_exp,net_frm_op,nonop_rev,nonop_exp,inc_tax,ext_item,net_income,gr_rev_dly,gr_rev_amb,gr_rev_anc,gr_ip_mcar_tr,gr_ip_mcar_mc,gr_ip_mcal_tr,gr_ip_mcal_mc,gr_ip_cnty,gr_ip_thrd_tr,gr_ip_thrd_mc,gr_ip_oth_ind,gr_ip_oth,gr_ip_tot,gr_op_mcar_tr,gr_op_mcar_mc,gr_op_mcal_tr,gr_op_mcal_mc,gr_op_cnty,gr_op_thrd_tr,gr_op_thrd_mc,gr_op_oth_ind,gr_op_oth,gr_op_tot,c_adj_mcar_tr,c_adj_mcar_mc,c_adj_mcal_tr,c_adj_mcal_mc,disp_855,c_adj_cnty,c_adj_thrd_tr,c_adj_thrd_mc,bad_debt,char_hb,char_oth,sub_indgnt,ded_oth,cap_rev_mcar,cap_rev_mcal,cap_rev_cnty,cap_rev_thrd,netrv_mcar_tr,netrv_mcar_mc,netrv_mcal_tr,netrv_mcal_mc,netrv_cnty,netrv_thrd_tr,netrv_thrd_mc,netrv_oth_ind,netrv_oth,disp_trnfr,inter_tfr,contribtns,inc_invest,dist_rev,cnty_appro,exp_dly,exp_amb,exp_anc,exp_pip,exp_pop,exp_res,exp_ed,exp_gen,exp_fisc,exp_adm,exp_unassg,exp_sal,exp_ben,exp_phys,exp_othpro,exp_supp,exp_purch,exp_depre,exp_leases,exp_insur,exp_intrst,exp_oth,cur_asst,asst_limtd,net_ppe,const_prog,inv_oth,intan_asst,tot_asst,curr_liab,def_cred,net_ltdebt,equity,liab_eq,cash,accts_rec,allow_uncoll,bldgs,equipment,tot_ppe,acc_depre,mort_pay,cap_lease,bond_pay,tot_ltdebt,cur_mat,inter_rec,inter_pay,hosp_fte,nurs_fte,prod_hrs,non_prd_hr,paid_hrs,med_staff,stdnt_fte,prd_hr_mgt,prd_hr_tch,prd_hr_rn,prd_hr_lvn,prd_hr_aid,prd_hr_clr,prd_hr_env,prd_hr_oth,cnt_hr_rn,cnt_hr_oth,prd_hr_dly,prd_hr_amb,prd_hr_anc,prd_hr_ed,prd_hr_gen,prd_hr_fis,prd_hr_adm,prd_hr_non,pd_hr_dly,pd_hr_amb,pd_hr_anc,pd_hr_ed,pd_hr_gen,pd_hr_fis,pd_hr_adm,pd_hr_non,year
106361458,colorado river medical center,18jun2013,31dec2013,197,audited,excl. ind. audit adj.,san bernardino,12,1215,investor,general,comparable,rural,(760) 326-7267,1401 bailey ave.,needles,92363,steve lopez,ceo/cfo,,"community health partner, inc.",carlos jimenez,hfs consultants,0,05-1323,,hsp30469k,25,25,25,374,0,315,0,0,127,0,0,33,849,128,0,108,0,0,44,0,0,11,291,25,0,0,0,0,0,849,0,0,0,0,0,291,0,0,0,0,0,17.2,17.2,2.9,2.9,0,0,0,1550,0,1302,0,0,790,0,0,579,4221,2838,0,0,1498,0,1,3517,4647,56,74,0,0,15251820,10476766,0,4775054,16570,5420353,-628729,0,0,0,0,-628729,2126225,2839926,10285669,2235596,0,1882345,0,0,761144,0,0,189915,5069000,3741077,0,3140688,0,0,1904898,0,0,1396157,10182820,3175412,0,4524749,0,-519861,0,1173218,0,1102955,0,0,0,1020293,0,0,0,0,2801261,0,1018145,0,0,801280,0,0,154368,0,0,0,0,0,0,722857,604595,1220976,0,0,0,0,760364,160650,1150948,799963,2302173,317666,0,474349,333412,839326,135223,123478,526001,138607,230118,2249928,0,2045348,0,0,0,4295276,4924005,0,0,-628729,4295276,426725,6155876,-4480640,4299796,4268906,8680040,6634692,0,0,0,0,0,0,0,39,10,73579,7591,81170,4,0,9365,28285,16384,3031,992,11314,4208,0,0,0,15373,8532,19765,0,9837,9296,10776,0,16658,8532,21256,0,14043,9296,11385,0,2013
106361458,colorado river medical center,01jul2012,17jun2013,352,audited,incl. ind. audit adj.,san bernardino,12,1215,city/county,general,comparable,rural,(760) 326-7267,1401 bailey ave.,needles,92363,steve lopez,ceo,,city of needles ,catherine derock,hfs consultants,0,05-1323,,hsp30469k,25,25,25,502,0,233,0,0,232,0,0,61,1028,167,0,78,0,0,77,0,0,20,342,25,0,0,0,0,0,1028,0,0,0,0,0,342,0,0,0,0,0,11.7,11.7,3,3,0,0,0,3067,0,2619,0,0,1646,0,0,1383,8715,6316,0,0,2513,0,1,2386,6782,38,107,0,0,19788574,13388651,0,6399923,29901,8076076,-1646252,0,0,0,0,-1646252,2291595,4118543,13378436,2262462,0,1581166,0,0,455500,0,0,300473,4599601,5345413,0,4564537,0,0,2869119,0,0,2409904,15188973,3228231,0,5197128,0,0,0,1272819,0,2155920,0,0,0,1534553,0,0,0,0,4379644,0,948575,0,0,864125,0,0,207579,0,0,0,0,0,0,798988,1496512,1994131,0,0,0,0,1557085,275619,1397314,556427,3817559,572715,669966,248896,481894,1091418,295214,198931,185797,39741,473945,1070384,0,500000,0,0,0,1570384,3298613,0,0,-1728229,1570384,294568,5557110,-5141294,0,0,500000,0,0,0,0,0,0,0,0,68,20,125925,15733,141658,4,0,14333,29446,30614,9636,2130,22293,17473,0,0,0,19339,20557,29149,0,30634,15687,10559,0,21765,22348,33298,0,35412,17087,11748,0,2013
106060870,colusa regional medical center,01apr2012,31mar2013,365,audited,incl. ind. audit adj.,colusa,1,225,non-profit,general,comparable,rural,(916) 323-7685,199 e. webster st,colusa,95932,dale kirby,ceo,www.colusamedicalcenter.org,colusa regional medical center,christina hank,"toyon associates, inc.",4,05-0434,,,48,48,15,2340,0,836,0,32,114,399,12,285,4018,464,0,270,0,10,30,107,4,87,972,42,0,0,0,6,0,2653,0,0,0,1365,0,859,0,0,0,113,0,22.9,22.9,4.1,3.1,4,415,161,14749,0,12280,0,916,3644,11341,160,3601,46691,6100,24935,2967,14244,0,4,12399,6660,211,72,89,73,67893459,46550337,0,21343122,1151733,20058736,2436119,259855,36914,0,0,2659060,9860068,15935140,42098251,13592850,0,7412656,0,382653,927795,3254857,107548,2422327,28100686,13812457,0,10502371,0,921402,2796525,8702646,129974,2927398,39792773,21848675,0,14359194,0,0,902349,2577065,4115456,2089274,0,267522,-30000,420802,0,0,0,0,5556632,0,3555833,0,401706,1147255,7842047,0,2839649,0,36663,68194,42755,0,0,3115880,4468567,6646184,0,0,0,0,2504631,841283,1885891,596300,7953752,3929755,1956477,1499257,1730691,1164640,632186,130041,93413,212512,756012,8564858,0,5281527,5670,0,0,13852055,1934933,0,4281682,7635440,13852055,3187940,9162679,-6735232,5177746,2977187,9940072,4658545,4508915,0,0,4508915,227233,0,0,151,49,307132,34493,341625,15,0,33209,50620,51661,8928,34238,64453,28199,8060,8059,19705,56108,72236,80861,0,52506,20352,25069,0,63694,80358,88635,0,56877,23134,28927,0,2013
106190197,community & mission hospitals of huntington park,01jan2013,31dec2013,365,in process,excl. ind. audit adj.,los angeles,11,923,investor,general,comparable,,(323) 583-1931,2623 e. slauson avenue,huntington park,90255,araceli longergan,ceo,,avanti hospitals llc,catherine matsuda,"healthquest consulting, inc.",0,05-0091,hsc30091g,hsp40091g,108,108,43,3596,1512,3272,3649,613,227,137,323,1053,14382,865,394,676,1030,204,75,51,76,667,4038,108,0,0,0,0,0,14382,0,0,0,0,0,4038,0,0,0,0,0,36.5,36.5,3.6,3.6,0,0,0,2517,1339,5525,14714,936,988,780,271,8267,35337,37191,0,0,842,0,2,94577,76003,882,779,0,0,296471621,255643032,0,40828589,-526625,43978077,-3676113,1501,0,0,0,-3674612,45184523,59543000,191744098,44033892,18753180,49425248,36231735,7345361,2938390,1772432,3570570,14356235,178427043,10928515,5575927,18353546,43929039,3190059,3619667,2815925,912746,28719154,118044578,47962100,20624883,43683428,74334122,-1311146,10239766,3389635,3308315,37200992,0,10877659,0,5333278,0,0,0,0,7000307,3704224,19039688,5799134,295654,3168422,1280042,0,541118,0,0,0,0,0,0,6936114,4751254,9787376,0,0,0,0,4527979,2308430,11828881,3838043,14897480,3814576,1124005,4095502,3909030,5906490,1222372,1097984,637977,1378332,5894329,14201697,0,5735673,52762,0,11135,20001267,28893154,0,1113470,-10005357,20001267,814525,93186621,-85846419,0,4703104,7522826,1787153,0,2249067,0,2249067,1135597,0,10701879,249,106,474741,67337,542078,249,0,50468,116461,141495,44527,9446,88163,0,0,24165,16,143810,90834,108235,0,27417,46838,57607,0,161993,106435,126828,0,29573,51458,65791,0,2013
106190475,community hospital of long beach,01jul2012,30jun2013,365,audited,incl. ind. audit adj.,los angeles,11,933,non-profit,general,comparable,,(562) 498-1000,1720 termino avenue,long beach,90804,diana hendel,ceo,www.memorialcare.org,memorial health services,richard macintosh,memorial health services,0,05-0727,,hsp30004f,158,158,58,7856,2059,3099,823,0,344,1924,788,2434,19327,1542,502,613,238,0,86,561,192,734,4468,130,28,0,0,0,0,11532,7795,0,0,0,0,2840,1628,0,0,0,0,33.5,33.5,4.3,4.3,0,0,0,3237,1386,996,5603,289,982,8829,461,4037,25820,22755,0,0,6301,0,5,54510,54855,379,422,0,0,287994374,247464156,0,40530218,340612,54357108,-13486278,964661,406554,0,0,-12928171,92042527,47585195,148366652,86896136,23379446,19338577,10726977,1589943,2589195,20793177,5980985,19424616,190719052,13304590,8477845,3236035,17800880,1184797,2528175,31798181,2180336,16764483,97275322,89097171,28037209,18314951,26227425,0,2726154,4455587,37167979,33245478,0,8161157,0,31045,0,0,0,0,11103555,3820082,4259661,2300432,48586,661783,15423379,164,2912576,0,0,3013,45942,0,0,14671641,4830585,14319251,0,0,0,0,8877591,1027206,9862210,768624,23455389,8473079,496232,3290481,5114063,3114353,916656,1252494,383865,0,7860496,15186587,0,4153738,512609,0,4947122,24800056,32772384,0,0,-7972328,24800056,20602,91444270,-78708349,310566,5372273,5698932,1545194,0,0,0,0,0,0,26837170,396,160,790093,66938,857031,180,0,52496,175204,206166,21795,80508,108079,105024,6505,24084,10232,299147,71552,145574,0,178623,26837,67210,1150,323854,76671,157560,0,193933,29658,74113,1242,2013
106361323,community hospital of san bernardino,01jul2012,30jun2013,365,audited,incl. ind. audit adj.,san bernardino,12,1209,non-profit,general,comparable,,(909) 887-6333,1805 medical center drive,san bernardino,92411-1214,june collison,president,www.dignityhealth.org,dignity health,scott curtis,community hospital of san bernardino,0,05-0089,hsc30089f,zzt30089f,347,329,229,10062,3584,46233,9671,5357,472,1238,2651,605,79873,1659,756,3876,2955,1136,108,401,539,190,11620,200,59,0,0,88,0,29718,19021,0,0,31134,0,7754,3800,0,0,66,0,63.1,66.5,6.9,4.2,0,3474,1816,16471,6452,22681,28161,501,859,8630,3422,6115,93292,52806,0,9678,24772,0,8,166045,269386,1890,3608,2109,896,746862158,565010906,0,181851252,1115533,203201021,-20234236,1165017,527388,0,0,-19596607,248308217,93391862,405162079,85530510,29474623,273948603,118225819,22974451,2920277,14240414,14970860,3527946,565813503,25578424,8912310,20348893,66320754,1526935,3285779,25467853,10795866,18811841,181048655,87729960,26532741,213731252,124496329,-17389285,22319735,3540303,33226678,16739301,0,48741043,0,5342849,0,0,0,0,23378974,11854192,85508692,49522764,2181651,2665753,6481589,0,257637,0,0,0,12516,0,0,56125427,11733776,42783621,0,0,0,0,33702424,6467448,42162962,10225363,75095793,44631185,5072239,1611237,15797916,23299830,3378881,852541,2547000,5322994,25591405,43789220,0,22343985,3954158,1711476,0,71798839,34471805,0,102906749,-65579715,71798839,0,124977368,-102581762,76894675,27039945,104733961,82389976,0,0,3349233,105270881,2364132,95386,0,1119,432,1976892,365865,2342757,227,0,133759,411158,554956,139933,198163,226347,203344,93531,5555,10146,776305,146409,424608,0,361671,95488,172411,0,935976,173832,508698,0,414519,108809,200923,0,2013
106270744,community hospital of the monterey peninsula,01jan2013,31dec2013,365,audited,incl. ind. audit adj.,monterey,8,707,non-profit,general,comparable,,(831) 624-5311,23625 w.r. holman highway,monterey,93940,steven packer m.d.,president/ceo,www.chomp.org,community hospital foundation,marwin vinluan,"toyon associates, inc",0,05-0145,,zzr00145f,258,220,147,30792,310,1954,2297,0,2936,9651,757,2626,51323,6689,69,410,482,0,637,2055,154,554,11050,227,18,0,13,0,0,46009,4878,0,436,0,0,10156,862,0,32,0,0,54.5,63.9,4.6,4.6,8,1876,1216,150632,1523,5276,32411,0,23952,98346,6471,17797,336408,49324,18785,0,259808,0,15,510840,266910,3733,2804,864,351,1212787920,778954154,0,433833766,18794515,413893768,38734513,784595,568648,0,0,38950460,246946223,91339781,874501916,478197084,4830274,29956821,35396353,0,51721076,180402582,11325944,31261536,823091670,180201535,1820270,5761725,35393451,0,27981918,114518981,5590395,18427975,389696250,518422149,5369576,28839891,55001314,0,0,20233379,75311830,24222594,0,32043559,0,19509862,0,0,0,0,121229456,1091603,5861618,13772846,0,57200180,210625987,0,24052076,0,0,0,102129,0,0,76804763,22897468,125690998,0,0,0,0,78263038,20041113,75586208,14610180,140063833,106527973,9464743,5732228,49740377,18310751,26495690,4216935,392427,0,52948811,227412733,151257,273957221,15579968,15077566,0,532178745,104360074,173948907,116539414,137330350,532178745,63624445,153039962,-76411163,376695914,278730451,669445607,395488386,0,3484207,114010000,117494207,954793,74504970,30269337,1569,502,2899168,403170,3302338,384,0,75235,703219,787806,19805,221758,467200,304914,280428,14433,24370,736556,227937,716572,0,672940,247769,297394,0,855190,258366,814426,0,757011,281471,335874,0,2013
106560473,community memorial hospital - san buenaventura,01jan2013,31dec2013,365,audited,excl. ind. audit adj.,ventura,10,809,non-profit,general,comparable,,(805) 652-5011,147 n. brent street,ventura,93003-2809,gary k. wilde,president/ceo,cmhhospital.org,community memorial hospital,joseph lapid,nathan consulting group,0,05-0394,hsc30394f,,242,242,126,14229,8224,2564,3918,9,987,14483,427,805,45646,3232,2147,637,1022,1,203,4430,119,166,11957,242,0,0,0,0,0,45646,0,0,0,0,0,11957,0,0,0,0,0,51.7,51.7,3.8,3.8,20,4707,2583,81663,22152,22994,82146,19,4944,139788,4218,10100,368024,42148,235421,0,87458,0,14,660010,947299,4968,14116,1767,824,1347546594,1067201793,0,280344801,6249228,266619269,19974760,14914257,1355608,0,0,33533409,146535972,110208075,1090802547,261118820,151513441,33335169,47332311,61611,19250522,243672187,8068885,8857916,773210862,158768761,68559426,11608383,59066150,72345,17829425,240219074,5522034,12690134,574335732,351349314,182523439,18511295,91170101,0,113464,31009106,349476766,11785046,0,13590919,0,17672343,0,0,0,0,65674831,36048595,26125772,14502757,20492,5817912,131114173,0,1040269,0,0,19315,12361247,0,0,38368556,30051975,100098370,0,0,0,0,35405553,7188586,51280759,4225470,91527979,43331671,8460324,11322499,50668371,24847533,9742133,3409206,1111598,66465,22131490,77517667,246760571,78845070,166060802,165305691,0,734489801,43359515,0,372446770,318683516,734489801,8345341,121699605,-76295886,102873385,90238123,214476945,135631875,0,262235,349876193,372691832,245062,11693756,0,1400,464,2602290,367995,2970285,315,0,275669,561563,751123,34770,148639,425682,178801,168665,31038,26340,638506,477707,750998,0,447993,33383,253703,0,730038,545725,856637,0,510224,39101,288560,0,2013
106100717,community regional medical center,01sep2012,31aug2013,365,audited,incl. ind. audit adj.,fresno,9,605,non-profit,general,comparable,teaching,(559) 459-6000,2823 fresno street,fresno,93721,tim a joslin,ceo,www.communitymedical.org,community medical centers,lee lenox,government reimbursement,1,05-0060,hsc00060f,zzr00060f,800,800,680,53996,9859,76876,40640,17292,11219,12468,814,22099,245263,6101,1635,10187,7105,3382,2866,2225,138,5067,38706,601,61,0,32,106,0,184376,18416,0,9016,33455,0,34116,3583,0,593,414,0,84,84,6.3,5.5,70,10852,5475,25092,5916,62789,89655,66061,2970,14425,4046,53042,323996,107015,133187,55305,26618,0,23,1883880,1539300,7914,5623,4282,2033,3050056087,2111252002,272070,939076155,16486004,874011788,81550371,17150044,4487184,0,0,94213231,725716624,492715813,1831623650,544692247,108763040,554257565,415314459,162807579,53902777,124083141,11515832,248995502,2224332142,187900337,32427543,96697808,204076379,101816166,1128511,45648777,7755376,148273048,825723945,504206209,107069073,387371269,416490422,-45147982,233844259,10082892,31098465,394042214,0,72195181,0,0,61882,0,0,210188,228386375,34183392,258712861,200100889,30674265,44948396,138843641,0,3226336,0,0,0,14782871,0,0,168506596,57230243,261157016,0,0,192562,71134532,78206945,4399347,203691187,29493360,300269326,68850557,66643962,13048876,143036992,142064465,23384478,7463473,4020200,11102400,94127059,418450829,290923814,290005227,27008830,7283587,36855906,1070528193,113354922,46905429,227460249,682807593,1070528193,26407957,557311762,-440533136,325047252,216915648,560532434,270527207,0,0,233036180,233387194,5926945,172629633,0,4384,1920,8079055,1225136,9304191,979,206,343126,1519114,2592268,140336,1096626,1091598,297138,813442,165023,20384,2768862,1035163,2370257,28328,1170990,165384,540071,0,3222345,1175748,2762653,29152,1304192,182734,627367,0,2013
106070924,contra costa regional medical center,01jul2012,30jun2013,365,audited,excl. ind. audit adj.,contra costa,5,411,city/county,general,comparable,,(925) 370-4222,2500 alhambra street,martinez,94553,"william walker, m.d.",director,http://www.cchealth.org,county of contra costa,chris melgoza,contra costa regional medical center,0,05-2076,hsc00276w,,166,166,112,8476,193,11829,6395,10584,1880,982,0,112,40451,1404,51,2574,1609,2408,378,300,0,25,8749,123,43,0,0,0,0,33674,6777,0,0,0,0,7911,838,0,0,0,0,66.8,66.8,4.6,4.6,6,3785,1856,52434,2763,80866,109674,108357,8809,34944,0,812,398659,59768,326910,0,13744,0,4,258780,209400,1814,2403,1428,532,533632778,217485634,0,316147144,96142335,470258870,-57969391,90958859,0,0,0,32989468,159164379,83780575,290687824,52397232,1385622,73758555,46860025,77384409,12710346,7922938,0,617893,273037020,35951884,2694384,39218093,63062433,87714281,7480367,23850712,0,623604,260595758,51671874,1327469,29281722,45169222,-45756547,116757584,9591139,9292968,150203,0,0,0,0,0,0,0,0,36677242,2752537,129451473,64753236,48341106,10599574,22480682,0,1091294,41922249,0,1079743,4151276,0,35215634,68714945,126740301,79003649,0,0,0,4319268,101129837,24186222,33177883,32986765,153631178,135969666,15949258,30573676,39990470,37337868,21833077,4876681,2655598,11474260,15967138,134201050,0,170223528,8570753,22432604,6363482,341791417,101298662,21925234,154695876,63871645,341791417,12419036,268054035,-187243122,232109449,57364548,295311690,125088162,0,2746355,159734563,162480918,7785042,0,51012111,2200,661,3997268,719694,4716962,692,42,257317,672631,886853,209953,190622,795082,257358,587267,87295,52890,626945,1260014,544534,84076,641599,421178,418922,0,722236,1451440,633828,90294,816087,508090,494987,0,2013
106160702,corcoran district hospital,01jul2012,30jun2013,365,audited,excl. ind. audit adj.,kings,9,615,district,general,comparable,rural,(530) 992-5051,1310 hanna avenue,corcoran,93212,jonathan brenn,ceo,www.corcoranhospital.org,corcoran hospital district,catherine derock,hfs consultants,0,05-0349,,zzt30349f,32,32,6,214,12,80,163,92,248,0,3,354,1166,72,5,27,64,33,85,0,1,25,312,24,0,0,0,8,0,1166,0,0,0,0,0,312,0,0,0,0,0,10,10,3.7,3.7,0,0,0,8576,117,9902,4810,3281,10287,0,53,2259,39285,5175,16991,0,16088,0,1,4995,30601,20,596,0,0,20364469,17410766,0,2953703,2250438,11400291,-6196150,1595400,9645535,0,0,-14246285,1352550,7265095,11746824,589867,26222,200577,443839,182702,563033,0,9796,95656,2111692,3043114,82002,2040984,3876105,1220488,6987731,0,55109,947244,18252777,2964254,88303,1828955,3524767,-28064,1144903,6160888,0,1661855,0,64905,0,0,0,0,0,0,376139,12210,241546,417514,258287,707905,0,0,940102,0,0,3913,3243,1343081,0,893578,2427105,3262430,0,0,0,0,1367136,641531,1119194,1689317,3831058,1045508,1895975,301373,1127567,837520,383856,347223,183957,947850,498404,849538,0,3500254,0,2625612,0,6975404,3029318,0,15546833,-11600747,6975404,0,4503476,-3874427,2227507,3097559,7765071,4264817,0,0,16415393,16823768,1276935,0,0,97,27,159654,44296,203950,23,0,25244,22795,21756,13673,18778,36945,17645,0,1015,1803,17809,29732,40180,0,29468,22161,20304,0,24351,34016,53493,0,42487,25229,24374,0,2013
106331152,corona regional medical center - main,01jan2013,31dec2013,365,audited,excl. ind. audit adj.,riverside,12,1111,investor,general,comparable,,(909) 737-4343,800 s. main street,corona,92880,mark uffer,ceo/managing dir,www.coronaregional.com,"universal health services, inc.",emma cruz,corona regional medical center,0,05-0329,hsc30329h,,239,209,125,12590,4309,12844,4565,759,388,5156,233,887,41731,2987,989,642,932,208,83,1209,44,224,7318,160,39,0,0,40,0,26247,3644,0,0,11840,0,6917,276,0,0,125,0,47.8,54.7,5.7,4.2,12,2090,1217,60087,7437,3871,8798,921,2717,16480,1964,9389,111664,43676,4575,5371,14745,0,6,273626,283986,2491,2565,830,391,537559984,421196065,0,116363919,1472412,121168333,-3332002,85606,82301,0,0,-3328697,62719675,97957209,376883100,114459546,46097594,51232181,40110955,8818346,3658065,51248374,1934657,9570505,327130223,48921729,25641654,11026267,31734146,3092064,5183377,58092791,5029634,21708099,210429761,119459690,56375034,55363513,62653381,0,11293156,7283623,70903374,21150345,0,6964291,0,9749658,0,0,0,0,42089970,15364214,6733823,9164324,617254,1482676,37105615,0,3806043,0,0,0,26485,0,0,29511052,14485318,32607671,0,0,0,0,15820649,4179585,19444086,5119972,49384059,19328067,3734958,4666386,15556107,13975261,4754924,1282077,1434639,0,7051855,27179332,0,30446404,23769418,0,40598438,121993592,24167846,0,0,97825746,121993592,0,44977395,-25853329,40355256,29328531,81792810,51346406,0,0,0,0,0,0,0,783,308,1511412,172081,1683493,324,0,119308,410829,451226,51686,84743,220008,118462,0,53644,1506,523702,182639,338849,0,237804,58641,169777,0,589944,202393,375776,0,264369,64242,186769,0,2013
106104089,crestwood psychiatric health facility - fresno,01jan2013,31dec2013,365,audited,incl. ind. audit adj.,fresno,9,605,city/county,psychiatric,phf,,(559) 453-5199,4411 e. kings canyon road,fresno,93702,martha crawford,administrator,,"crestwood behavioral health, inc.",jon beckman,"hansen hunter & company, p.c.",0,,,,16,16,16,456,0,3630,0,1482,0,0,0,0,5568,10,0,163,0,133,0,0,0,0,306,0,16,0,0,0,0,0,5568,0,0,0,0,0,306,0,0,0,0,95.3,95.3,18.2,18.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3509376,3509376,0,0,0,3241456,-3241456,0,0,0,0,-3241456,3503109,0,6267,293715,0,2281332,0,934329,0,0,0,0,3509376,0,0,0,0,0,0,0,0,0,0,293715,0,2281332,0,0,934329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1930149,0,107393,0,0,0,0,425182,0,713769,64963,1313068,522756,0,891,208247,1028178,1275,15778,54579,2284,94400,852680,0,0,0,0,0,852680,391124,0,0,461556,852680,0,852680,0,0,3824,3824,3824,0,0,0,0,0,0,146168,37,23,70686,5975,76661,1,0,9184,0,4564,18539,24801,7239,6359,0,0,0,55563,0,0,0,8181,0,6942,0,60259,0,0,0,8873,0,7529,0,2013
106154160,crestwood psychiatric health facility-bakersfield,01jan2013,31dec2013,365,audited,incl. ind. audit adj.,kern,9,617,investor,psychiatric,phf,,(661) 363-8127,"6700 eucalyptus drive, ste c",bakersfield,93306,rhonda van cleve,administrator,,"crestwood behavioral health, inc.",jon beckman,"hansen hunter & company, p.c.",0,,,,16,16,16,0,0,0,0,4005,248,0,0,0,4253,0,0,0,0,526,33,0,0,0,559,0,16,0,0,0,0,0,4253,0,0,0,0,0,559,0,0,0,0,72.8,72.8,7.6,7.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4314440,965498,0,3348942,3053,3241290,110705,0,0,0,0,110705,4290800,0,23640,0,0,0,0,4078319,236121,0,0,0,4314440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,916286,32036,0,17176,0,0,0,0,0,0,0,0,0,0,0,0,3144857,204085,0,0,0,0,0,0,0,0,0,2215769,0,82583,0,0,0,0,310515,0,502782,129641,1590426,610829,0,1029,147269,679638,23224,70135,53831,5961,58948,329796,0,97763,0,0,0,427559,821444,0,0,-393885,427559,0,336655,-8123,0,55635,168604,70841,0,0,0,0,0,0,664248,44,29,82600,8244,90844,1,0,9506,1721,6184,22695,31184,4425,6885,0,0,0,68606,0,0,0,9421,0,4573,0,75454,0,0,0,10361,0,5029,0,2013
106344170,crestwood psychiatric health facility-carmichael,01jan2013,31dec2013,365,audited,incl. ind. audit adj.,sacramento,2,311,investor,psychiatric,phf,,(916) 483-8424,4741 engle road,carmichael,95608,nancy soncrant,administrator,,"crestwood behavioral health, inc.",jon beckman,"hansen hunter & company, p.c.",0,,,,16,16,16,0,0,0,0,5650,0,0,0,0,5650,0,0,0,0,758,0,0,0,0,758,0,16,0,0,0,0,0,5650,0,0,0,0,0,758,0,0,0,0,96.7,96.7,7.5,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4377109,344505,0,4032604,14,3474371,558247,0,0,0,0,558247,4367761,0,9348,0,0,0,0,4377109,0,0,0,0,4377109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,344505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4032604,0,0,0,0,0,0,0,0,0,0,2075141,0,17479,0,0,0,0,554118,0,673346,154287,1640488,651461,0,11203,126070,779600,31989,78464,57589,4959,92548,1848432,0,164618,0,0,0,2013050,377307,0,0,1635743,2013050,0,1066052,0,0,39779,255000,90382,0,0,0,0,0,782380,0,45,9,87658,6366,94024,1,0,14707,29534,4064,15051,0,6519,17783,0,0,0,60392,0,0,0,18577,0,8689,0,64778,0,0,0,19926,0,9320,0,2013
