fac_no,fac_name,beg_date,end_date,day_per,data_ind,audit_ind,county,hsa,hfpa,type_cntrl,type_care,type_hosp,teach_rurl,phone,address,city,zip_code,ceo,ceo_title,web_site,owner,rpt_prep,org_name,er_desig,mcar_pro,mcal_pro,reg_mcal,bed_lic,bed_avl,bed_stf,day_mcar_tr,day_mcar_mc,day_mcal_tr,day_mcal_mc,day_cnty,day_thrd_tr,day_thrd_mc,day_oth_ind,day_oth,day_tot,dis_mcar_tr,dis_mcar_mc,dis_mcal_tr,dis_mcal_mc,dis_cnty,dis_thrd_tr,dis_thrd_mc,dis_oth_ind,dis_oth,dis_tot,bed_acute,bed_psych,bed_chem,bed_rehab,bed_ltc,bed_resdnt,day_acute,day_psych,day_chem,day_rehab,day_ltc,day_resdnt,dis_acute,dis_psych,dis_chem,dis_rehab,dis_ltc,dis_resdnt,occ_lic,occ_avl,alos_all,alos_exltc,bas_nursry,day_nursry,dis_nursry,vis_mcar_tr,vis_mcar_mc,vis_mcal_tr,vis_mcal_mc,vis_cnty,vis_thrd_tr,vis_thrd_mc,vis_oth_ind,vis_oth,vis_tot,vis_er,vis_clin,vis_home,vis_ref_op,days_pips,op_room,op_min_ip,op_min_op,surg_ip,surg_op,nat_births,c_sections,gr_pt_rev,ded_fr_rev,tot_cap_rev,net_pt_rev,oth_op_rev,tot_op_exp,net_frm_op,nonop_rev,nonop_exp,inc_tax,ext_item,net_income,gr_rev_dly,gr_rev_amb,gr_rev_anc,gr_ip_mcar_tr,gr_ip_mcar_mc,gr_ip_mcal_tr,gr_ip_mcal_mc,gr_ip_cnty,gr_ip_thrd_tr,gr_ip_thrd_mc,gr_ip_oth_ind,gr_ip_oth,gr_ip_tot,gr_op_mcar_tr,gr_op_mcar_mc,gr_op_mcal_tr,gr_op_mcal_mc,gr_op_cnty,gr_op_thrd_tr,gr_op_thrd_mc,gr_op_oth_ind,gr_op_oth,gr_op_tot,c_adj_mcar_tr,c_adj_mcar_mc,c_adj_mcal_tr,c_adj_mcal_mc,disp_855,c_adj_cnty,c_adj_thrd_tr,c_adj_thrd_mc,bad_debt,char_hb,char_oth,sub_indgnt,ded_oth,cap_rev_mcar,cap_rev_mcal,cap_rev_cnty,cap_rev_thrd,netrv_mcar_tr,netrv_mcar_mc,netrv_mcal_tr,netrv_mcal_mc,netrv_cnty,netrv_thrd_tr,netrv_thrd_mc,netrv_oth_ind,netrv_oth,disp_trnfr,inter_tfr,contribtns,inc_invest,dist_rev,cnty_appro,exp_dly,exp_amb,exp_anc,exp_pip,exp_pop,exp_res,exp_ed,exp_gen,exp_fisc,exp_adm,exp_unassg,exp_sal,exp_ben,exp_phys,exp_othpro,exp_supp,exp_purch,exp_depre,exp_leases,exp_insur,exp_intrst,exp_oth,cur_asst,asst_limtd,net_ppe,const_prog,inv_oth,intan_asst,tot_asst,curr_liab,def_cred,net_ltdebt,equity,liab_eq,cash,accts_rec,allow_uncoll,bldgs,equipment,tot_ppe,acc_depre,mort_pay,cap_lease,bond_pay,tot_ltdebt,cur_mat,inter_rec,inter_pay,hosp_fte,nurs_fte,prod_hrs,non_prd_hr,paid_hrs,med_staff,stdnt_fte,prd_hr_mgt,prd_hr_tch,prd_hr_rn,prd_hr_lvn,prd_hr_aid,prd_hr_clr,prd_hr_env,prd_hr_oth,cnt_hr_rn,cnt_hr_oth,prd_hr_dly,prd_hr_amb,prd_hr_anc,prd_hr_ed,prd_hr_gen,prd_hr_fis,prd_hr_adm,prd_hr_non,pd_hr_dly,pd_hr_amb,pd_hr_anc,pd_hr_ed,pd_hr_gen,pd_hr_fis,pd_hr_adm,pd_hr_non,year
106190857,doctors hospital of west covina,01jan2011,31dec2011,365,audited,excl. ind. audit adj.,los angeles,11,915,investor,general,comparable,,(818) 338-8481,725 south orange blvd,west covina,91790,"pareed mohamed, m.d.",president,,doctor's hospital of west covina,foster evans,hospital management services,0,05-0096,hsc30096h,hsp30096h,51,51,23,293,20,6567,0,0,1128,110,0,0,8118,85,6,13,0,0,63,31,0,0,198,27,0,0,0,24,0,648,0,0,0,7470,0,186,0,0,0,12,0,43.6,43.6,41,3.5,0,0,0,12231,0,91,14,0,1494,435,0,0,14265,0,0,0,2108,0,2,8117,35094,88,537,0,0,39449486,29145610,0,10303876,374950,10291208,387618,172239,225147,0,0,334710,14527566,1510600,23411320,1802866,310028,21852179,0,0,4634876,387180,0,0,28987129,2759523,0,350652,52612,0,5649853,1649717,0,0,10462357,3066073,67044,16947211,0,-11741,0,5391494,2036897,39755,0,0,0,1608877,0,0,0,0,1431567,242984,5267361,52612,0,3309352,0,0,0,0,0,0,16817,0,0,2116043,402590,3341881,0,0,0,215002,1852984,375888,1563682,423138,4591746,1397285,364550,347622,1651891,903598,175732,88309,61955,167650,540870,3331939,0,3547438,691100,33064,0,7603541,1034327,0,2479430,4089784,7603541,1438575,4529251,-3147194,5771297,2423082,9532791,5985353,2597033,0,0,2597033,117603,0,0,113,39,216030,22753,238783,64,4,42487,37442,20200,23544,33956,25673,25322,3783,3623,0,70441,9273,49791,4032,47704,12967,21822,0,78401,10343,54654,4032,52520,14428,24405,0,2011
106500852,doctors medical center,01jan2011,31dec2011,365,audited,excl. ind. audit adj.,stanislaus,6,511,investor,general,comparable,,(209) 578-1211,1441 florida avenue,modesto,95350,warren kirk,ceo,www.dmc-modesto.com,tenet healthcare corporation,christina kim,tenet healthcare corporation,2,05-0464,hsc30464g,hsp30464g,459,441,287,29932,7586,28551,12442,4869,4269,13040,2538,1619,104846,4932,1606,4748,3131,1026,1737,3079,462,380,21101,392,67,0,0,0,0,87822,17024,0,0,0,0,16849,4252,0,0,0,0,62.6,65.09999999999999,5,5,24,8062,3598,13919,4827,18329,27452,8837,2599,15887,3603,9818,105271,71606,6341,0,28368,0,18,429265,331617,5221,5839,2393,1497,2952998835,2587026941,11817085,377788979,16968713,382245234,12512458,737857,359900,0,0,12890415,672113135,136401546,2144484154,646313464,194409133,557457186,264993456,85067640,74592692,302488486,68810069,32513900,2226646026,151174494,62966310,86857592,128520122,52701629,16605456,161985855,21040173,44501178,726352809,713231933,245900316,569637985,356688782,-5856253,136403023,77926704,322912110,27594729,0,95787877,0,46799735,11817085,0,0,0,84256025,23292212,75341542,36078665,1366246,13271444,141562231,0,2620614,0,0,0,0,0,0,88979966,23565113,130012665,0,0,0,2477611,43461069,16374926,70616482,6757402,145579526,52431217,21077754,4328774,61751740,51193865,10934355,3095696,2536312,34192,29281803,109647751,0,79161311,614417,18974288,12714984,221112751,64484714,170860,220588,156236589,221112751,447820,278739381,-215795925,136130951,91175983,232682880,153521569,0,220588,0,220588,0,106418,3996562,1662,680,2943765,553032,3496797,492,32,253063,527151,1191138,22856,164378,679880,32539,32338,37011,3411,1108481,240773,945545,0,240623,125830,282513,0,1347556,280344,1112481,0,276492,149699,330225,0,2011
106070904,doctors medical center - san pablo,01jan2011,31dec2011,365,audited,incl. ind. audit adj.,contra costa,5,413,district,general,comparable,,(510) 970-5000,2000 vale road,san pablo,94806,dawn gideon,ceo,www.doctorsmedicalcenter.org,west contra costa health district,jason jasinski,"toyon associates, inc.",0,05-0079,hsc00079i,,189,189,84,12606,2746,4858,1877,0,1122,2145,186,2110,27650,2763,612,1088,418,0,246,445,41,463,6076,189,0,0,0,0,0,27650,0,0,0,0,0,6076,0,0,0,0,0,40.1,40.1,4.6,4.6,0,0,0,18255,4471,8649,13277,0,3194,12387,11,12547,72791,38088,5349,0,34204,0,6,158394,114549,1154,835,0,0,691082322,578213600,0,112868722,4213089,150188292,-33106481,14491612,112402,0,0,-18727271,156365498,88218547,446498277,200973490,45404091,74426260,36056360,0,19619496,41348840,2934391,33248406,454011334,74904465,20556859,22753172,31745910,0,12704065,47180857,22130,27203530,237070988,223953540,59193479,78267937,66800792,0,0,21146767,57918028,60602569,0,6940271,0,3390217,0,0,0,0,50029010,6767471,18911495,1001478,0,3592564,30611669,0,1955035,0,0,5453363,23360,0,0,35722869,11705831,50101912,0,0,0,0,23289500,6348974,17974654,5044552,58135912,35141974,5004128,9174409,18437408,11227207,4109368,3105818,620170,1565296,3666602,37404645,30501492,41652775,3129152,0,1516958,114205022,39985838,0,64547514,9671670,114205022,13959211,70016242,-50839210,21204121,45000654,90853105,49200330,25459,0,65692805,65718264,1170750,0,0,701,247,1279005,242991,1521996,219,0,88395,294330,390193,12975,59101,255537,113789,0,50977,13708,380885,123860,308370,0,237847,99648,128395,0,456540,145788,370876,0,284582,117321,146889,0,2011
106440755,dominican santa cruz hospital - soquel,01jul2010,30jun2011,365,audited,incl. ind. audit adj.,santa cruz,8,703,non-profit,general,comparable,,(831) 462-7700,1555 soquel drive,santa cruz,95065,"nanette mickiewicz, md",ceo,www.dominicanhospital.org,dignity health,patricia f. skarshaug,catholic healthcare west,0,05-0242,hsc00242f,,379,266,266,28063,2719,3956,7341,2503,13800,0,415,1467,60264,5568,522,863,1515,557,3255,0,84,338,12702,294,28,0,20,37,0,39666,5723,0,5639,9236,0,10595,959,0,405,743,0,43.6,62.1,4.7,4.3,25,1553,727,63308,6317,5909,22011,3497,57352,0,1099,10516,170009,51850,32423,23042,79363,0,7,514240,137494,3033,1487,260,637,1286439338,955605958,0,330833380,2289240,313539223,19583397,31534775,3581436,0,0,47536736,399913905,89514181,797011252,427249444,41704138,45233687,104566788,38260048,269538092,0,5693385,27721022,959966604,120430732,10796756,6551523,39263365,6036141,114852202,0,3722261,24819754,326472734,461275098,42918290,39464863,123333408,0,39560327,183019750,0,27038536,0,30266855,0,8728831,0,0,0,0,86405078,9582604,12320347,20496745,4735862,191368745,0,0,5923999,0,-7444622,0,26751671,0,0,80558931,24770700,82561574,0,0,0,0,41993816,9015146,67450087,7188969,137463362,48017822,10110978,6061888,33986138,30202299,8606482,1886533,1162441,1705241,34336039,98808750,176509357,42277923,3684356,0,2346800,323627186,37714356,5121869,29785847,251005114,323627186,41614228,144707793,-103085728,87399017,79752556,175849457,133571534,32024159,0,0,32024159,2238312,0,0,1261,425,2217410,450138,2667548,359,0,213930,588308,702958,29630,138838,292943,183735,22803,11835,32430,725134,223419,526749,0,342044,119338,272058,8668,886930,267675,644151,0,394721,142818,320779,10474,2011
106190243,downey regional medical center,01jul2010,30jun2011,365,audited,excl. ind. audit adj.,los angeles,11,921,non-profit,general,comparable,,(562) 904-5000,11500 brookshire avenue,downey,90241,ken strople,president/ceo,www.drmci.org,downey regional medical center,catherine matsuda,healthquest consulting,0,05-0393,hsc30393f,zzt30393f,181,181,130,14789,10369,7561,1542,0,2326,4416,630,1543,43176,3962,2917,2081,417,0,670,1190,186,456,11879,181,0,0,0,0,0,43176,0,0,0,0,0,11879,0,0,0,0,0,65.40000000000001,65.40000000000001,3.6,3.6,17,2632,1212,10772,9682,8899,16572,0,7142,21579,2032,7302,83980,49532,0,0,50550,0,11,200237,252445,2184,1936,831,377,923641677,773050721,0,150590956,387620,162859353,-11880777,263480,0,0,0,-11617297,178785072,153870021,590986584,222250658,135512331,118818371,29281985,0,34649839,96619136,4631035,16642186,658405541,42481172,35297623,25908443,41955558,0,22456063,72226324,5422944,19488009,265236136,222948428,161529622,122776126,62479822,0,0,17990534,146102642,29169568,0,10053979,0,0,0,0,0,0,41783402,9280332,21950688,8757721,0,39115368,22742818,0,6960627,0,0,0,72649,0,0,31982005,7858433,45990107,0,0,0,2002348,19895449,7260844,41056753,6813414,54387854,22364730,1799897,8708144,22106425,19441784,4204902,1084057,2338223,2595757,23827580,37538458,7,19320360,6145816,14289048,0,77293689,93305820,0,9377241,-25389372,77293689,1531894,86732392,-61418658,8803780,66506690,135493297,116172937,0,0,0,12052241,2675000,6128342,0,1045,335,1879233,294376,2173609,379,26,164369,491747,519352,17536,160049,287405,181299,57476,0,0,537977,152886,460949,63807,370879,94229,198506,0,633678,174567,537704,64922,430242,108202,224294,0,2011
106196168,earl & lorraine miller childrens hospital,01jul2010,30jun2011,365,audited,incl. ind. audit adj.,los angeles,11,933,non-profit,childrens,comparable,,(562) 933-2000,2801 atlantic avenue,long beach,90806,diana hendel,ceo,www.memorialcare.org,memorial health services,donna j. anglin,memorialcare health system,2,05-3309,hsc30727f,hsp30727f,324,324,236,273,13,53876,12542,4,8240,6240,207,1181,82576,48,5,10537,2781,1,480,983,40,127,15002,324,0,0,0,0,0,82576,0,0,0,0,0,15002,0,0,0,0,0,69.8,69.8,5.5,5.5,48,11012,4712,1614,456,53961,23045,22,11596,25314,570,1161,117739,31166,37336,0,49673,34,16,715567,373831,3181,3428,3586,1875,951038348,549907225,270124,401401247,7314988,343757944,64958291,14062805,8692110,0,0,70328986,419542470,58662148,472833730,3486975,633013,507818933,93545590,37688,104468190,80965226,2746933,7420221,801122769,3697135,1020476,66300190,43134304,37264,9959507,23553672,705359,1507672,149915579,6038832,1313928,351595029,84725250,-12841566,64983,90097841,15367320,5375591,0,4699154,0,3470863,270124,0,0,0,1145278,609685,234119784,51953658,9969,24329856,89151578,0,81439,0,0,5151448,492,0,0,72725851,25503478,88398593,27894,66045,227889,6884349,53648415,12607834,72250872,11416724,130760423,51403084,6844158,21512756,39861950,38293704,19466470,3124333,2536319,0,29954747,49072147,0,212436751,18025757,0,409225,279943880,314744568,11851790,0,-46652478,279943880,3099,180456099,-138963894,239058700,114187820,368132740,155695989,0,0,0,0,0,0,286986597,1944,794,4035916,486312,4522228,541,51,203299,959246,1309367,62734,267979,521865,48418,185122,10839,467047,1175366,439614,1011886,33136,766281,123951,453661,32021,1365635,482726,1138238,36309,806143,138091,518133,36953,2011
106190256,east los angeles doctor's hospital,01jan2011,31dec2011,365,audited,excl. ind. audit adj.,los angeles,11,925,investor,general,comparable,,(213) 268-6514,4060 whittier boulevard,los angeles,90023,hector hernandez,ceo,health-plus.net,healthplus,catherine matsuda,healthquest consulting,0,05-0641,hsc30641f,,127,127,101,6073,346,14339,4836,0,483,1102,382,769,28330,889,51,1354,1411,0,129,293,101,179,4407,102,0,0,0,25,0,19564,0,0,0,8766,0,4368,0,0,0,39,0,61.1,61.1,6.4,4.5,8,2186,854,1989,231,3660,7640,0,823,2128,117,5500,22088,19056,0,0,10411,27190,6,46542,37058,1482,889,406,447,234549260,182963298,27401697,78987659,701018,74600322,5088355,5156,0,0,0,5093511,55973147,17524578,161051535,46899822,3090302,90683083,30213177,0,3109293,9561114,3477916,6683950,193718657,4805408,522514,6627995,14379725,0,1482705,4151884,180654,8679718,40830603,36993792,209797,75315899,43295300,-4570135,0,3673598,8227798,13718367,0,6098882,0,0,0,27401697,0,0,13833163,3403019,24228975,28699299,0,918400,5485200,0,2419603,0,0,0,5156,0,0,13220087,2581893,12517175,23677933,0,0,0,6432173,1883531,11359287,2928243,23090376,3940681,949724,1480206,5959186,31304830,983846,1020267,513237,811997,4545972,33933753,0,12033286,389138,0,587494,46943671,22661501,0,12418862,11863308,46943671,4010374,48070804,-40507310,6317239,8760180,18829907,6796621,0,394455,0,13242644,823782,17978639,6854280,435,174,819914,110465,930379,140,0,70333,159185,215478,56938,70193,147737,75369,0,18392,6289,303220,46334,166694,0,115093,88959,99614,0,346069,56949,194626,0,125865,97423,109447,0,2011
106190328,east valley hospital medical center,01jan2011,31dec2011,365,audited,incl. ind. audit adj.,los angeles,11,915,investor,general,comparable,,(626) 852-5000,150 west route 66,glendora,91740-6207,c. joseph chang,president/ceo,www.evhmc.com,"east valley glendora hospital, l.p.",betty hsieh,east valley hospital medical center,0,05-0205,hsc30205i,zzt40205i,118,118,36,9737,308,2208,165,0,26,91,0,104,12639,1237,61,408,65,0,6,25,0,47,1849,97,21,0,0,0,0,7112,5527,0,0,0,0,1310,539,0,0,0,0,29.3,29.3,6.8,6.8,10,478,210,629,167,727,969,0,60,488,0,754,3794,4435,0,0,263,0,3,21807,19537,420,361,93,118,87546506,66988421,0,20558085,297757,21194155,-338313,294472,0,0,0,-43841,34875661,3875261,48795584,51736541,1887751,18648826,1707252,0,143266,755757,0,1209619,76089012,3615801,959289,2343430,1616716,0,193788,1256757,0,1471713,11457494,42158738,1938942,16764641,2314690,-310532,0,203941,1148571,2192421,0,0,0,577009,0,0,0,0,12864741,908098,4538147,1009278,0,23492,644701,0,569628,0,0,0,0,0,0,5189665,1652139,5029258,0,0,0,0,2650841,769294,4527826,1375132,9705602,2646068,0,1713780,1812615,1001674,245325,230012,541877,573314,2723888,3871442,0,5340593,585353,51191,0,9848579,9161548,0,4638425,-3951394,9848579,93071,4081753,-1515815,3672614,1607152,7861255,2520662,7015700,11346,0,7213174,2574749,0,0,208,95,400443,33479,433922,111,0,38412,62526,115377,18638,63708,59828,41587,0,47,320,172742,23062,70237,0,64257,29478,40667,0,188173,24761,76546,0,69028,31798,43616,0,2011
106320859,eastern plumas health care,01jul2010,30jun2011,365,audited,incl. ind. audit adj.,plumas,1,217,district,general,comparable,rural,(530) 832-6500,500 first avenue,portola,96122,thomas hayes,interim ceo,ephc.org,eastern plumas health care,derek f. petrak,"petrak & associates, inc.",0,05-1300,,zzr00556g,76,76,65,2133,98,17435,0,60,388,1,0,986,21101,301,25,155,0,24,35,1,0,23,564,10,0,0,0,66,0,1353,0,0,0,19748,0,423,0,0,0,141,0,76.09999999999999,76.09999999999999,37.4,3.2,0,0,0,16827,626,9083,28,2108,10337,216,0,3487,42712,3470,27714,0,11352,0,2,1604,3322,19,40,0,0,39372962,19355378,0,20017584,94028,21073747,-962135,871633,0,0,0,-90502,9772776,12287861,17312325,5101632,366048,6456313,0,374002,527853,102019,0,535469,13463336,11923022,464730,4302383,346128,1231960,5141531,204769,0,2295103,25909626,9388747,703690,4544695,34921,-17787,1223410,1090995,47809,1815772,0,523126,0,0,0,0,0,0,7635907,127088,6231788,311207,382552,4578389,258979,0,491674,0,0,263093,129,573731,0,3865984,6031574,3289227,0,0,0,0,3962907,1331805,1490677,1101573,8578684,3566453,2490033,300826,1866268,1333098,801432,86965,422730,354073,1273185,4890362,0,7964404,454746,0,19965,13329477,3823804,0,5426845,4078828,13329477,427343,5925314,-2831463,9811323,9759310,20496697,12532293,5882522,95928,0,5978450,551605,0,0,225,60,394203,75326,469529,22,0,29984,74465,31404,26686,66408,98051,48238,17927,59,981,123217,97229,29315,0,83882,36181,24379,0,140635,109609,42334,0,107823,41582,27546,0,2011
106010805,eden medical center,01jan2011,31dec2011,365,audited,incl. ind. audit adj.,alameda,5,421,non-profit,general,comparable,,(510) 727-2700,20103 lake chabot road,castro valley,94546,george bischalaney,president/ceo,www.edenmedcenter.org,eden medical center,wade h. jaeger,sutter health,2,05-0488,hsc00488g,zzr00488g,271,271,165,24576,6551,7339,3112,165,2482,8435,1223,1739,55622,5696,1511,1810,830,35,611,2100,284,404,13281,248,23,0,0,0,0,53059,2563,0,0,0,0,12835,446,0,0,0,0,56.2,56.2,4.2,4.2,11,2364,1127,32047,8967,11798,14129,73,10026,31037,8142,11577,127796,65047,0,0,65587,0,12,467351,300416,3313,2529,764,363,1262910957,954948979,0,307961978,7103774,307879139,7186613,2803455,275469,0,0,9714599,325215612,187519278,750176067,343973737,108194397,106456054,45882922,2167408,47023792,165781745,27717875,39408529,886606459,101441817,28057517,33387729,39270732,206435,28538923,91486211,22262669,31652465,376304498,360869831,107141026,97064092,68946903,0,892864,46583406,128837596,42647386,0,55243885,0,46721990,0,0,0,0,74792939,28527567,37498010,15235516,1480979,25855751,123180406,0,1390810,0,-11641961,506956,1279328,0,0,75419821,30489677,85669842,0,0,0,0,44196643,5007191,58749052,8346913,121384744,56788188,13455338,14321404,30966032,44121590,9038047,2043783,2036023,1576734,12147256,85378354,0,22938486,2118747,5651707,0,116087294,113386303,962889,5988,1732114,116087294,11820233,295962408,-234363905,72232587,56012824,129997943,107059457,0,0,64731935,64737923,64731935,719545,16817587,1276,502,2404566,356650,2761216,553,0,141050,564576,821083,28127,132670,359488,184441,66114,63252,43765,808722,247325,604803,0,421123,89619,232974,0,934287,279067,709010,0,478129,102113,258610,0,2011
106331168,eisenhower medical center,01jul2010,30jun2011,365,audited,incl. ind. audit adj.,riverside,12,1105,non-profit,general,comparable,,(760) 340-3911,39000 bob hope drive,rancho mirage,92270,g. aubrey serfling,ceo,www.emc.org,eisenhower memorial hospital,oliver younggren,eisenhower medical center,0,05-0573,,zzt30573f,540,309,309,47623,9531,1984,2045,470,1385,12131,1110,3240,79519,10011,2689,408,513,75,347,3627,224,641,18535,504,13,0,23,0,0,77767,1745,0,7,0,0,18391,144,0,0,0,0,40.3,70.5,4.3,4.3,0,0,0,207524,16847,3112,9632,502,60150,77984,3171,23602,402524,62977,161725,0,190163,0,14,833156,353683,7665,5692,0,0,2236384566,1862656375,0,373728191,5289827,441924279,-62906261,49757096,15308319,0,0,-28457484,451229698,245179928,1539974940,875440896,204065030,33167768,33985908,7194207,32396259,270781240,20185598,59625575,1536842481,332760828,57597129,14031524,31068753,3045983,37907981,173871058,6779999,42478830,699542085,1053152502,221936266,34691298,60810384,0,10238733,55837088,324434878,18291408,0,26965597,0,56298221,0,0,0,0,154631469,39725893,12507693,4244277,580,10322583,118723815,0,33571881,0,0,35144491,5750642,0,0,57643684,41914769,140888711,0,0,0,0,64504109,22151373,78082630,36739003,122716305,69613995,22805851,10950798,72860448,40955583,45451113,3678523,4755020,12320505,35816138,129471512,37655850,672950913,10487323,72007199,0,922572797,63613906,0,452280877,406678014,922572797,56307540,145580932,-96928303,668289805,276561809,1023173845,350222932,0,0,399109547,452322369,41492,0,0,2181,583,4031140,614946,4646086,452,0,275788,1126900,924030,80096,168818,825609,327855,191677,39774,70593,895580,537005,1066140,0,761678,347821,411732,11184,1056852,616171,1231155,0,859935,394890,473995,13088,2011
106430763,el camino hospital,01jul2010,30jun2011,365,audited,incl. ind. audit adj.,santa clara,7,429,non-profit,general,comparable,,(650) 940-7300,2500 grant road,mountain view,94039-7025,tomi ryba,ceo,www.elcaminohospital.org,el camino hospital district,bridget elrod,"toyon associates, inc.",0,05-0308,hsc30308h,hsp30308h,542,394,246,30187,5507,3409,774,0,2147,38911,218,605,81758,5327,1088,733,243,0,469,10811,65,179,18915,487,25,0,30,0,0,70733,7375,0,3650,0,0,17651,975,0,289,0,0,41.3,56.9,4.3,4.3,52,10990,4537,95619,19263,14614,13196,0,14357,108942,3474,14092,283557,53791,0,0,130887,0,12,1295736,522081,5399,4727,3362,1515,2311433756,1716289728,0,595144028,6245756,558060148,43329636,30546761,8641303,0,0,65235094,500401159,222144934,1588887663,555585383,103054350,54188376,13431557,0,50503298,608520624,4995957,13892285,1404171830,363509125,57520626,35102142,24202437,0,25998827,370438661,6028867,24461241,907261926,774300822,130433477,79393808,33282719,0,0,58788574,567455427,31168072,0,11036140,0,30430689,0,0,0,0,140698538,28175862,7821300,3209217,0,10128547,389323784,0,15786780,0,498803,0,21658141,0,0,115833336,28498433,192594570,0,0,0,0,101263806,15799654,70312072,33758277,196380873,99608190,12461647,27677777,86964281,55179822,48096999,7592233,2511199,7586250,14000877,163594519,157946847,674055936,4519640,207523707,0,1207640649,90117324,43404291,187558560,886560474,1207640649,39783199,330359125,-249961168,693103957,248551866,981201423,307145487,0,0,194264156,194264156,6705596,1974334,0,2172,759,4024844,550720,4575564,1230,0,301253,759965,1379096,49352,125152,558989,511602,282198,24835,32402,1200185,252295,1294305,0,725525,210613,341921,0,1386897,284359,1456606,0,805765,238318,403619,0,2011
106130699,el centro regional medical center,01jul2010,30jun2011,365,audited,excl. ind. audit adj.,imperial,14,1424,city/county,general,comparable,,(760) 339-7100,1415 ross ave.,el centro,92243,david green,ceo,www.ecrmc.org,city of el centro,jaycee lin,essential consulting llc,4,05-0045,,zzt30045f,165,165,65,10312,448,5784,36,1144,1095,1992,253,438,21502,2422,114,1889,20,290,370,788,111,122,6126,165,0,0,0,0,0,21502,0,0,0,0,0,6126,0,0,0,0,0,35.7,35.7,3.5,3.5,19,1777,1081,37866,1388,50054,441,7581,8364,11039,1338,2789,120860,45263,50292,0,27217,0,4,135630,202828,1001,2502,669,531,516183708,404715691,0,111468017,5359621,109811719,7015919,49105,1935590,0,0,5129434,68579315,110546825,337057568,108373067,4703842,58631152,443724,12265091,12186016,23047316,2562776,4865892,227078876,95752423,3344023,109645787,988700,17642352,23575087,28746191,1701270,7708999,289104832,159341449,7178195,127450384,1253320,-1977421,26900142,22262128,37296495,9364356,0,12723129,0,2923514,0,0,0,0,44784041,869670,34417531,106466,3007301,13498975,14497012,0,287021,0,0,0,49105,0,0,13358121,13838650,34044587,0,0,0,0,20594666,4765260,19894001,3316434,42503010,12311578,7109915,4132839,20808123,5994529,5534429,2011982,801883,0,8603431,33917241,11880481,45930159,11901781,4950220,3370409,111950291,19929378,0,32890992,59129921,111950291,9236993,98017756,-81943069,59556217,43874488,108323691,62393532,0,5653951,28585528,34239479,1348487,754005,0,802,266,1502842,195514,1698356,146,0,147651,328234,353720,17526,179059,290708,145723,9237,3199,27785,312726,252673,366523,0,312097,127519,131304,0,359743,283231,414605,0,345641,143438,151698,0,2011
106094002,el dorado county mental health - phf,01jul2010,30jun2011,365,audited,excl. ind. audit adj.,el dorado,2,304,city/county,psychiatric,phf,,(530) 621-6210,935-b spring street,placerville,95667,daniel neilson,director,,county of el dorado,michele mcafee,el dorado co health & human services agency ,0,,,,15,10,10,0,0,0,0,616,1567,0,0,200,2383,0,0,0,0,94,177,0,0,17,288,0,15,0,0,0,0,0,2383,0,0,0,0,0,288,0,0,0,0,43.5,65.3,8.300000000000001,8.300000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2320639,0,0,2320639,0,2320639,0,0,0,0,0,0,2320639,0,0,0,0,0,0,362890,1835549,0,0,122200,2320639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,362890,1835549,0,0,122200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011
