fac_no,fac_name,beg_date,end_date,day_per,data_ind,audit_ind,county,hsa,hfpa,type_cntrl,type_care,type_hosp,teach_rurl,phone,address,city,zip_code,ceo,ceo_title,web_site,owner,rpt_prep,org_name,er_desig,mcar_pro,mcal_pro,reg_mcal,bed_lic,bed_avl,bed_stf,day_mcar_tr,day_mcar_mc,day_mcal_tr,day_mcal_mc,day_cnty,day_thrd_tr,day_thrd_mc,day_oth_ind,day_oth,day_tot,dis_mcar_tr,dis_mcar_mc,dis_mcal_tr,dis_mcal_mc,dis_cnty,dis_thrd_tr,dis_thrd_mc,dis_oth_ind,dis_oth,dis_tot,bed_acute,bed_psych,bed_chem,bed_rehab,bed_ltc,bed_resdnt,day_acute,day_psych,day_chem,day_rehab,day_ltc,day_resdnt,dis_acute,dis_psych,dis_chem,dis_rehab,dis_ltc,dis_resdnt,occ_lic,occ_avl,alos_all,alos_exltc,bas_nursry,day_nursry,dis_nursry,vis_mcar_tr,vis_mcar_mc,vis_mcal_tr,vis_mcal_mc,vis_cnty,vis_thrd_tr,vis_thrd_mc,vis_oth_ind,vis_oth,vis_tot,vis_er,vis_clin,vis_home,vis_ref_op,day_pips,op_room,op_min_ip,op_min_op,surg_ip,surg_op,nat_births,c_sections,gr_pt_rev,ded_fr_rev,tot_cap_rev,net_pt_rev,oth_op_rev,tot_op_exp,net_frm_op,nonop_rev,nonop_exp,inc_tax,ext_item,net_income,gr_rev_dly,gr_rev_amb,gr_rev_anc,gr_ip_mcar_tr,gr_ip_mcar_mc,gr_ip_mcal_tr,gr_ip_mcal_mc,gr_ip_cnty,gr_ip_thrd_tr,gr_ip_thrd_mc,gr_ip_oth_ind,gr_ip_oth,gr_ip_tot,gr_op_mcar_tr,gr_op_mcar_mc,gr_op_mcal_tr,gr_op_mcal_mc,gr_op_cnty,gr_op_thrd_tr,gr_op_thrd_mc,gr_op_oth_ind,gr_op_oth,gr_op_tot,c_adj_mcar_tr,c_adj_mcar_mc,c_adj_mcal_tr,c_adj_mcal_mc,disp_855,c_adj_cnty,c_adj_thrd_tr,c_adj_thrd_mc,bad_debt,char_hb,char_oth,sub_indgnt,ded_oth,cap_rev_mcar,cap_rev_mcal,cap_rev_cnty,cap_rev_thrd,netrv_mcar_tr,netrv_mcar_mc,netrv_mcal_tr,netrv_mcal_mc,netrv_cnty,netrv_thrd_tr,netrv_thrd_mc,netrv_oth_ind,netrv_oth,disp_trnfr,inter_tfr,contribtns,inc_invest,dist_rev,cnty_appro,exp_dly,exp_amb,exp_anc,exp_pip,exp_pop,exp_res,exp_ed,exp_gen,exp_fisc,exp_adm,exp_unassg,exp_sal,exp_ben,exp_phys,exp_othpro,exp_supp,exp_purch,exp_depre,exp_leases,exp_insur,exp_intrst,exp_oth,cur_asst,asst_limtd,net_ppe,const_prog,inv_oth,intan_asst,tot_asst,cur_liab,def_cred,net_ltdebt,equity,liab_eq,cash,accts_rec,allow_uncoll,bldgs,equipment,tot_ppe,acc_depre,mort_pay,cap_lease,bond_pay,tot_ltdebt,cur_mat,inter_rec,inter_pay,hosp_fte,nurs_fte,prod_hrs,non_prd_hr,paid_hrs,med_staff,stdnt_fte,prd_hr_mgt,prd_hr_tch,prd_hr_rn,prd_hr_lvn,prd_hr_aid,prd_hr_clr,prd_hr_env,prd_hr_oth,cnt_hr_rn,cnt_hr_oth,prd_hr_dly,prd_hr_amb,prd_hr_anc,prd_hr_ed,prd_hr_gen,prd_hr_fis,prd_hr_adm,prd_hr_non,pd_hr_dly,pd_hr_amb,pd_hr_anc,pd_hr_ed,pd_hr_gen,pd_hr_fis,pd_hr_adm,pd_hr_no,year
106104047,fresno surgery center,1/1/2004,12/31/2004,366,audited,excl. ind. audit,fresno,09,0605,investor,general,comparable,,(559)431-8000,6125 north fresno street,fresno,93710-5207,alan h. pierrot  m.d.,ceo,www.fresnosurgerycenter.com,fsc hospital llc & fsc health  inc.,rick jackson,tca partners  llp,0,05-0708,,hsp40708f,20,20,20,1074,0,0,0,0,2514,0,0,34,3622,460,0,0,0,0,1283,0,0,21,1764,20,0,0,0,0,0,3622,0,0,0,0,0,1764,0,0,0,0,0,49.5,49.5,2.1,2.1,0,0,0,3311,0,101,0,0,9740,0,0,187,13339,0,0,0,3714,0,6,428794,288740,4764,9625,0,0,88589650,62179727,0,26409923,382896,29765789,-2972970,33528,0,-37915,0,-2901527,4836563,0,83753087,11992354,0,0,0,0,27257191,0,0,461898,39711443,13273987,0,156158,0,0,35099886,0,0,348176,48878207,19995201,0,48920,0,0,0,41407639,0,727967,0,0,0,0,0,0,0,0,5271140,0,107238,0,0,20949438,0,0,82107,0,0,0,30083,0,0,2162582,0,10610810,0,0,0,0,3646298,913841,10163763,2268495,8710330,3164567,0,1062640,6835608,2394971,2252004,2110255,104853,829661,2300900,9710251,0,29958961,9586687,1199340,0,50455239,8258308,6502239,32625127,3069565,50455239,3950516,8566893,-5391679,30147046,11345318,43133515,13174554,9076689,24560690,0,35653218,3028091,0,0,186,61,339690,52261,391951,230,0,39799,90581,109964,1883,14697,53707,25843,0,0,3216,56511,0,137563,0,60196,32890,52530,0,67972,0,159761,0,67815,37325,59078,0,2004
106301283,garden grove hosp & medical center,1/1/2004,12/31/2004,366,audited,excl. ind. audit,orange,13,1012,investor,general,comparable,,(714)537-5160,12601 garden grove blvd.,garden grove,92843,maxine cooper,ceo,www.gardengrovehospital.com,tenet healthcare corporation,remedios h. maglaya,tenet healthcare corporation,0,05-0230,hsc30230f,,167,167,74,7686,1426,6539,5399,1060,533,2283,53,1892,26871,1440,353,2491,1270,225,159,753,12,786,7489,167,0,0,0,0,0,26871,0,0,0,0,0,7489,0,0,0,0,0,44,44,3.6,3.6,8,5300,2933,18974,2507,11705,9817,1186,1298,22616,57,2798,70958,25455,0,27560,17546,0,6,190405,205195,2468,2715,2124,917,357239724,297172719,5522217,65589222,269003,69013443,-3155218,1045466,1397552,0,0,-3507304,49333085,29126120,278780519,77040124,15524054,47995775,42729326,10229905,4135148,26936011,557197,22253357,247400897,24468071,5550065,8843128,20737874,2201471,2582137,41262650,84190,4109241,109838827,77089873,15851544,47946930,57864497,-4037975,11585271,3978676,59107630,10925719,0,2626584,0,14233970,0,5357107,0,165110,24418322,5222575,11843486,10061075,846105,2738609,9256141,0,1202909,0,0,0,0,0,0,12892237,6728446,20908633,0,0,0,0,8009346,4623442,12201153,3650186,28145033,9852359,500799,2017531,10103548,11817559,1070840,584813,2336960,35,2583966,11755526,0,17483263,488653,45894963,3182078,78804483,8720683,0,0,70083800,78804483,5919,26990286,-19261197,21718478,9311056,35072402,17589139,0,0,0,0,0,40524796,0,508,215,960958,128084,1089042,299,0,84466,165413,331761,45812,70869,210349,17821,4029,30025,413,310024,144229,275278,0,86085,55843,89499,0,359180,157721,313474,0,95061,61525,102081,0,2004
106190315,garfield medical center,1/1/2004,10/31/2004,305,audited,excl. ind. audit,los angeles,11,0913,investor,general,comparable,,(626)307-2010,525 north garfield avenue,monterey park,91754,philip a. cohen,ceo,,tenet healthcare corporation,trina k. thorson,tenet healthcare corporation,0,05-0432,hsc30432g,hsp30432g,208,208,208,29611,2129,16776,3631,1,124,5962,324,402,58960,3266,441,3169,1039,0,51,1575,72,197,9810,180,0,0,28,0,0,51966,0,0,6994,0,0,9407,0,0,403,0,0,92.90000000000001,92.90000000000001,6,6,26,7131,2961,16055,3901,20830,9348,0,1317,30720,326,2626,85123,18907,38210,0,28829,0,6,187260,239880,1788,3269,2011,1198,830734308,750739711,23963075,103957672,465580,101415693,3007559,1502814,2197030,0,0,2313343,155820273,26949090,647964945,323904030,28678956,177721583,40618717,61287,1811544,100982746,4061206,9665992,687506061,33626410,9068156,18019614,22847501,0,1305959,54627906,707692,3025009,143228247,309172445,39398663,167842711,59323270,-5011374,61287,1134203,152961588,5113039,0,13972793,0,6771086,6957355,8040152,0,8965568,48357995,5305804,24734163,11154902,0,1983300,11614632,0,806876,0,4305862,0,0,0,0,26029896,4327322,39536239,0,0,0,0,12799381,5851944,10402104,2468807,43672186,16930708,609546,1368357,18208884,12739755,2984079,852863,1567478,12026,2469811,28800796,0,35082981,121689,287143440,680454,351829360,25602958,0,0,326226402,351829360,1447818,78673035,-55582891,44724474,28107916,76121441,41038460,0,0,0,0,0,0,0,1275,573,1957101,270703,2227804,219,0,109804,371142,694320,83751,217294,354135,74353,40415,10127,1760,729602,144657,574468,0,220981,98591,188802,0,834654,166491,660317,0,245533,110065,210744,0,2004
106190317,gateways hospital and mental health ctr,7/1/2003,6/30/2004,366,audited,incl. ind. audit,los angeles,11,0925,non-profit,psychiatric,comparable,,(323)644-2000,1891 effie st,los angeles,90026-1711,mara pelsman,ceo,www.gatewayshospital.org,gateways hospital and mental health center,jeff n. brown,hospital management services,0,05-4028,,hsd34028f,55,55,33,0,0,0,0,11405,28,0,0,4,11437,0,0,0,0,620,8,0,0,1,629,0,55,0,0,0,0,0,11437,0,0,0,0,0,629,0,0,0,0,56.8,56.8,18.2,18.2,0,0,0,0,0,0,0,6654,0,0,40753,0,47407,0,47407,0,0,0,0,0,0,0,0,0,0,22393573,7830419,0,14563154,76255,14636905,2504,326034,0,0,0,328538,8044150,6372119,7977304,0,0,0,0,14747975,63393,0,0,2800,14814168,0,0,0,0,2184675,0,0,5394730,0,7579405,0,0,0,0,0,7914882,38542,0,-10463,0,5394730,-5394730,-112542,0,0,0,0,0,0,0,0,9140773,24851,0,5394730,2800,0,0,124392,201642,0,0,1917158,5501559,2612634,0,0,14744,0,2017782,606124,1563730,403174,6592899,3241026,1302181,385315,1074894,634387,117493,434302,132498,37661,684249,4096620,234069,1994550,564051,119201,0,7008491,2526077,349213,294857,3838344,7008491,1312113,1125222,-377461,4430006,1476337,6825388,4830838,55412,7014,0,351261,56404,0,0,198,22,372124,44136,416260,20,0,69205,163422,10570,11933,22479,48357,43250,0,1915,993,78503,150924,41002,232,60173,15800,25490,0,84910,168244,47024,240,68267,18177,29398,0,2004
106270777,george l. mee memorial hospital,10/1/2003,9/30/2004,366,audited,excl. ind. audit,monterey,08,0709,non-profit,general,comparable,small/rural,(831)385-6000,300 canal st,king city,93930-3431,walter beck,ceo,www.meememorial.com,county of southern monterey,brian gianello,hfs consultants,0,05-0189,,zzr00189f,68,68,57,5592,0,1510,12148,0,758,482,0,475,20965,491,0,423,595,0,380,24,0,142,2055,49,0,0,0,19,0,14075,0,0,0,6890,0,1871,0,0,0,184,0,84.2,84.2,10.2,7.5,3,1932,551,10198,6,22939,18457,0,21935,1429,0,4274,79238,8820,61351,0,0,0,4,115517,200107,2381,3295,412,175,82979646,46959429,0,36020217,289112,34799986,1509343,911315,27485,0,0,2393173,13036261,17619101,52324284,9805094,0,6648651,11401199,0,5206299,2572209,0,2817292,38450744,14554205,7900,7959825,8221783,0,9637981,2434538,0,1712670,44528902,17726933,10361,10295877,8872275,0,0,4793480,1454382,3167266,0,15716,0,623139,0,0,0,0,5735480,-2461,3947729,10125964,0,9661423,3361262,0,3190820,0,0,156400,48057,0,0,7363957,7338839,8830761,0,0,0,0,3956606,2195988,3271139,1842696,14356570,6728176,1005399,3337472,3681268,1581684,999362,517237,685152,783172,1124494,10220780,784750,18439081,155802,805895,0,30406308,8199824,126284,12189330,9890870,30406308,3466778,13631619,-9030233,18901490,8273861,28358416,9919335,0,578627,12262410,12841037,651707,0,0,313,78,619495,84077,703572,63,0,75574,62137,77493,24440,61354,222853,1937,42573,0,51134,164548,135641,110133,0,91723,61820,55630,0,183981,154798,127306,0,103760,70777,62950,0,2004
106190323,glendale adventist medical center,1/1/2004,12/31/2004,366,audited,incl. ind. audit,los angeles,11,0909,non-profit,general,comparable,,(818)409-8000,1509 wilson terrace,glendale,91206-4007,scott reiner,ceo,www.glendaleadventist.com,adventist health systems inc.,deana allington,glendale adventist medical center,0,05-0239,hsc30067f,,448,396,396,54277,2235,27647,3215,0,3565,14852,137,1361,107289,6565,417,4090,1041,0,37,400,3716,439,16705,320,60,0,28,40,0,69331,20427,0,6381,11150,0,13893,1543,0,544,725,0,65.40000000000001,74,6.4,6,22,4496,2143,71104,4977,20827,11031,0,52168,65848,176,10095,236226,31550,31296,31624,129043,278,10,418124,326710,2930,4218,1661,650,966745985,762964599,1879463,205660849,3155848,211976372,-3159675,12649564,2932087,0,0,6557802,245717412,89720972,631307601,343633142,20750239,183497102,26835054,0,17368367,123764678,750604,9902011,726501197,74167507,5205861,26293683,20310203,0,18315344,85354087,202356,10395747,240244788,315666527,19845176,181264790,43617394,0,0,25375260,150682886,17318689,0,4418725,0,4775152,0,1879463,0,0,101558824,6036525,26551692,5106201,0,8683181,56154702,1,1569723,0,0,983086,2773989,0,0,48999555,14290793,65410028,412498,337672,0,4290065,29107564,8998083,29009568,11120546,83165436,30470388,3658224,9105238,36370377,25906618,10225713,1857356,3068213,1058393,7090416,81499260,8782640,73515118,33725356,19386366,1342724,218251464,34905671,32600007,75024131,75721655,218251464,31578048,178825045,-141908975,135757441,86834845,227470570,153955452,0,0,78043026,78099131,3075000,18619535,1168121,1638,593,3130536,382689,3513225,407,24,303672,789051,801070,136950,298550,546932,101014,56794,57166,39337,1181005,269088,690191,68323,298352,214152,338922,70503,1327667,300364,783085,68654,326933,240702,382383,83437,2004
106190522,glendale memorial hospital & health ctr,7/1/2003,6/30/2004,366,audited,incl. ind. audit,los angeles,11,0909,non-profit,general,comparable,,(818)502-1900,1420 s. central ave,glendale,91204-2508,catherine m. pelley,president/ceo,glendalememorial.com,catholic healthcare west,jose orozco,glendale memorial hospital finance department,0,05-0058,hsc30058f,zzt30058f,334,334,334,35969,2530,17822,2490,0,946,10370,46,5542,75715,5584,726,3664,890,0,135,2956,12,1480,15447,241,49,0,14,30,0,57646,9356,0,3498,5215,0,13438,956,0,269,784,0,61.9,61.9,4.9,4.8,21,3265,1724,22010,4844,21414,26409,0,1972,27028,6,8732,112415,34895,48039,26138,4051,3493,5,358429,237799,2760,4052,1427,542,753540901,602038994,11924157,163426064,1662554,161121456,3967162,3770389,918756,0,0,6818795,160422785,52145921,540972195,236432526,56503078,153773193,25956058,0,12076884,86764995,48379,4696365,576251478,47745087,13339752,30404810,19332584,0,8347753,48665415,42078,9411944,177289423,209366180,63110392,160996540,41971904,0,0,7638580,100461185,14788447,296,3705470,0,0,10755138,1169019,0,0,72720330,14970648,22948331,3217186,0,12065035,27738855,0,9765679,0,-4566024,12156,836694,9000,0,36519071,11696661,56836053,1775089,1743576,0,0,23273319,4879430,16628956,7769301,62419603,20330171,2035824,8923202,29827660,19939387,7926980,1513505,2603742,1043026,4558356,42895504,0,61164150,5704346,9720463,0,119484463,22128787,0,24797285,72558391,119484463,12293465,99730841,-73448185,55194274,31389520,95853661,34689511,0,0,25551881,25551881,754596,9720463,2004845,1175,414,2396430,272160,2668590,163,0,146648,624060,687014,41554,135124,332740,210381,0,48681,170228,748728,252071,586011,0,420406,157426,231788,0,840015,278654,652754,0,471657,167950,257560,0,2004
106110889,glenn medical center,7/1/2003,6/30/2004,366,audited,incl. ind. audit,glenn,01,0223,non-profit,general,comparable,small/rural,(530)934-1800,1133 west sycamore street,willows,95988-2601,woody laughnan,administrator,,enloe health system,angel magno,glenn medical center,4,05-1306,,hsp30092j,49,15,15,245,0,91,0,15,33,0,0,21,405,97,0,47,0,6,14,0,0,12,176,49,0,0,0,0,0,405,0,0,0,0,0,176,0,0,0,0,0,2.3,7.4,2.3,2.3,0,0,0,6971,0,11829,0,1201,7912,125,0,3054,31092,5679,19450,0,6607,0,0,0,0,0,0,0,0,11145134,5702653,0,5442481,29435,6723074,-1251158,310253,0,0,0,-940905,474086,4475867,6195181,763224,0,288770,0,41702,86791,0,0,97359,1277846,3115083,0,2671912,0,389982,2488434,334000,0,867877,9867288,1908403,0,2224907,0,0,207801,529491,0,588040,0,0,0,244011,0,0,0,0,1969904,0,735775,0,223883,2045734,334000,0,133185,0,1288514,0,0,0,300000,1012353,1956271,1716287,0,0,0,0,741618,482898,698559,115088,2661426,915093,0,1030330,496906,988277,81358,56618,107818,7270,377978,1565109,0,391699,139183,0,0,2095991,1188297,0,118155,789539,2095991,435,2990669,-1633026,15009,1155176,1210373,818674,0,152212,0,152212,34057,0,0,83,16,123139,54001,177140,26,0,6959,21160,15029,7047,11786,44894,9843,2128,4293,0,13886,37051,22071,0,20191,16840,13100,0,27016,52829,28746,0,26168,24705,17676,0,2004
106420483,goleta valley cottage hospital,1/1/2004,12/31/2004,366,audited,incl. ind. audit,santa barbara,10,0807,non-profit,general,comparable,,(805)967-3411,351 s. patterson ave,santa barbara,93111-2403,ronald c. werft,president/ceo ,,goleta valley cottage hospital,wendy kaufmann,cottage health systems,4,05-0357,,zzt30357f,122,88,88,4031,896,5408,3025,36,3058,0,0,342,16796,627,248,95,129,9,857,0,0,60,2025,67,0,0,0,55,0,5959,0,0,0,10837,0,2009,0,0,0,16,0,37.6,52.1,8.300000000000001,3,10,887,387,9483,1750,675,3458,727,22540,0,0,3463,42096,17430,0,0,25422,0,4,146696,62297,1161,996,379,87,108455708,78158389,0,30297319,864683,32923871,-1761869,447265,56861,0,0,-1371465,17372908,5745481,85337319,23566977,7410308,11853476,9542628,662480,22625100,0,0,1235742,76896711,8032094,1316051,476634,2446319,529452,16487826,0,0,2270621,31558997,24279179,6374459,9419077,9156807,0,907668,22968274,0,1141060,0,832309,0,3079556,0,0,0,0,5847699,1945340,2336469,2273573,237931,14313117,0,0,3343190,0,0,278785,22693,0,0,7779002,2008931,14908224,0,0,0,0,3927359,874537,2464183,961635,11686140,5027546,608945,3126762,6199052,3787361,946510,371684,207886,78324,883661,6429124,78250,4809043,170204,488589,0,11975210,7914219,0,1649536,2411455,11975210,1091438,12831891,-8738405,13367953,7862239,22250147,17441104,0,1890,0,1664656,15120,957,4321614,239,99,492078,48013,540091,121,0,39550,89478,100542,33587,72209,60013,49918,5639,41142,0,185391,41873,163774,0,66756,14704,19580,0,204288,45345,181185,0,72501,15368,21404,0,2004
106190392,good samaritan hospital - la,9/1/2003,8/31/2004,366,audited,incl. ind. audit,los angeles,11,0925,non-profit,general,comparable,,(213)977-2121,1225 wilshire boulevard,los angeles,90017-1901,andrew leeka,president/ceo ,www.goodsam.org,good samaritan hospital,rainbow jung,good samaritan hospital,0,05-0471,hsc30471f,zzt30471f,408,361,361,43575,2457,12463,1878,0,2972,23820,895,2032,90092,6310,483,2515,445,0,309,5613,146,609,16430,357,0,0,23,28,0,76062,0,0,4754,9276,0,15142,0,0,370,918,0,60.3,68.2,5.5,5.2,17,5934,2925,33184,491,2923,1038,0,1031,12121,52,3110,53950,26338,2008,7505,18363,91,18,625545,324020,3993,4200,2287,1033,744936566,557871623,0,187064943,1588584,210426037,-21772510,15557397,566877,0,0,-6781990,172033817,21741955,551160794,290729116,19006235,75751136,14770400,0,20394743,184591720,4362937,16572360,626178647,35107386,2199178,12160289,4731317,0,4126496,46644680,237558,13551015,118757919,227025166,15262091,72881465,14686873,0,0,18217133,164220818,15116166,0,5781498,0,24680413,0,0,0,0,89976097,5349359,12193601,4243266,0,5595139,60624522,906823,8176136,0,446105,8049736,4893722,0,0,46436131,7266576,80172578,900595,0,1788783,712889,26662961,6959364,19796033,19730127,78919099,18226086,5036468,3684360,47084269,33956911,9277135,1935738,2430186,5624238,4251547,56756740,32579494,72909993,6542750,34832839,0,203621816,89630063,0,77233304,36758449,203621816,1132567,30492774,-6233000,107926125,165959647,288416794,215506801,0,0,75709020,77233304,0,15693692,0,1333,483,2439931,341103,2781034,666,91,231979,690759,729218,54683,223399,365791,64878,79224,0,0,867572,106900,736374,34470,312970,135303,228457,17885,1006394,123758,830038,38137,351131,153985,257796,19795,2004
106430779,good samaritan hospital - san jose,1/1/2004,12/31/2004,366,audited,incl. ind. audit,santa clara,07,0431,investor,general,comparable,,(408)559-2185,2425 samaritan dr,san jose,95124,william piche,ceo,,hca,william a. fretwell,hospital management services,0,05-0380,hsc00380g,,392,273,215,24978,2968,2732,891,0,3019,41731,122,520,76961,4197,677,436,169,0,357,11325,26,191,17378,325,21,0,0,46,0,65292,5364,0,0,6305,0,16116,788,0,0,474,0,53.6,77,4.4,4.2,38,6262,2616,15129,1386,1436,2642,0,2380,61646,303,2994,87916,39207,25921,0,24329,0,13,655963,453562,4710,5624,2041,1127,996104098,710137737,0,285966361,2793475,267038273,21721563,1396606,399442,0,0,22718727,184923962,48226188,762953948,206267331,30533072,18780921,6828116,0,26821969,449575715,1254923,5593146,745655193,58543375,6753496,2848972,3688962,0,7769101,166074158,552825,4218016,250448905,214908528,21845898,16889404,8166032,0,0,27048545,410382795,4558352,0,1640141,0,4698042,0,0,0,0,49866036,15437125,4427056,1984749,0,7372886,201760417,103532,5014560,0,-7553068,0,277066,0,0,63487387,12142755,98419065,0,0,0,0,29533562,9659182,40123169,13673153,84943847,45990602,4434573,19653214,49753852,34177346,7545120,3529606,2133234,5924451,8952428,56909613,0,84331745,1673275,0,23476183,166390816,28442574,204766,65460490,72282986,166390816,58701,61999702,-12584961,66673838,57465193,137820929,53489184,0,0,0,65460490,0,0,65460490,1210,494,2375694,341903,2717597,756,0,136901,560750,820529,6830,203123,311871,141307,0,111131,83252,861446,145107,760346,0,351261,20962,236572,0,994178,167303,874601,0,392777,23931,264807,0,2004
106150775,good samaritan hospital-bakersfield,1/1/2004,12/31/2004,366,audited,excl. ind. audit,kern,09,0617,investor,general,comparable,,(805)399-4661,901 olive drive,bakersfield,93308-4137,david huff,administrator,,alliance investment hc inc.,jennifer floyd,clark koortbojian & associates inc.,0,05-0257,hsc30257g,zzt30257g,64,64,34,5750,12,4498,991,0,468,0,0,169,11888,909,2,1014,314,0,96,0,0,49,2384,43,21,0,0,0,0,7712,4176,0,0,0,0,1837,547,0,0,0,0,50.8,50.8,5,5,0,0,0,23299,7,2387,1641,0,2951,0,0,700,30985,0,11451,0,14400,0,2,23631,25388,155,244,0,0,34333069,19692834,0,14640235,54533,16568458,-1873690,17093,0,0,-2879670,1023073,12944400,6244392,15144277,10980126,22576,10210441,2388286,0,1026809,0,0,670916,25299154,5519420,1210,1134404,811264,0,1114723,0,0,452894,9033915,11024813,12476,7146952,1796018,-2990023,0,1456654,0,701666,0,275366,0,268912,0,0,0,0,5474733,11310,6955648,1360434,0,684878,0,0,153232,0,0,0,17093,0,0,3673090,1351714,2995402,0,0,0,0,2119779,580945,4649919,1197609,6230533,1284659,674890,2778578,1700710,1051443,235190,526086,215407,652752,1218210,7917698,0,1870002,0,0,0,9787700,4602509,1694709,17323576,-13833094,9787700,278329,5747686,-3946489,778124,2446163,3224287,1354285,0,668079,0,19619970,2296394,0,7756662,169,50,323665,34752,358417,169,0,39767,63029,48014,6157,50793,60937,43659,5702,5607,0,114805,22181,46023,0,65247,29069,46340,0,127730,24139,50818,0,72450,32572,50708,0,2004
106190352,greater el monte community hospital,1/1/2004,10/31/2004,305,audited,excl. ind. audit,los angeles,11,0913,investor,general,comparable,,(626)579-7777,1701 santa anita avenue,south el monte,91733-3482,sandra m. chester,ceo,www.greaterelmonte.com,tenet healthcare corporation,trina k. thorson,tenet healthcare corporation,0,05-0615,hsc30615h,,117,117,117,5786,563,10167,1772,0,83,2739,658,338,22106,641,105,1217,609,0,14,715,131,160,3592,104,0,0,0,13,0,18276,0,0,0,3830,0,3578,0,0,0,14,0,61.9,61.9,6.2,5.1,4,1889,931,2213,251,5031,4655,0,490,2136,1211,2341,18328,14477,0,0,5373,0,3,33337,27065,689,741,659,278,208435256,180313971,1269487,29390772,55131,34846141,-5400238,420659,51181,0,0,-5030760,39216970,9618854,159599432,51900276,5601925,62167253,13246348,0,724709,27925007,5214626,3860468,170640612,5629055,778818,9602322,8717226,0,932140,5092441,1144910,5897732,37794644,48498479,5340417,57180985,18989266,-5541289,0,906347,31923744,7110800,0,13455225,0,2449997,0,1269487,0,0,9030852,1040326,14415314,2862671,0,750502,1093704,0,197403,0,1379757,0,0,0,0,9799622,1915387,9977362,0,0,0,0,4396532,2542626,5053669,1160943,12413338,4078458,881871,4778510,3817555,5823557,808149,322784,893625,2611,1025683,16406699,0,13062538,940776,296858,1033910,31740781,3638450,0,362,28101969,31740781,0,26988257,-22421364,15241152,9735004,26509743,13447205,0,0,0,362,0,5551442,0,337,144,590817,62413,653230,191,0,44089,97050,167761,34948,46869,97125,35168,848,61776,5183,248013,34287,130802,0,75578,43632,58505,0,274658,37477,144181,0,82868,49148,64898,0,2004
106160725,hanford community hospital,1/1/2004,12/31/2004,366,audited,incl. ind. audit,kings,09,0615,non-profit,general,comparable,small/rural,(559)582-9000,450 greenfield ave,hanford,93230-3513,richard rawson,president,www.hanfordhealth.com,adventist health systems inc.,jeff n. brown,hospital management services,0,05-0121,,zzt30121f,64,62,50,10207,0,2584,40,889,278,3492,105,59,17654,2116,0,520,11,195,78,1065,30,18,4033,64,0,0,0,0,0,17654,0,0,0,0,0,4033,0,0,0,0,0,75.40000000000001,77.8,4.4,4.4,0,0,0,60181,0,14326,1069,2116,7838,64393,1114,2258,153295,22597,51358,23050,52121,0,9,186325,236840,1583,3469,0,0,296833043,232295294,476361,65014110,478403,65472237,20276,1866972,1645279,0,0,241969,48177029,45514009,203142005,83024329,0,23095354,336649,7142967,2533549,33319911,895252,510367,150858378,46587989,0,19100547,2703035,4328050,7713491,61539525,1332369,2669659,145974665,107043345,0,33763032,2753543,0,10016861,7324996,64724392,2268486,0,4026822,0,373817,0,0,0,476361,22568973,0,6685780,234029,1454156,2922044,30611405,0,537723,0,0,84113,706285,0,0,8886501,14189895,20535356,0,0,0,0,7115866,3499875,8830398,2414346,26676810,11575478,2742399,1650131,7999238,6083973,3691825,1314207,531859,785355,2420962,9222161,1181836,26377343,8029876,13457948,466830,58735994,18276412,0,39839172,620410,58735994,498895,31124189,-26012012,38746130,19121890,60233660,33856317,0,3281035,36922814,41915330,2076158,1271218,296473,594,187,1127898,120657,1248555,96,0,73806,237409,239388,30746,119754,330914,86191,0,3197,6493,201081,289273,264498,0,153102,119717,100227,0,219292,319828,292617,0,168184,135434,113200,0,2004
106350784,hazel hawkins memorial hospital,7/1/2003,6/30/2004,366,audited,incl. ind. audit,san benito,08,0701,district,general,comparable,small/rural,(831)637-5711,911 sunset drive,hollister,95023-5602,ken underwood,ceo,www.hazelhawkins.com,san benito health care district,karen gambetta,san benito health care district,0,05-0296,,zzr00296f,176,154,131,10272,26,27789,0,218,1175,1224,28,5815,46547,975,7,714,0,71,454,499,13,85,2818,49,0,0,0,127,0,7481,0,0,0,39066,0,2551,0,0,0,267,0,72.3,82.59999999999999,16.5,2.9,10,1017,555,20763,21,19383,0,3119,17805,20327,1097,3474,85989,15060,13875,5500,50401,0,3,84784,84513,914,2508,377,184,104401212,52558573,0,51842639,916390,52523069,235960,1856344,54354,0,0,2037950,25256998,6943637,72200577,20278665,123322,15853891,0,1175458,6282079,7508933,181722,1798384,53202454,13112980,26994,7280307,0,1731968,12722431,14201654,509527,1612897,51198758,21906629,101290,10096096,0,0,1916977,4290624,10203298,2956548,0,38019,0,1049092,0,0,0,0,11245378,48081,12802851,0,960907,14151409,10808827,153270,1671916,0,0,755420,-183808,1104328,0,11682620,5659339,15739603,0,0,0,0,8869661,2660423,5407185,2504238,19220658,11014968,2481471,2779340,6431748,5148467,2102108,548046,204255,964747,1627261,16499720,17585526,24867676,911299,0,1130904,60995125,7209466,0,24014494,29771165,60995125,4043036,16296169,-9237000,28724729,11435571,42222361,17354685,0,3485835,21570000,25055835,1041341,0,0,399,136,777381,99820,877201,41,0,71079,101455,131790,32445,119798,166157,93023,16955,37133,7546,243111,79249,168569,0,159888,65090,61474,0,275220,88594,190513,0,177383,74217,71274,0,2004
