fac_no,fac_name,beg_date,end_date,day_per,data_ind,audit_ind,county,hsa,hfpa,type_cntrl,type_care,type_hosp,teach_rurl,phone,address,city,zip_code,ceo,ceo_title,web_site,owner,rpt_prep,org_name,er_desig,mcar_pro,mcal_pro,reg_mcal,bed_lic,bed_avl,bed_stf,day_mcar_tr,day_mcar_mc,day_mcal_tr,day_mcal_mc,day_cnty,day_thrd_tr,day_thrd_mc,day_oth_ind,day_oth,day_tot,dis_mcar_tr,dis_mcar_mc,dis_mcal_tr,dis_mcal_mc,dis_cnty,dis_thrd_tr,dis_thrd_mc,dis_oth_ind,dis_oth,dis_tot,bed_acute,bed_psych,bed_chem,bed_rehab,bed_ltc,bed_resdnt,day_acute,day_psych,day_chem,day_rehab,day_ltc,day_resdnt,dis_acute,dis_psych,dis_chem,dis_rehab,dis_ltc,dis_resdnt,occ_lic,occ_avl,alos_all,alos_exltc,bas_nursry,day_nursry,dis_nursry,vis_mcar_tr,vis_mcar_mc,vis_mcal_tr,vis_mcal_mc,vis_cnty,vis_thrd_tr,vis_thrd_mc,vis_oth_ind,vis_oth,vis_tot,vis_er,vis_clin,vis_home,vis_ref_op,day_pips,op_room,op_min_ip,op_min_op,surg_ip,surg_op,nat_births,c_sections,gr_pt_rev,ded_fr_rev,tot_cap_rev,net_pt_rev,oth_op_rev,tot_op_exp,net_frm_op,nonop_rev,nonop_exp,inc_tax,ext_item,net_income,gr_rev_dly,gr_rev_amb,gr_rev_anc,gr_ip_mcar_tr,gr_ip_mcar_mc,gr_ip_mcal_tr,gr_ip_mcal_mc,gr_ip_cnty,gr_ip_thrd_tr,gr_ip_thrd_mc,gr_ip_oth_ind,gr_ip_oth,gr_ip_tot,gr_op_mcar_tr,gr_op_mcar_mc,gr_op_mcal_tr,gr_op_mcal_mc,gr_op_cnty,gr_op_thrd_tr,gr_op_thrd_mc,gr_op_oth_ind,gr_op_oth,gr_op_tot,c_adj_mcar_tr,c_adj_mcar_mc,c_adj_mcal_tr,c_adj_mcal_mc,disp_855,c_adj_cnty,c_adj_thrd_tr,c_adj_thrd_mc,bad_debt,char_hb,char_oth,sub_indgnt,ded_oth,cap_rev_mcar,cap_rev_mcal,cap_rev_cnty,cap_rev_thrd,netrv_mcar_tr,netrv_mcar_mc,netrv_mcal_tr,netrv_mcal_mc,netrv_cnty,netrv_thrd_tr,netrv_thrd_mc,netrv_oth_ind,netrv_oth,disp_trnfr,inter_tfr,contribtns,inc_invest,dist_rev,cnty_appro,exp_dly,exp_amb,exp_anc,exp_pip,exp_pop,exp_res,exp_ed,exp_gen,exp_fisc,exp_adm,exp_unassg,exp_sal,exp_ben,exp_phys,exp_othpro,exp_supp,exp_purch,exp_depre,exp_leases,exp_insur,exp_intrst,exp_oth,cur_asst,asst_limtd,net_ppe,const_prog,inv_oth,intan_asst,tot_asst,cur_liab,def_cred,net_ltdebt,equity,liab_eq,cash,accts_rec,allow_uncoll,bldgs,equipment,tot_ppe,acc_depre,mort_pay,cap_lease,bond_pay,tot_ltdebt,cur_mat,inter_rec,inter_pay,hosp_fte,nurs_fte,prod_hrs,non_prd_hr,paid_hrs,med_staff,stdnt_fte,prd_hr_mgt,prd_hr_tch,prd_hr_rn,prd_hr_lvn,prd_hr_aid,prd_hr_clr,prd_hr_env,prd_hr_oth,cnt_hr_rn,cnt_hr_oth,prd_hr_dly,prd_hr_amb,prd_hr_anc,prd_hr_ed,prd_hr_gen,prd_hr_fis,prd_hr_adm,prd_hr_non,pd_hr_dly,pd_hr_amb,pd_hr_anc,pd_hr_ed,pd_hr_gen,pd_hr_fis,pd_hr_adm,pd_hr_no,year
106100717,community regional med ctr-fresno,9/1/2004,8/31/2005,365,audited,incl. ind. audit,fresno,09,0605,non-profit,general,comparable,,(559)459-6000,fresno and r streets,fresno,93715,tim a. joslin,ceo,www.communitymedical.org,community medical centers,lee lenox,government reimbursement,1,05-0060,hsc00060f,zzr00060f,794,632,632,50777,2722,64431,16796,8851,7983,19672,1336,2480,175048,7313,397,10843,3758,1961,1786,4839,837,1551,33285,643,61,0,32,58,0,130056,16981,0,9474,18537,0,29480,2910,0,731,164,0,60.4,75.90000000000001,5.3,4.7,70,18111,7760,135515,7311,173937,45011,23367,21431,53307,3748,6960,470587,97249,141304,51426,140514,0,18,841920,508500,6617,6051,5560,2246,1204424181,773121536,1561372,432864017,18311521,479489807,-28314269,8336987,126320,0,0,-20103602,186926445,135363354,882134382,249336843,14654230,261392264,81725867,42187669,32157056,123227015,7789685,14466557,826937186,103594588,6124194,69116455,51733735,30972849,15785103,75533102,7880629,16746340,377486995,236829866,13943081,237584026,95936560,-41927815,53158669,24004810,99519900,25533447,0,28574435,-177418,141975,104189,581058,0,876125,105632638,6567608,115756845,30993686,20179267,20681606,89488727,14565955,28997685,0,1029527,0,8219672,0,0,90446075,39920426,173511316,0,1875284,0,21263149,46898231,5300807,74906002,25368517,182603891,45680775,29585085,14359504,78767992,83962295,16024973,5406102,4013160,8734382,10351648,225613869,82728622,242383630,23363672,8628646,77651871,660370310,104165476,0,193890925,362313909,660370310,33450580,159159951,-100096898,202067862,144903610,359169065,116785435,0,0,197757437,197757437,3866512,87748940,7287384,3615,1260,6736669,969773,7706442,898,128,236437,1579083,1540980,283036,795811,1229500,439925,445569,34821,151507,2019937,851812,2096335,30461,1160437,229027,348660,0,2328134,974616,2416119,34252,1288639,256763,407919,0,2005
106374094,continental rehab hosp for san diego,1/1/2005,12/31/2005,365,audited,excl. ind. audit,san diego,14,1418,investor,specialty,comparable,,(619)260-8300,555 washington street,san diego,92103-2289,greg davis,ceo,,sun healthcare group inc,leslie pagett,sun healthcare group inc,0,05-2044,,hsp33035f,110,110,110,17505,0,0,0,0,3212,0,0,0,20717,694,0,0,0,0,120,0,0,0,814,0,0,0,110,0,0,0,0,0,20717,0,0,0,0,0,814,0,0,51.6,51.6,25.5,25.5,0,0,0,6610,0,0,0,0,2053,0,0,0,8663,0,8663,0,0,0,0,0,0,0,0,0,0,52984197,28836444,0,24147753,116034,24854589,-590802,91237,0,0,0,-499565,26936330,874031,25173836,43344214,0,0,0,0,8765952,0,0,0,52110166,666900,0,0,0,0,207131,0,0,0,874031,23213600,0,0,0,0,0,5498852,0,123992,0,0,0,0,0,0,0,0,20673522,0,0,0,0,3474231,0,0,0,0,-193478,0,0,0,0,6925742,346553,5721231,0,0,0,0,4427425,693147,3204898,3535593,7889834,2021470,0,4468572,2343280,2693216,64437,3493899,362167,175,1517539,3704723,0,431841,0,0,0,4136564,5477859,0,0,-1341295,4136564,107407,3649200,-292487,0,297201,595673,163832,0,0,0,0,0,0,3100842,163,52,355240,113996,469236,0,0,49996,13783,44185,19223,45540,21984,30584,0,63976,65969,170466,8668,67495,0,48464,17535,42612,0,227807,8971,76930,0,71572,22461,61495,0,2005
106070924,contra costa regional medical ctr,7/1/2004,6/30/2005,365,audited,excl. ind. audit,contra costa,05,0411,city/county,general,comparable,,(925)370-5063,2500 alhambra avenue,martinez,94553-3156,william walker  m.d.,director,http://www.cchealth.org/cchealthpages/pages/medical_center/,county of contra costa,cristina fernandez,contra costa regional medical center,0,05-0276,hsc00276f,,166,166,122,9434,1048,20416,3513,6848,1630,1665,0,112,44666,1299,233,4217,1183,1927,435,479,0,36,9809,123,43,0,0,0,0,31569,13097,0,0,0,0,8542,1267,0,0,0,0,73.7,73.7,4.6,4.6,12,3459,1794,50302,12399,133626,92398,85361,9946,45068,0,3276,432376,59190,365276,0,10011,0,4,272610,176550,2164,2063,1596,484,404382082,166836994,0,237545088,10596336,281656271,-33514847,85589972,8884573,0,0,43190552,101736076,74705107,227940899,37069260,5084085,85046126,19104407,31744363,8344473,9324064,0,542903,196259681,28295476,5782389,58866256,33595036,52564180,7385680,20438067,0,1195317,208122401,38475221,3708057,12460915,37199306,-31399628,84308543,8492961,13940609,119449,0,0,-468439,0,0,0,0,0,26889515,7158417,162851095,15500137,468439,7237192,15821522,0,1618771,39737685,0,24287,1017493,0,84548192,48565101,70765672,55689727,0,0,0,3311356,49678959,18482217,20472431,14690808,131494289,58502447,12533998,6880122,28636778,14772895,7815916,3539471,0,9487692,7992663,77665920,0,147280489,0,11775095,12225798,248947302,44709453,28846425,147457694,27933730,248947302,49397125,167809956,-150554216,171971751,34369091,206766963,59486474,0,1201050,150885000,152142694,4685000,1062303,8500962,1898,498,3332338,657045,3989383,410,35,212854,607493,667492,209616,158535,796325,269252,370029,40611,131,578690,906144,440650,70715,636254,380586,319299,0,683392,1054781,513442,147610,751898,459006,379254,0,2005
106160702,corcoran district hospital,7/1/2004,6/30/2005,365,audited,excl. ind. audit,kings,09,0615,district,general,comparable,small/rural,(530)992-5051,1310 hanna ave,corcoran,93212,evan rayner,administrator,,corcoran hospital district,maurice d. vermillion jr.,hfs consultants,0,05-0349,,zzt30349f,32,32,32,2122,0,2013,0,200,224,0,0,70,4629,256,0,158,0,73,78,0,0,31,596,24,0,0,0,8,0,1542,0,0,0,3087,0,532,0,0,0,64,0,39.6,39.6,7.8,2.9,0,0,0,8217,0,17668,0,3023,4566,0,0,3849,37323,10696,18075,0,8839,0,1,5872,48256,46,666,0,0,16124783,6121460,0,10003323,59813,9401466,661670,352603,766737,0,0,247536,1675243,3451701,10997839,2587028,0,1439067,0,146626,709173,0,0,157120,5039014,2231191,0,3147880,0,609352,4482113,0,0,615233,11085769,1935774,0,1539159,0,0,502672,1905785,0,238070,0,0,0,0,0,0,0,0,2882445,0,3047788,0,253306,3285501,0,0,534283,0,0,77748,21908,209047,0,1398466,1888681,2651997,0,0,0,0,1305078,737044,1173857,246343,3034800,1633532,1692000,510342,1092015,566291,128849,116831,31889,119868,475049,3939658,0,971824,24114,230571,252000,5418167,2855612,0,1633413,929142,5418167,722701,4270424,-1231768,2057799,817186,3005478,2033654,0,0,885000,1688413,55000,0,0,96,34,173614,29034,202648,13,0,16183,11575,15279,18573,37533,41780,19041,11401,0,2249,40853,25580,31390,0,36324,20918,18549,0,49580,30427,36420,0,41697,24266,20258,0,2005
106331152,corona regional medical center - main,1/1/2005,12/31/2005,365,audited,excl. ind. audit,riverside,12,1111,non-profit,general,comparable,,(909)737-4343,800 south main street,corona,91720,john calderone,ceo,,universal health services inc,jeffrey n. brown,hospital management services,0,05-0329,hsc30329h,,216,216,139,22839,3376,11588,1307,802,0,10638,0,629,51179,3348,676,2045,490,183,0,2781,0,149,9672,136,40,0,10,30,0,32267,7617,0,2594,8701,0,8847,459,0,186,180,0,64.90000000000001,64.90000000000001,5.3,3.9,12,3664,2064,79920,9852,12769,4430,816,0,34997,0,13600,156384,39589,10808,12747,29087,0,6,279599,679982,3662,10599,1486,579,389555510,287447714,0,102107796,710045,110167372,-7349531,92648,309998,0,0,-7566881,62191200,44663999,282700311,95725361,19193182,44605557,8045577,2181506,0,68729828,0,6172699,244653710,36558509,16107848,11530751,7248531,727168,0,57189909,0,15539084,144901800,94352186,14103467,47875313,5740147,0,2664674,0,96161216,13750467,0,244000,0,12556244,0,0,0,0,33227684,19942563,6264995,9009961,0,0,25280521,0,8382072,0,0,0,0,0,0,23809908,10457957,24352146,0,0,0,0,17954526,4501336,11712492,17379007,41288808,11741624,482673,4251782,11770158,16407853,3642587,1813059,2568218,12784849,3415761,26122905,0,39150569,620240,0,40673826,106567540,8876908,0,1199302,96491330,106567540,0,45227738,-23288979,19092677,13480617,43612292,4461723,0,0,0,1608456,409154,0,0,885,228,1634449,316414,1950863,303,0,191475,310693,329678,82717,61548,351683,197559,0,100961,8135,510251,194263,346089,0,286234,145473,152139,0,674489,266111,373936,0,310211,158848,167268,0,2005
106390846,dameron hospital,1/1/2005,12/31/2005,365,audited,incl. ind. audit,san joaquin,06,0507,non-profit,general,comparable,,(209)944-5550,525 west acacia st,stockton,95203-2405,christopher arismendi  m.d.,administrator,www.dameronhospital.org,dameron hospital association,lorraine travis-brown,dameron hospital association,0,05-0122,hsc00122f,,188,188,188,13417,11237,4233,3746,0,600,18000,210,799,52242,2345,2602,892,1167,0,177,5486,55,211,12935,188,0,0,0,0,0,52242,0,0,0,0,0,12935,0,0,0,0,0,76.09999999999999,76.09999999999999,4,4,24,4511,2287,11647,4575,5480,9258,0,2672,35676,1880,7130,78318,31316,2557,5308,45000,0,11,516240,172095,4269,2092,2015,651,591288160,467964040,0,123324120,1331001,126417153,-1762032,4731232,2803758,0,0,165442,167946778,32570101,390771281,134075068,101998726,31053376,23465871,0,6200557,171701795,1828188,6936462,477260043,24894106,7922078,8003602,11287236,0,5195387,50286889,418909,6019910,114028117,136604234,84039417,33929503,28824009,0,0,4705797,150941328,9726546,0,2247098,0,16946108,0,0,0,0,19586752,24367378,3736298,5334990,0,6455096,54398353,-1,9445254,0,0,0,1779870,0,0,34933510,5398748,49398992,0,0,0,0,17643516,3997122,9941508,5103757,48007392,20565143,0,13024857,25248765,8826800,4536968,2124051,1875181,1125615,1082381,53548929,5518,27259791,14237869,45590249,302654,140945010,16171817,3254132,27619522,93899539,140945010,11062311,70121411,-43873936,41008221,42742940,88804172,61544381,0,0,29289567,29289567,1670045,0,0,1020,328,1962035,285723,2247758,478,0,245522,244890,409845,123113,149436,311952,202793,149042,115190,10252,691039,101939,517801,0,375882,136402,126239,12733,790263,114038,596604,0,428065,158965,145109,14714,2005
106190232,del amo hospital,1/1/2005,12/31/2005,365,audited,excl. ind. audit,los angeles,11,0931,investor,psychiatric,comparable,,(310)530-1151,23700 camino del sol,torrance,90505-5017,lisa montes,managing director,www.delamohospital.com,universal health systems inc.,jeffrey n. brown,hospital management services,0,05-4053,,zzt34053t,166,166,95,15554,434,3909,678,0,1941,10298,16,1254,34084,913,51,499,103,0,220,1112,0,126,3024,0,166,0,0,0,0,0,34084,0,0,0,0,0,3024,0,0,0,0,56.3,56.3,11.3,11.3,0,0,0,14341,0,0,0,0,433,1864,424,0,17062,0,0,0,10390,0,0,0,0,0,0,0,0,57327122,36353958,0,20973164,36611,18152487,2857288,37674,31364,0,0,2863598,40099375,3097138,14130609,24636923,619458,6344183,1104203,0,3005445,16416319,25412,2078041,54229984,2603180,0,0,0,0,78636,338447,76875,0,3097138,17460406,459982,4233640,732650,0,0,1092484,9528502,673195,0,306380,0,1866719,0,0,0,0,9175075,159476,1995704,371553,0,1585525,6791034,0,894797,0,-492293,0,2501,0,0,6636585,655165,2698064,0,0,0,0,2622794,1236399,3130910,1172570,8837848,3216046,786834,79453,1295097,2104995,295697,67949,147120,593484,727964,3321728,0,3020554,0,7844425,0,14186707,1254132,0,0,12932575,14186707,203889,4401521,-1451742,0,750573,6713496,3692942,0,0,0,0,0,6817087,0,196,109,371630,36791,408421,35,0,42987,50790,57052,40001,128981,24138,27681,0,0,0,198799,9894,44655,0,44471,29365,44446,0,218863,11180,49227,0,48188,32184,48779,0,2005
106150706,delano regional medical center,1/1/2005,12/31/2005,365,audited,excl. ind. audit,kern,09,0617,non-profit,general,comparable,,(661)725-4800,1401 garces highway,delano,93215,allan komarek  phd,ceo,www.drmc.com,central california foundation for health,daniel pelayo,toyon associates  inc.,0,05-0608,hsc30608g,zzt60608g,156,156,100,7055,617,20484,1402,342,5224,282,0,792,36198,1203,128,1147,528,66,493,80,0,221,3866,111,0,0,0,45,0,16828,0,0,0,19370,0,3851,0,0,0,15,0,63.6,63.6,9.4,4.4,16,1703,903,7285,706,27139,12255,447,9199,1678,0,5515,64224,22967,22318,0,14461,0,4,179192,137081,8189,6546,902,229,134343100,82462912,0,51880188,393954,49788335,2485807,1507946,7363,0,0,3986390,29771234,7426639,97145227,28320569,2414668,41883687,5261682,1540393,16616542,1332105,0,3970705,101340351,6351589,777423,8640881,7735586,244743,5275022,1362584,0,2614921,33002749,21991361,2023622,31903275,8188280,-4223703,1200648,13513235,1663379,2578573,0,3480118,0,144124,0,0,0,0,11985108,1168469,22844996,4808988,584488,5703022,1031310,0,3753807,0,33349,0,1190216,0,0,11787567,3267402,15340470,0,0,0,0,6686782,1841136,5690704,5174274,17615278,5400311,2361194,5947946,7166622,2591859,3319728,879043,562769,2329838,1613747,35549240,3898423,35262713,2953196,677941,0,78341513,8407258,0,39497789,30436466,78341513,2367419,24620897,-17131470,42407637,16350208,61204936,25942223,0,0,40591314,40591314,1093525,0,0,463,172,888862,90753,979615,69,0,59180,168072,98913,87581,171094,186377,96623,3699,17323,0,319046,56902,187240,0,171198,68308,86168,0,348114,61717,208151,0,189449,74920,97264,0,2005
106331164,desert regional medical center,1/1/2005,12/31/2005,365,audited,excl. ind. audit,riverside,12,1105,investor,general,comparable,,(760)323-6511,1150 n. indian drive,palm springs,92262,barry dykes,ceo,www.desertmedctr.com,tenet healthcare corporation,remedios h. maglaya,tenet healthcare corporation,2,05-0243,hsc30243h,zzt30243h,394,362,261,34225,9476,22667,3431,177,2530,19229,2053,1859,95647,5081,2882,3558,1044,30,416,5132,357,448,18948,321,27,0,12,34,0,77104,4726,0,4199,9618,0,16998,859,0,263,828,0,66.5,72.40000000000001,5,4.7,0,0,0,60214,24495,17222,12574,523,7101,69647,523,14064,206363,51273,21618,4008,124800,0,10,573070,342344,5995,5475,2237,1203,1545022801,1281004464,3421472,267439809,1192304,251263860,17368253,3940160,1466231,0,0,19842182,322649127,68184486,1154189188,392667888,170888946,264606303,35890898,650005,35543820,273287640,27440845,27603284,1228579629,105962228,29197695,24929538,17840818,339474,11609742,97889870,1592896,27080911,316443172,436828285,167191962,262169659,50855990,0,553071,28897905,253434418,22715532,0,29632617,0,28725025,0,3421472,0,0,61666361,32768920,26657703,6253080,436408,15755621,98063622,0,25838094,0,0,0,0,0,0,42529951,12440662,101925092,0,0,0,67804,30545447,15873385,37940140,9941379,85163157,31354773,5686233,4137725,46291043,55383860,6948848,2227954,4583133,0,9487134,313325089,0,88393824,692789,2482697,12147792,417042191,24633278,0,0,392408913,417042191,0,144062935,-94952513,82183849,51356067,139680824,51287000,0,0,0,0,0,256948365,0,1616,664,3014420,375321,3389741,311,2,179237,710368,996493,73285,310486,651886,36785,26690,16695,12495,1058997,261856,904553,0,287003,254994,247017,0,1186284,292013,1024045,0,319080,284187,284132,0,2005
106364144,desert valley hospital,1/1/2005,12/31/2005,365,audited,incl. ind. audit,san bernardino,12,1211,investor,general,comparable,,(760)241-8000,16850 bear valley road,victorville,92392-5794,lex reddy,ceo,http://dvmc.com,dr. prem n. reddy,derek f. petrak,petrak & associates  inc.,0,05-0709,,hsp30709f,83,83,83,9337,5815,3204,801,163,491,3981,588,199,24579,2503,1606,790,243,36,164,1336,173,68,6919,83,0,0,0,0,0,24579,0,0,0,0,0,6919,0,0,0,0,0,81.09999999999999,81.09999999999999,3.6,3.6,0,0,0,5589,4943,4688,5196,17,1446,11265,7042,2158,42344,30751,0,0,12029,0,4,354581,113371,4004,4286,453,136,328441422,257054092,11138172,82525502,233847,73214855,9544494,717625,776860,-1491,0,9486750,59857923,37437002,231146497,99496501,50474237,21519092,9175533,1699268,5832433,39919209,11681523,4709978,244507774,22618809,11793747,6797002,6138005,59747,2640472,21105129,9578253,3202484,83933648,93735795,59616064,21886355,8877616,0,1592228,3867037,35168377,16801375,0,10538545,0,4970700,11138172,0,0,0,28165572,11138172,5764429,6315878,76662,3250223,18711080,6424302,2679184,0,0,0,5425,0,0,12297540,4264125,20289548,0,0,0,0,6135274,4362123,18206039,7660206,26810748,5033585,303170,5110326,12213697,12117300,904179,4014213,3576823,288542,2842272,19110126,0,7702245,465807,74803,0,27352981,21416205,0,5821529,115247,27352981,2426342,56316953,-46088662,295231,18099182,19194268,11492023,0,6018473,0,7116473,1294944,74803,7240514,534,172,1085263,88784,1174047,86,0,82433,259920,233348,60090,64383,321710,143,0,63236,0,352579,140367,299785,0,127360,74444,90728,0,381379,149686,326540,0,138637,80119,97686,0,2005
106361166,doctors' hosp med ctr of montclair,7/1/2004,6/30/2005,365,audited,excl. ind. audit,san bernardino,12,1207,investor,general,comparable,,(909)625-5411,5000 san bernardino street,montclair,91763-2326,david chu,ceo,,doctors hospital of montclair llp,nancy padfield,hospital management services,0,05-0584,hsc30584i,zzt30584i,102,102,62,5805,3021,5842,2409,207,379,2718,217,1138,21736,1135,900,1420,864,71,127,1037,52,319,5925,102,0,0,0,0,0,21736,0,0,0,0,0,5925,0,0,0,0,0,58.4,58.4,3.7,3.7,20,2436,1033,4007,2976,6256,8210,0,1496,22873,1127,2482,49427,18509,7003,0,22990,0,3,122795,162930,1634,3682,763,270,172993850,145600021,8911278,36305107,214908,39540263,-3020248,444023,234027,800,0,-2811052,39665623,13886248,119441979,32905876,19073004,31588109,7378822,1262204,3216990,18376469,1365187,7147577,122314238,4355625,4145835,6064299,6038058,0,1606622,25952252,949129,1567792,50679612,25241189,17292321,30409924,10886926,0,1135454,2021965,46217438,8180613,0,4091405,0,122786,0,0,0,8911278,12020312,5926518,6033282,1962067,126750,2801647,7022561,0,411970,0,0,0,0,0,0,7861199,2736141,13446815,0,0,0,1082277,5930582,1272580,4541216,2669453,14414933,3779561,690772,5491575,6833554,3725894,502970,1303567,1456967,214272,1126198,15442162,0,1562849,802142,0,2123613,19930766,18380970,0,2853915,-1304119,19930766,1938024,38815955,-30241470,0,1586821,2065464,502615,2853915,0,0,2853915,0,0,0,331,109,693783,55075,748858,310,18,36803,139463,145216,28090,52444,168988,28734,33653,55038,5354,213145,52792,177159,33653,88497,47824,80713,0,228065,55812,192876,36268,94842,52868,88127,0,2005
106392287,doctors hospital of manteca,1/1/2005,12/31/2005,365,audited,excl. ind. audit,san joaquin,06,0507,investor,general,comparable,,(209)823-3111,1205 east north street,manteca,95336,katherine a. medeiros,ceo,www.tenethealth.com,tenet healthcare corporation,sandy buranathawon,tenet healthcare corporation,0,05-0118,hsc30118g,zzr00118g,73,73,73,7173,77,975,936,0,237,6923,186,84,16591,1463,12,274,407,0,77,1936,56,37,4262,73,0,0,0,0,0,16591,0,0,0,0,0,4262,0,0,0,0,0,62.3,62.3,3.9,3.9,5,1698,891,16947,171,2222,6186,0,1521,32707,189,5299,65242,26358,1357,0,35332,0,3,94440,172620,1325,4286,676,229,530412376,466270394,0,64141982,194614,51426045,12910551,225255,321147,0,0,12814659,74946782,18646786,436818808,127793513,1667431,16885894,16351712,0,4391635,120180514,3497012,2109697,292877408,63114016,392210,5595462,11797418,0,4491852,138623822,390964,13129224,237534968,178298066,1813841,21017127,26751836,0,0,7792204,211148750,5330263,0,4006381,0,10111926,0,0,0,0,12609463,245800,1357447,1385671,0,1091283,46589533,0,862785,0,-36878,0,0,0,0,9733771,3805080,16159442,0,0,0,0,7339565,4852374,7543442,1992371,19230833,7645335,932322,2853245,6342795,8587678,2607719,476557,738993,851,2009717,14405688,0,22778818,234586,66329419,552705,104301216,5977347,11780,0,98312089,104301216,800,34474839,-21166330,27365509,19638857,50165203,27386385,0,0,0,0,0,66318330,0,311,81,598589,90054,688643,66,0,89685,149411,124440,6578,36644,139223,4407,6993,41208,0,169465,53049,180756,0,45795,67524,82000,0,200705,61079,205870,0,52833,76977,91179,0,2005
106190857,doctors hospital of west covina,1/1/2005,12/31/2005,365,audited,incl. ind. audit,los angeles,11,0915,investor,general,comparable,,(818)338-8481,725 so orange ave,west covina,91790-2614,pareed mohamed m.d.,president,,doctor's hospital of west covina,william a. fretwell,hospital management services,0,05-0096,hsc30096h,hsp30096h,51,51,27,905,0,7861,19,0,481,220,0,53,9539,229,0,42,6,0,51,56,0,14,398,27,0,0,0,24,0,1620,0,0,0,7919,0,385,0,0,0,13,0,51.2,51.2,24,4.2,0,0,0,1701,0,195,177,0,1163,1402,0,231,4869,0,0,0,4065,0,2,11273,47182,173,804,0,0,33829131,24025031,0,9804100,55589,10395142,-535453,1297950,165312,925,0,596260,6460585,0,27368546,3838740,0,14463914,138964,0,1828080,652780,0,118511,21040989,4465336,0,511269,466736,0,3055502,3681807,0,607492,12788142,4443896,0,11762743,294154,-46142,0,2828468,3626721,303568,0,0,0,811623,0,0,0,0,3612219,0,3258582,311546,0,1256002,707866,0,657885,0,0,0,10979,0,0,2309946,0,3717510,0,0,0,124132,1607427,334964,1525666,775497,4199974,1381604,231912,960435,1400784,934915,128774,120002,308205,299739,428798,4023677,0,3892175,85280,60786,0,8061918,1105238,0,3202517,3754163,8061918,1099029,6391402,-4420288,5395070,1655612,8384578,4492403,3321600,0,0,3321600,119083,0,0,108,40,205029,21156,226185,110,3,43618,26750,22350,28250,32070,27023,23495,0,1473,0,74638,0,46973,0,42786,15805,24827,0,81830,0,52190,0,46851,17810,27504,0,2005
106500852,doctors medical center,1/1/2005,12/31/2005,365,audited,excl. ind. audit,stanislaus,06,0511,investor,general,comparable,,(209)578-1211,1441 florida avenue,modesto,95350,richard d. lyons,ceo,www.dmc-modesto.com,tenet healthcare corporation,remedios h. maglaya,tenet healthcare corporation,2,05-0464,hsc30464g,hsp30464g,396,389,278,30584,1415,33411,9166,3842,2199,18790,898,1016,101321,4736,344,6148,2207,716,388,3957,164,238,18898,396,0,0,0,0,0,101321,0,0,0,0,0,18898,0,0,0,0,0,70.09999999999999,71.40000000000001,5.4,5.4,24,9390,4275,13081,1508,19096,9715,3425,4144,18263,3286,17280,89798,61802,47823,0,25548,0,15,483840,294960,4591,4033,3230,1476,2642018183,2355923121,0,286095062,3355860,272917134,16533788,131203,91561,0,0,16573430,553420034,82978702,2005619447,763295787,33306506,614269860,125969692,97371107,56590443,441536085,23236586,26126554,2181702620,116110696,6773582,80575459,41373515,21524545,17461291,142096138,12947555,21452782,460315563,799566284,35552705,634613979,156076474,0,118117652,53685473,456868827,14102701,0,54354552,-19611,33004085,0,0,0,0,79840199,4527383,42060929,11266733,778000,20366261,126763396,19611,472550,0,0,0,0,0,0,68165888,22439434,95142335,0,0,0,3562665,29172074,17880164,24579699,11974875,104028065,38079111,9835463,6420640,48801819,41087912,11325377,1191860,4313080,1076,7832731,610622263,0,98104752,0,0,1794269,710521284,33912085,0,0,676609199,710521284,542644,207403681,-161050864,130452979,81104851,216431974,118327222,0,0,0,0,0,556807342,0,1641,668,2971459,512931,3484390,595,27,250985,557908,1067196,46912,276165,520297,53406,126623,71792,175,1193808,311673,770372,0,265609,119787,310210,0,1420821,363801,907092,0,305305,136668,350703,0,2005
