fac_no,fac_name,beg_date,end_date,day_per,data_ind,audit_ind,county,hsa,hfpa,type_cntrl,type_care,type_hosp,teach_rurl,phone,address,city,zip_code,ceo,ceo_title,web_site,owner,rpt_prep,org_name,er_desig,mcar_pro,mcal_pro,reg_mcal,bed_lic,bed_avl,bed_stf,day_mcar_tr,day_mcar_mc,day_mcal_tr,day_mcal_mc,day_cnty,day_thrd_tr,day_thrd_mc,day_oth_ind,day_oth,day_tot,dis_mcar_tr,dis_mcar_mc,dis_mcal_tr,dis_mcal_mc,dis_cnty,dis_thrd_tr,dis_thrd_mc,dis_oth_ind,dis_oth,dis_tot,bed_acute,bed_psych,bed_chem,bed_rehab,bed_ltc,bed_resdnt,day_acute,day_psych,day_chem,day_rehab,day_ltc,day_resdnt,dis_acute,dis_psych,dis_chem,dis_rehab,dis_ltc,dis_resdnt,occ_lic,occ_avl,alos_all,alos_exltc,bas_nursry,day_nursry,dis_nursry,vis_mcar_tr,vis_mcar_mc,vis_mcal_tr,vis_mcal_mc,vis_cnty,vis_thrd_tr,vis_thrd_mc,vis_oth_ind,vis_oth,vis_tot,vis_er,vis_clin,vis_home,vis_ref_op,day_pips,op_room,op_min_ip,op_min_op,surg_ip,surg_op,nat_births,c_sections,gr_pt_rev,ded_fr_rev,tot_cap_rev,net_pt_rev,oth_op_rev,tot_op_exp,net_frm_op,nonop_rev,nonop_exp,inc_tax,ext_item,net_income,gr_rev_dly,gr_rev_amb,gr_rev_anc,gr_ip_mcar_tr,gr_ip_mcar_mc,gr_ip_mcal_tr,gr_ip_mcal_mc,gr_ip_cnty,gr_ip_thrd_tr,gr_ip_thrd_mc,gr_ip_oth_ind,gr_ip_oth,gr_ip_tot,gr_op_mcar_tr,gr_op_mcar_mc,gr_op_mcal_tr,gr_op_mcal_mc,gr_op_cnty,gr_op_thrd_tr,gr_op_thrd_mc,gr_op_oth_ind,gr_op_oth,gr_op_tot,c_adj_mcar_tr,c_adj_mcar_mc,c_adj_mcal_tr,c_adj_mcal_mc,disp_855,c_adj_cnty,c_adj_thrd_tr,c_adj_thrd_mc,bad_debt,char_hb,char_oth,sub_indgnt,ded_oth,cap_rev_mcar,cap_rev_mcal,cap_rev_cnty,cap_rev_thrd,netrv_mcar_tr,netrv_mcar_mc,netrv_mcal_tr,netrv_mcal_mc,netrv_cnty,netrv_thrd_tr,netrv_thrd_mc,netrv_oth_ind,netrv_oth,disp_trnfr,inter_tfr,contribtns,inc_invest,dist_rev,cnty_appro,exp_dly,exp_amb,exp_anc,exp_pip,exp_pop,exp_res,exp_ed,exp_gen,exp_fisc,exp_adm,exp_unassg,exp_sal,exp_ben,exp_phys,exp_othpro,exp_supp,exp_purch,exp_depre,exp_leases,exp_insur,exp_intrst,exp_oth,cur_asst,asst_limtd,net_ppe,const_prog,inv_oth,intan_asst,tot_asst,cur_liab,def_cred,net_ltdebt,equity,liab_eq,cash,accts_rec,allow_uncoll,bldgs,equipment,tot_ppe,acc_depre,mort_pay,cap_lease,bond_pay,tot_ltdebt,cur_mat,inter_rec,inter_pay,hosp_fte,nurs_fte,prod_hrs,non_prd_hr,paid_hrs,med_staff,stdnt_fte,prd_hr_mgt,prd_hr_tch,prd_hr_rn,prd_hr_lvn,prd_hr_aid,prd_hr_clr,prd_hr_env,prd_hr_oth,cnt_hr_rn,cnt_hr_oth,prd_hr_dly,prd_hr_amb,prd_hr_anc,prd_hr_ed,prd_hr_gen,prd_hr_fis,prd_hr_adm,prd_hr_non,pd_hr_dly,pd_hr_amb,pd_hr_anc,pd_hr_ed,pd_hr_gen,pd_hr_fis,pd_hr_adm,pd_hr_no,year
106214034,novato community hospital,1/1/2005,12/31/2005,365,audited,incl. ind. audit,marin,04,0405,non-profit,general,comparable,,(415)209-1300,180 rowland way,novato,94945,anne l. hosfeld,cao,http://novatocommunity.sutterhealth.org,sutter health,jean johnson,marin general/novato community hospitals,0,05-0131,hsc00131g,,47,47,27,4933,0,527,0,281,1761,1549,31,83,9165,1023,0,107,0,67,485,356,7,21,2066,47,0,0,0,0,0,9165,0,0,0,0,0,2066,0,0,0,0,0,53.4,53.4,4.4,4.4,0,0,0,32286,0,6683,0,2167,17413,61451,401,4224,124625,15453,15895,0,92955,0,3,85173,143936,808,1861,0,0,176898181,114592608,50147,62355720,472613,53448488,9379845,1882877,3374457,0,0,7888265,34972205,15319520,126606456,49171281,0,5654662,0,3107200,12343641,19199263,348696,907606,90732349,24644128,0,4677165,0,1536137,7650159,44924842,259174,2474227,86165832,60049269,0,8936541,0,0,3495627,5727767,33954646,1298265,0,765967,0,364526,0,0,0,50147,13012601,0,1278526,0,1062582,13995474,30024122,0,2982415,0,-14042627,34772,143888,0,0,8401479,5453761,18991318,0,0,0,0,8234457,2462613,6200154,3704706,16820923,7166483,2121643,2552480,6381552,11050592,4312407,282548,69772,1365652,1324436,12024797,0,58482629,137960,14143,831593,71491122,6228206,0,30912623,34350293,71491122,2018085,24685347,-15903423,50900421,16014498,79291012,20808383,0,0,30912623,30912623,0,128009,1144053,227,66,462858,48833,511691,46,0,25580,100745,108650,9300,18788,86307,37956,36710,20414,18408,106203,56523,157500,0,70905,25057,46670,0,115860,62117,175090,0,79326,26983,52315,0,2005
106500967,oak valley district hospital,7/1/2004,6/30/2005,365,audited,excl. ind. audit,stanislaus,06,0511,district,general,comparable,small/rural,(209)847-3011,350 south oak avenue,oakdale,95361-3519,john friel,ceo,www.oakvalleycares.org,oak valley district hospital,hadley paculba,hfs consultants,0,05-0067,hsc00067f,zzr00067f,150,150,150,6761,3970,29830,234,6,1631,1807,261,1751,46251,632,342,470,76,4,338,473,9,71,2415,35,0,0,0,115,0,8503,0,0,0,37748,0,2100,0,0,0,315,0,84.5,84.5,19.2,4,0,0,0,14868,5874,29145,9912,18,9358,15999,391,15830,101395,20514,33460,0,48169,0,2,84357,96589,496,622,304,89,120352244,78026764,0,42325480,982896,40447916,2860460,519290,0,0,0,3379750,21762583,20970169,77619492,17701229,8847404,13754876,1445567,33225,4377294,10503914,196165,1559103,58418777,12293272,3735159,11580074,4058332,18230,7496832,14799522,207967,7744079,61933467,22700334,8862011,15889836,3897268,-526568,58618,1709741,16402710,5593027,0,404132,0,3035655,0,0,0,0,7294167,3720552,9971682,1606631,-7163,10164385,8900726,0,674500,0,0,0,483926,0,0,11385250,7011697,8979481,0,0,0,0,5332774,2090489,4625772,1022453,16014718,8073978,1774078,2944064,4127226,3184045,1390727,1146524,274742,0,1517814,14708137,31675271,7509670,4015098,1235227,0,59143403,8326641,22093,18048476,32746193,59143403,5251221,21995510,-13725352,10588816,12026186,24290834,16781164,0,0,18037000,18100776,52300,0,3338533,401,125,792600,82471,875071,27,0,55337,222784,105627,32001,122752,131802,81268,0,40869,160,297325,153173,90022,0,107857,68310,75913,0,326319,169396,99834,0,119625,76086,83811,0,2005
106334457,oasis psychiatric health facility,1/1/2005,12/31/2005,365,audited,excl. ind. audit,riverside,12,1103,investor,psychiatric,phf,,(760)863-8664,47-915 oasis street,indio,92201,steve harmon,administrator,www.starsgroup.org,oasis rehabilitation center  inc.,bruce j. wright ,good & fowler  llp,0,,,,50,50,50,0,0,0,0,0,0,0,0,16795,16795,0,0,0,0,0,0,0,0,795,795,0,16,0,0,0,34,0,5041,0,0,0,11754,0,670,0,0,0,125,92,92,21.1,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6120950,0,0,6120950,0,5948775,172175,0,0,1028,0,171147,6120950,0,0,0,0,0,0,0,0,0,0,6120950,6120950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6120950,0,0,0,0,0,0,3863292,0,0,0,0,0,0,774521,83421,1139658,87883,2887712,739872,0,1006609,585307,231064,2256,406536,87883,0,1536,1406833,0,24816,0,0,0,1431649,611477,0,29385,790787,1431649,0,633325,0,0,36699,36699,11883,0,0,0,29385,0,724593,0,59,16,119445,11200,130645,0,0,8093,38213,14601,13451,5977,15644,16002,0,0,7464,80961,0,0,0,18398,3275,16811,0,88562,0,0,0,20233,3603,18247,0,2005
106430837,o'connor hospital,7/1/2004,6/30/2005,365,audited,incl. ind. audit,santa clara,07,0431,non-profit,general,comparable,,(408)947-2500,2105 forest ave,san jose,95128-1425,rob curry,president,www.oconnorhospital.org,daughters of charity health system,tanya teig,moss adams llp,0,05-0153,hsc00153f,zzr00153f,358,306,225,30298,5298,6433,1059,0,406,15760,0,1358,60612,3858,1764,2548,420,0,134,5246,0,339,14309,312,22,0,0,24,0,49967,3231,0,0,7414,0,13509,225,0,0,575,0,46.4,54.3,4.2,3.9,14,8598,3000,52243,6711,8321,6316,0,3192,63191,0,3472,143446,31697,20793,30661,53440,0,10,691440,1450386,5542,13463,2346,974,900064417,689561977,0,210502440,1775411,204620147,7657704,10069887,1328944,0,0,16398647,272600651,58049718,569414048,287616236,79780500,68399643,8382911,0,5684083,190094734,0,10561430,650519537,75500679,22107360,19834778,6271806,0,2067399,116285599,0,7477259,249544880,296602466,0,79783028,12987935,0,0,2416251,283084609,11939487,0,2748201,0,0,0,0,0,0,66514449,101887860,8451393,1666782,0,2587030,23295724,0,6099202,0,0,3491736,3511932,0,0,42021652,15466560,68984726,0,0,0,0,30586316,3830519,34626444,9103930,94020495,25736117,3146437,10229851,31833016,18143230,6578413,2338915,829214,3916763,7847696,50541160,46594940,54106355,3137717,4061738,0,158441910,40536686,0,78206068,39699156,158441910,5492346,154548285,-122859322,62143311,71293454,211148300,157041945,0,0,78206068,78206068,0,8291646,0,1210,395,2328185,343752,2671937,582,0,252592,538381,625018,77782,119373,298339,191583,70358,99686,55073,612155,236861,624653,0,400596,53166,400754,0,718211,269763,724431,0,455205,60732,443595,0,2005
106560501,ojai valley community hospital,10/1/2004,5/31/2005,243,audited,excl. ind. audit,ventura,10,0809,non-profit,general,comparable,small/rural,(805)640-2230,1306 maricopa highway,ojai,93023-3131,victoria alexander,ceo,www.ojaihospital.org,ojai valley community hospital foundation,tracy moziak addleman,hfs consultants,0,05-0046,hsc30046k,,103,103,103,3186,1280,10221,0,0,0,550,42,511,15790,443,207,76,0,0,0,171,17,23,937,37,0,0,0,66,0,2189,0,0,0,13601,0,730,0,0,0,207,0,63.1,63.1,16.9,3,0,0,0,2807,1061,5527,0,0,77,7482,91,1837,18882,5243,4554,0,9243,0,2,19342,27831,154,394,0,0,26122732,14934964,0,11187768,343578,13041336,-1509990,233407,0,0,0,-1276583,5473513,2494734,18154485,5228529,2708829,3130174,0,0,0,2056435,183898,301252,13609117,3066349,1394444,1029080,0,0,34594,6327420,56922,604806,12513615,4661342,2578055,1311922,0,-9717,0,0,5476779,430431,0,236695,0,249457,0,0,0,0,3595647,1514006,2834624,0,0,19130,2884651,4125,335585,0,0,163407,0,0,0,3170788,869693,3727831,0,11959,0,0,1985666,503596,1910604,861199,5530883,1951869,222307,692318,1996409,693458,410450,356945,266640,141870,778187,3154506,194636,3607348,244038,7723,0,7208251,4300306,0,2136352,771593,7208251,69358,4438139,-2452724,1942216,2933313,6311375,2704027,0,2443508,0,2443508,307156,0,0,192,62,256865,21771,278636,30,0,33467,51426,29378,13893,42330,36916,32172,4489,11855,939,88854,24871,46364,0,52069,17125,27582,0,96611,27053,49683,0,55625,19446,30218,0,2005
106560501,ojai valley community hospital,6/1/2005,12/31/2005,214,audited,excl. ind. audit,ventura,10,0809,non-profit,general,comparable,small/rural,(805)640-2230,1306 maricopa highway,ojai,93023-3131,gary k. wilde,president/ceo,www.ojaihospital.org,community memorial health system,joseph f. lapid,nathan consulting group,0,05-0046,hsc30046k,,103,103,103,2528,0,6679,0,0,65,1346,653,2623,13894,242,0,107,0,0,18,195,34,138,734,37,0,0,0,66,0,1828,0,0,0,12066,0,578,0,0,0,156,0,63,63,18.9,3.2,0,0,0,3749,128,4582,0,0,1111,7698,174,4088,21530,5853,4190,0,12184,0,2,26431,39647,137,349,0,0,33959316,23579394,0,10379922,303996,11213728,-529810,201406,105206,0,0,-433610,5049922,2846122,26063272,6810050,0,2424895,0,0,440230,5437291,596340,2395365,18104171,3445866,137394,1403063,0,0,890188,6957449,144808,2876377,15855145,8933277,122280,1958318,0,0,0,589306,10291754,566541,0,741147,0,376771,0,0,0,0,1322639,15114,1869640,0,0,741112,2102986,1,4328430,0,-98627,0,1921,0,0,3125327,596039,3301243,0,0,0,0,1851241,205251,1389185,745442,4835004,1328411,114089,786571,1822728,939268,393400,414486,180787,128137,270847,4950667,0,4248559,248059,7723,0,9455008,7235820,0,1979832,239356,9455008,831630,11027783,-7426962,1970123,3473396,6879365,2630806,0,2260735,0,2260735,280903,0,5324323,171,63,206928,16266,223194,30,0,21387,35317,31279,9609,36386,27316,28523,1958,12912,2241,82278,15270,38924,0,44256,7906,18294,0,88349,16528,41942,0,47352,8731,20292,0,2005
106190534,olympia medical center,12/1/2004,12/31/2005,396,audited,incl. ind. audit,los angeles,11,0925,investor,general,comparable,,(323)932-5377,5925 san vicente boulevard,los angeles,90019-6630,john calderone,ceo,,olympia medical center,lilian gong,gong nashed pascoe inc.,0,05-0742,hsc30477g,,204,103,101,23837,1867,2581,527,0,612,6622,182,747,36975,3952,456,454,129,0,219,1617,30,200,7057,204,0,0,0,0,0,36975,0,0,0,0,0,7057,0,0,0,0,0,45.8,90.7,5.2,5.2,0,0,0,18182,7262,4057,3149,0,2435,9382,92,18155,62714,22010,12870,0,24516,0,9,275348,340412,2411,4158,0,0,841831993,751375500,0,90456493,289095,97821564,-7075976,1739273,824666,0,0,-6161369,153116454,33982751,654732788,382365217,36305274,50408843,10245719,0,12914259,128726450,3744183,18043346,642753291,66931532,9708159,21412312,9266778,0,18467471,63739853,153929,9398668,199078702,417844221,42738280,69951271,18576558,0,0,25178360,136297447,22489046,0,3907909,0,14392408,0,0,0,0,31452528,3275153,1716858,935939,0,3048133,40014887,143229,9869766,0,0,0,100996,0,0,20671015,6028250,32938899,0,0,0,174638,13120859,3279943,15520204,6087756,33358477,12856518,0,8093081,17256973,16769842,3005969,2445145,809615,10124,3215820,14186176,0,10562788,0,771838,0,25520802,16022014,0,11978612,-2479824,25520802,10561410,75717901,-75066348,1343703,5348060,11526706,963918,0,0,0,12589723,611111,0,0,545,187,1142996,184131,1327127,654,4,93186,241536,381655,10539,28772,240541,30546,19854,86145,10222,423117,101987,296860,0,111709,78271,131052,0,462021,110776,400027,0,125638,86372,142293,0,2005
106300225,orange coast memorial medical center,7/1/2004,6/30/2005,365,audited,incl. ind. audit,orange,13,1016,non-profit,general,comparable,,(714)378-7000,9920 talbert avenue,fountain valley,92728-5153,marcia manker,ceo,www.memorialcare.org,memorial health services,donna j. anglin,memorial health services,0,05-0678,,hsp30678g,224,216,120,6327,10039,522,906,130,201,20926,0,842,39893,1297,2547,137,234,27,69,6440,0,280,11031,224,0,0,0,0,0,39893,0,0,0,0,0,11031,0,0,0,0,0,48.8,50.6,3.6,3.6,15,3125,1413,4274,9308,267,1912,205,686,36028,0,2918,55598,20493,0,0,34659,10644,6,464676,427249,3217,4194,1104,460,404216287,322164985,42034982,124086284,748438,121209104,3625618,2181426,1112691,0,0,4694353,80834769,16421833,306959685,42318656,81340992,3051214,5984111,804450,1702145,144074169,0,8482209,287757946,7144688,23382954,382022,3054908,251035,1271088,74672219,0,6299427,116458341,36851039,95026449,2910556,8069251,0,993460,2101333,162467633,2992949,0,64306,-27466,10715475,38322245,3712737,0,0,12502475,47790216,522680,4378924,62025,816954,54828227,0,3184783,0,0,0,61649,0,0,20617910,2984079,43308144,9424115,14745111,0,0,12880034,5359750,10339199,1550762,37199502,11620551,1319257,7243721,19702145,35639922,1732683,2058718,344521,0,4348084,25043976,0,41380749,7348591,0,0,73773316,55707054,485855,5277061,12303346,73773316,272694,82706354,-67542293,31957654,13120232,56578738,15197989,0,0,0,5277061,0,2000,28500967,742,277,1568765,112457,1681222,101,0,151585,311125,352358,17115,207056,256322,119492,16559,104631,32522,489521,62057,489028,0,236312,121371,157805,12671,518411,65859,527016,0,254233,129451,172521,13731,2005
106040937,oroville hospital,12/1/2004,11/30/2005,365,audited,incl. ind. audit,butte,01,0221,non-profit,general,comparable,,(530)533-8500,2767 olive highway,oroville,95966-6118,robert j. wentz,ceo,www.orovillehospital.com,orohealth corporation,jo l. dilbeck ,orohealth corporation,3,05-0030,hsc00030f,zzr00030f,153,153,128,21672,137,7296,0,1816,2468,1131,0,791,35311,4186,19,2087,0,355,872,382,0,368,8269,133,0,0,0,20,0,29298,0,0,0,6013,0,7738,0,0,0,531,0,63.2,63.2,4.3,3.8,10,1527,685,54798,67,70449,0,10460,34868,16379,0,11164,198185,34093,104583,7783,72492,0,5,197257,156652,1883,2778,435,177,271871923,182631994,0,89239929,768387,89839161,169155,165744,0,0,0,334899,57074954,35878428,178918541,100014936,624086,44466957,0,11432919,16847881,7458041,0,3199199,184044019,29982829,48465,25850434,0,4675832,15899674,7512281,0,3858389,87827904,88846923,342925,49085266,0,-1558000,9356880,16697554,7633173,9513667,0,1794328,0,919278,0,0,0,0,40456928,329626,22790125,0,6751871,11502423,7057570,0,351386,0,0,6620,60973,0,0,17711017,17126412,31241906,0,0,0,0,10170528,3996873,5397333,4195092,33477488,17685275,9004378,4578279,11466408,4471555,2031579,2043438,1011868,2045575,2023318,13543790,216185,23570281,0,2767102,612953,40710311,27405841,0,23651666,-10347196,40710311,554668,30822792,-18788209,25516081,25060263,52524106,28953825,0,1734016,21420000,27316458,3664792,0,124649,798,203,1525367,201047,1726414,64,0,124034,420960,231265,108884,82695,322480,140432,27298,67319,0,387020,243421,389465,0,245262,142047,118152,0,429004,279201,446306,0,277213,160910,133780,0,2005
106190581,orthopaedic hospital,11/1/2004,11/30/2005,395,audited,incl. ind. audit,los angeles,11,0925,non-profit,specialty,comparable,,(213)742-1000,2400 so flower st,los angeles,90007-2629,james v. luck jr.  m.d.,ceo/president,www.orthohospital.org,l.a. orthopaedic hospital foundation,loida a. villanueva,orthopaedic hospital,0,05-2056,hsc30256f,,112,112,112,615,21,1105,423,0,111,689,233,218,3415,132,5,358,198,0,25,196,55,81,1050,112,0,0,0,0,0,3415,0,0,0,0,0,1050,0,0,0,0,0,7.7,7.7,3.3,3.3,0,0,0,2990,57,18396,19884,0,7684,8556,316,2644,60527,12261,30395,0,17158,0,7,125992,90461,988,713,0,0,61597549,41289675,0,20307874,4247865,41881606,-17325867,18501542,1049125,0,0,126550,1889164,4531290,55177095,6289077,196582,6099141,3075307,0,834422,7235051,535757,2787313,27052650,4511190,31148,14040065,5116533,0,2537500,5123597,67876,3116990,34544899,5825375,117007,16687735,4744579,-467155,0,2394438,8420872,246368,0,950844,0,2369612,0,0,0,0,4949318,110723,3237092,3447261,0,977484,3937776,0,3648220,0,0,15046554,1210858,0,0,2287150,4627678,15556580,0,0,351865,837555,8087286,1917360,5613875,2602257,11507577,5887858,2208089,2755902,10668702,3172602,2177270,218282,364651,799328,2121345,16301641,4600030,15086334,27174635,38053836,0,101216476,7663964,595324,56447181,36510007,101216476,2277762,5557091,-3966432,20574179,7650223,28921126,13834792,0,0,52916757,56447181,0,0,0,231,36,499265,57858,557123,52,7,72802,98825,56085,5059,20308,174020,12671,21371,663,37461,42028,77059,113544,11389,100157,72155,67110,15823,46481,86712,124786,13448,111828,79580,76604,17684,2005
106190307,pacific alliance medical center,1/1/2005,12/31/2005,365,audited,incl. ind. audit,los angeles,11,0925,investor,general,comparable,,(213)624-8111,531 w. college st.,los angeles,90012-2315,john edwards,ceo,www.pamc.net,pamc ltd.,robert c. perkins,hospital management services,0,05-0018,hsc30018f,zzt30018f,138,138,78,13087,214,10219,2431,0,196,695,415,350,27607,2055,33,2720,641,0,47,148,109,62,5815,115,0,0,23,0,0,23930,0,0,3677,0,0,5531,0,0,284,0,0,54.8,54.8,4.7,4.7,25,4772,2030,4373,65,5024,4878,0,530,1031,509,1506,17916,0,10076,0,7915,1187,4,135068,61181,1462,1463,1355,675,86842053,38624981,2998683,51215755,174027,53815241,-2425459,19912219,2667843,0,0,14818917,21967591,3053633,61820829,30595378,588367,30296539,6267211,0,565634,2175322,1088080,822536,72399067,4376471,74391,4422835,3265329,0,354259,819164,784526,346011,14442986,6574522,418430,19978782,6678456,-4830362,0,568152,2116359,702970,0,6417672,0,0,0,2998683,0,0,28397327,244328,15025888,5852767,0,351741,878127,0,465577,0,0,0,402372,0,0,11586878,1577129,13429008,2347979,0,0,0,7955625,2360544,11087653,3470425,20786374,7136120,1646349,2944485,5410486,8386837,1347942,1736957,743872,284460,3391359,26732753,0,20946750,9300870,27689088,0,84669461,10458401,555435,6966981,66688644,84669461,19090860,9367906,-4109289,14290961,10720522,34357167,13410417,2821947,0,0,7894169,927188,645933,0,431,134,821916,95640,917556,108,0,93596,122778,168748,43203,67153,166633,121078,17803,16684,4240,263503,18491,162864,0,190450,73474,113134,0,293506,19528,181027,0,212747,81948,128800,0,2005
106190587,pacific hospital of long beach,1/1/2005,12/31/2005,365,audited,incl. ind. audit,los angeles,11,0933,investor,general,comparable,,(562)424-7422,2776 pacific avenue,long beach,90806-2613,michael drobot,ceo,www.phlb.org,pacific hospital of long beach,loretta masi,pacific hospital management,0,05-0277,hsc30277f,,184,184,160,14079,0,25543,2399,0,5189,0,0,146,47356,1673,0,3253,411,0,1123,0,0,42,6502,84,73,0,0,27,0,17171,23635,0,0,6550,0,4124,2282,0,0,96,0,70.5,70.5,7.3,6.4,13,2631,1075,16560,0,9228,7831,0,3997,0,0,3346,40962,15539,10564,0,0,0,6,340988,472938,1408,2913,684,393,371903212,278999802,9091376,101994786,1277548,101928758,1343576,775479,574328,553724,0,991003,56680943,14779132,300443137,67789997,0,98339176,16742555,0,81299023,0,0,606799,264777550,19749812,0,16734429,14184221,0,53091080,0,0,3366120,107125662,67219853,0,99544974,32316276,-6283436,0,67224427,0,15664919,0,0,0,3312789,0,9091376,0,0,16632695,0,16965057,6399211,0,61476155,0,0,521668,0,0,0,299299,0,0,24812475,4141762,23036522,0,0,0,1156613,12665815,4346538,25227843,6541190,32986317,11972631,1017805,18459351,10678971,15027326,2755807,1282363,2326572,1930581,3491034,42211898,0,11149989,108886,1520694,0,54991467,29979701,0,15787864,9223902,54991467,2478680,127296384,-91171447,12613680,13693851,28731765,17581776,0,0,0,20100253,4312389,0,0,657,258,1317647,105617,1423264,311,26,196538,256946,344408,83921,107856,211946,19187,39927,56918,0,614233,80694,277691,39927,52565,132522,120015,0,652815,88579,307612,40256,57442,146195,130365,0,2005
106560838,pacific shores hospital,1/1/2005,12/31/2005,365,audited,excl. ind. audit,ventura,10,0811,investor,psychiatric,comparable,,(805)604-1216,2130 north ventura rd.,oxnard,93030,jonathan rader,ceo,,rehabilitation institutes of america  inc.,hadley paculba,hfs consultants,0,,,hsp34116f,30,30,30,0,0,0,0,0,8027,913,0,193,9133,0,0,0,0,0,330,39,0,8,377,0,30,0,0,0,0,0,9133,0,0,0,0,0,377,0,0,0,0,83.40000000000001,83.40000000000001,24.2,24.2,0,0,0,0,0,0,0,0,3045,600,0,84,3729,0,0,0,0,0,0,0,0,0,0,0,0,19711315,5829892,0,13881423,0,5225769,8655654,5050,3223,0,0,8657481,16118584,2542750,1049981,0,0,0,0,0,15094178,1712764,0,361623,17168565,0,0,0,0,0,2080600,404750,0,57400,2542750,0,0,0,0,0,0,4778753,577429,329418,0,0,0,144292,0,0,0,0,0,0,0,0,0,12108997,1504697,0,267729,0,0,0,0,0,0,1641541,239844,134596,0,0,0,0,1770596,125229,990379,323584,2157381,308584,744574,745358,455466,246525,44246,16989,112924,47062,346660,8045512,0,793636,0,0,67433,8906581,1528789,0,0,7377792,8906581,9699,9521806,-2007416,571132,60066,1030966,237330,0,0,0,0,0,438588,0,46,16,91888,4499,96387,2,0,22151,14375,9325,6786,16877,0,20084,2287,3,0,32282,5562,0,0,34459,2393,17192,0,32587,6143,0,0,36755,3287,17615,0,2005
106190696,pacifica hospital of the valley,1/1/2005,12/31/2005,365,audited,excl. ind. audit,los angeles,11,0907,investor,general,comparable,,(818)767-3310,9449 san fernando rd,sun valley,91352-1421,dr. durairaj,ceo,,doctors community healthcare corporation,george watkins,pacifica hospital of the valley,0,05-0378,hsc30378h,zzt30378h,231,221,167,8338,249,45800,2720,0,495,1823,512,664,60601,1289,86,2770,789,0,76,497,121,311,5939,95,38,0,0,98,0,15431,12430,0,0,32740,0,4216,1628,0,0,95,0,71.90000000000001,75.09999999999999,10.2,4.8,9,2615,1023,1616,183,4389,5879,0,1107,2809,693,2650,19326,16220,0,0,4605,241,5,56431,44168,942,906,576,454,160866049,100262339,3381727,63985437,827557,63430887,1382107,1588143,0,0,0,2970250,65601295,5860997,89403757,19931617,1044666,99340746,9004039,0,1475188,6213871,1389773,2469433,140869333,1938192,165782,5658429,5377650,0,1349831,2995715,558100,1953017,19996716,11240925,-67937,79884766,5492962,-11571144,0,2561548,8542848,1744022,0,2434349,0,0,0,2956677,0,425050,10628884,1278385,36685553,11845404,0,263471,1091788,1,2191951,0,0,0,0,0,0,22889586,2996972,14750356,1315459,0,0,0,7950966,2317040,6985166,4225342,27636593,13288330,1543944,2247808,6558793,5381164,1402851,353988,297984,2543236,2176196,17760394,0,15614000,288192,0,446304,34108890,26381315,0,12833911,-5106336,34108890,761654,43138053,-31478662,16368194,10560260,30696266,15082266,0,0,0,13055763,221852,0,11983547,564,240,1012784,182462,1195246,66,0,73153,150021,218335,183691,96772,130629,111347,26997,21839,0,493260,38934,158429,0,186639,58140,77382,0,585651,47075,185897,0,216298,67861,92464,0,2005
106491338,palm drive hospital,7/1/2004,6/30/2005,365,audited,excl. ind. audit,sonoma,03,0401,district,general,comparable,small/rural,(707)823-8511,501 petaluma avenue,sebastopol,95472-4215,shawndra l. nimtz,administrator/ceo,,palm drive healthcare district,david s. kornblum ,,0,05-0385,,zzr00385h,37,37,16,3003,0,242,0,313,795,82,0,222,4657,738,0,60,0,75,199,20,0,51,1143,37,0,0,0,0,0,4657,0,0,0,0,0,1143,0,0,0,0,0,34.5,34.5,4.1,4.1,0,0,0,5433,0,1840,0,524,9687,907,0,2201,20592,9029,5115,0,6135,0,3,76395,95349,411,1470,0,0,62242085,44970743,34480,17305822,231900,21067555,-3529833,3961081,0,0,0,431248,6847531,10023723,45370831,16269200,0,1718827,0,1366196,7884328,640872,0,1812395,29691818,8352890,0,2561259,0,820552,15668259,1520389,0,3626918,32550267,18741780,0,3170941,0,0,1720655,14891766,1648098,512135,0,119689,0,4165679,0,0,0,34480,5880310,0,1109145,0,466093,8276720,511793,0,1061761,0,0,74512,0,3350480,0,3147944,2200229,7367041,0,0,0,0,2575641,1992865,2732907,1050928,7943361,2863777,802641,2219538,1908243,2102285,660000,373312,208692,514098,1471608,8277475,0,6890281,1544699,963674,1367332,19043461,3892024,0,16005000,-853563,19043461,3441071,12534485,-9504860,2018615,2664563,9197278,2306997,0,0,5805000,16105000,100000,0,0,143,43,307034,24831,331865,51,0,35486,47817,65682,1630,21866,71001,18425,10382,17347,17398,66780,23063,87216,0,46507,36704,46764,0,71045,24707,95321,0,49965,39622,51205,0,2005
