OSHPD_ID,FAC_NAME,BEG_DATE,END_DATE,LIC_STATUS,LIC_STATUS_DATE,LIC_ORIG_DATE,County Name,HEALTH_SVC_AREA,LIC_CAT,LICEE_TOC,PARENT_NAME,TYPE_SVC_PRINCIPAL,TEACH_HOSP,HOSP_BED_LIC_TOTL,FAC_ADDRESS_1,FAC_CITY,FAC_ZIPCODE,FAC_PHONE,HOSPICE_PROG,HOSPICE_CLASS_GAC_BED,HOSPICE_CLASS_SN_BED,HOSPICE_CLASS_IC_BED,CHEM_PSY_DIS,CHEM_PSY_CENS_DAY,CHEM_PSY_BED_LIC,PSY_PROG_SHDOYL,MED_SURG_BED_LIC,MED_SURG_DIS,MED_SURG_CENS_DAY,MED_SURG_LICBED_DAY,PERINATL_BED_LIC,PERINATL_DIS,PERINATL_CENS_DAY,PERINATL_LICBED_DAY,PED_BED_LIC,PED_DIS,PED_CENS_DAY,PED_LICBED_DAY,ICU_BED_LIC,ICU_DIS,ICU_TFR_INHOSP,ICU_CENS_DAY,ICU_LICBED_DAY,CCU_BED_LIC,CCU_DIS,CCU_TFR_INHOSP,CCU_CENS_DAY,CCU_LICBED_DAY,RESP_BED_LIC,RESP_DIS,RESP_TFR_INHOSP,RESP_CENS_DAY,RESP_LICBED_DAY,BURN_BED_LIC,BURN_DIS,BURN_TFR_INHOSP,BURN_CENS_DAY,BURN_LICBED_DAY,NICU_BED_LIC,NICU_DIS,NICU_TFR_INHOSP,NICU_CENS_DAY,NICU_LICBED_DAY,REHAB_BED_LIC,REHAB_DIS,REHAB_CENS_DAY,REHAB_LICBED_DAY,GAC_BED_LIC_SUBTOTL,GAC_DIS_SUBTOTL,GAC_CENS_DAY_SUBTOTL,GAC_LICBED_DAY_SUBTOTL,CHEM_BED_LIC,CHEM_DIS,CHEM_CENS_DAY,CHEM_LICBED_DAY,PSY_BED_LIC,PSY_DIS,PSY_CENS_DAY,PSY_LICBED_DAY,SN_BED_LIC,SN_DIS,SN_CENS_DAY,SN_LICBED_DAY,IC_BED_LIC,IC_DIS,IC_CENS_DAY,IC_LICBED_DAY,HOSP_BED_LIC_TOTL,HOSP_DIS_TOTL,HOSP_CENS_DAY_TOTL,HOSP_LICBED_DAY_TOTL,CHEM_GAC_DIS,CHEM_GAC_CENS_DAY,CHEM_GAC_BED_LIC,LICENSURE_CVSURG_SVCS,CVSURG_LIC_OP_RM,CVSURG_WITH_ECBPASS_PED,CVSURG_WITHOUT_ECBPASS_PED,CVSURG_WITH_ECBPASS_ADLT,CVSURG_WITHOUT_ECBPASS_ADLT,CVSURG_WITH_ECBPASS_TOTL,CVSURG_WITHOUT_ECBPASS_TOTL,CVSURG_CABG_TOTL,CATH_CARD_RM,CATH_IP_PED_DX_VIS,CATH_IP_PED_THER_VIS,CATH_OP_PED_DX_VIS,CATH_OP_PED_THER_VIS,CATH_IP_ADLT_DX_VIS,CATH_IP_ADLT_THER_VIS,CATH_OP_ADLT_DX_VIS,CATH_OP_ADLT_THER_VIS,CATH_DX_VIS_TOTL,CATH_THER_VIS_TOTL,PACEMKR_PERM_IMPL,PTCA_ANGIOPLASTY_WITH_STENT,PTCA_ANGIOPLASTY_WITHOUT_STENT,PTBV_BALLOON,THROMBO_AGT,CATH_OTHR,CATH_TOTL,BIRTHS_LIVE_TOTL,BIRTHS_LIVE_<5LBS_8OZ,BIRTHS_LIVE_<3LBS_5OZ,ABC_PROG,ABC_LDR,ABC_LDRP,BIRTHS_LIVE_ABC,BIRTHS_LIVE_C_SEC,births_all other,NEWBORN_NURSRY_CENS_DAY,SURG_IP,OR_MIN_IP,SURG_OP,OR_MIN_OP,AMB_SURG_PROG,OR_TOTL,OR_OP_ONLY,OR_IP_AND_OP,OR_IP_ONLY,ED_LIC_LEVL_BEGIN,ED_LIC_LEVL_END,EMS_non-GAC,EMS_GAC None,EMS_Standby,EMS_Basic,EMS_Comp,EMSA_Trauma Ctr,EMS_NONURGENT_CPT_99281_TOTL_VIS,EMS_NONURGENT_CPT_99281_ADM_VIS,EMS_URGENT_CPT_99282_TOTL_VIS,EMS_URGENT_CPT_99282_ADM_VIS,EMS_MODER_CPT_99283_TOTL_VIS,EMS_MODER_CPT_99283_ADM_VIS,EMS_SEVERE_CPT_99284_TOTL_VIS,EMS_SEVERE_CPT_99284_ADM_VIS,EMS_CRITICAL_CPT_99285_TOTL_VIS,EMS_CRITICAL_CPT_99285_ADM_VIS,EMS_VIS_TOTL,EMS_ADM_VIS_TOTL,EMS_STATION,EMS_NON_EMERG_VIS,EMS_REGISTERS_NO_TREAT,EMS_CLOSURE_AMB_DIVERS,EMS_CLOSED_JAN_HOURS,EMS_CLOSED_FEB_HOURS,EMS_CLOSED_MAR_HOURS,EMS_CLOSED_APR_HOURS,EMS_CLOSED_MAY_HOURS,EMS_CLOSED_JUN_HOURS,EMS_CLOSED_JUL_HOURS,EMS_CLOSED_AUG_HOURS,EMS_CLOSED_SEP_HOURS,EMS_CLOSED_OCT_HOURS,EMS_CLOSED_NOV_HOURS,EMS_CLOSED_DEC_HOURS,EMS_CLOSED_TOTL_HOURS,EMSA_TRAUMA_CTR_DESIG,Level I-Trauma,Level II-Trauma,Level III-Trauma,Level IV-Trauma,EMSA_TRAUMA_PEDS_CTR_DESIG,Level I - ped,Level II - ped,Level III - ped,Level IV - ped,IC_DEV_DISBL_BED_LIC,IC_DEV_DISBL_LICBED_DAY,IC_DEV_DISBL_DIS,IC_DEV_DISBL_CENS_DAY,Level I ems visits,Level II ems visits,Level III ems visits,Level IV ems visits,ED_OP_RM_AVAIL24HRS,ED_OP_RM_AVAIL_ON_CALL,Jan hours open per month,Feb hours open per month,March hours open per month,April hours open per month,May hours open per month,June hours open per month,July hours open per month,Aug hours open per month,Sept hours open per month,Oct hours open per month,Nov hours open per month,Dec hours open per month,MED_SVC_STUDY_AREA,ASSEMBLY_DIST,SENATE_DIST,CONGRESS_DIST,MSSA_Name,MSSA_Designt_Type,Non-Responder,Not in Operation,State Hospital,Non Trauma Center,Non Trauma Ctr # of Visits,Bed Size Range,ATHERECTOMY_PTCRA_ABLATION
106204019,CHILDRENS HOSPITAL CENTRAL CALIFORNIA,1/1/03,12/31/03,Licensed,,"August 31, 1998",Madera,09 - Central,General Acute Care,Non-Profit Corporation (incl. Church-related),N/A,Pediatric,NO,243,9300 VALLEY CHILDRENS PLACE,MADERA,93638,559-353-3000,0,0,0,0,0,0,0,No,10,0,0,3650,0,0,0,0,118,10330,37259,43070,28,373,2581,7273,10220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,893,2389,18818,26289,18,747,4952,6570,243,12343,68302,89799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243,12343,68302,89799,0,0,0,CV SURG,8,183,88,0,0,183,88,0,1,35,15,130,84,0,0,20,8,185,107,0,0,0,16,0,90,106,0,0,0,0,0,0,0,0,0,0,3336,349747,5995,296856,Yes,8,0,8,0,Basic,Basic,0,0,0,1,0,0,8473,23,15212,41,8503,64,7279,166,9993,6040,49460,6334,29,0,3024,1,8,118,0,0,0,0,0,0,0,0,0,0,126,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,49460,0,0,0,1,744,672,744,720,744,720,744,744,720,744,720,744,80,82,147,19,Madera,Rural,No,No,No,0,0,200 - 299,0
106190170,CHILDRENS HOSPITAL OF LOS ANGELES,1/1/03,12/31/03,Licensed,,"January 1, 1946",Los Angeles,11 - Los Angeles,General Acute Care,Non-Profit Corporation (incl. Church-related),,Pediatric,NO,286,4650 SUNSET BOULEVARD,LOS ANGELES,90027,323-669-2301,0,0,0,0,0,0,0,No,26,0,0,9490,0,0,0,0,146,10047,56011,53290,46,487,1620,12934,16790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,322,90,10631,14600,28,142,4149,10220,286,10998,83725,104390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,286,10998,83725,104390,0,0,0,CV SURG,3,501,0,0,0,501,0,0,2,76,31,172,129,0,0,0,0,248,160,8,15,10,12,0,115,160,0,0,0,0,0,0,0,0,0,0,6398,840660,6349,477780,Yes,15,0,15,0,Basic,Basic,0,0,0,1,0,0,26250,0,0,0,25824,1452,4674,2680,240,196,56988,4328,25,0,0,1,8,8,8,8,8,8,8,8,8,8,8,8,96,0,0,0,0,0,1,1,0,0,0,0,0,0,0,56988,0,0,0,1,0,744,672,744,720,744,720,744,744,720,744,720,744,78.2g,98,159,31,Hollywood South Central/Inner Sunset,Urban,No,No,No,0,0,200 - 299,0
106300032,CHILDRENS HOSPITAL OF ORANGE COUNTY,1/1/03,12/31/03,Licensed,,"June 30, 1978",Orange,13 - Orange,General Acute Care,Non-Profit Corporation (incl. Church-related),Childrens Healthcare of California,General Medical / Surgical,NO,202,455 SO. MAIN STREET,ORANGE,92668,714-997-3000,0,0,0,0,0,0,0,No,124,8835,22160,45260,0,0,0,0,0,0,0,0,36,636,1247,9077,13140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,558,32,10864,15330,0,0,0,0,202,10029,42101,73730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202,10029,42101,73730,0,0,0,CV SURG,2,111,76,0,0,111,76,0,3,41,10,115,17,0,0,0,0,156,27,0,0,0,15,0,12,27,0,0,0,0,0,0,0,0,0,0,3097,346290,3470,162499,Yes,27,14,0,13,Basic,Basic,0,0,0,1,0,0,767,2,29640,74,10126,500,4407,3127,170,156,45110,3859,53,0,1738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,744,672,744,720,744,720,744,744,720,744,720,744,116h,125,166,40,City of Orange South/Santa Ana North/Tustin Foothills/Tustin West,Urban,No,No,No,1,45110,200 - 299,0
106434051,CHILDRENS RECOVERY CENTER OF NORTHERN CALIFORNIA,1/1/03,12/31/03,Licensed,,"May 29, 1992",Santa Clara,07 - Santa Clara,General Acute Care,Investor - Corporation,Subacute Childrens Hospital of Northern California,Long-Term Care (SN/IC),NO,29,3777 SOUTH BASCOM AVENUE,CAMPBELL,95008,408-558-3644,0,0,0,0,0,0,0,No,7,0,0,2555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,2555,0,0,0,0,0,0,0,0,22,50,6292,8030,0,0,0,0,29,50,6292,10585,0,0,0,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183m,77,144,15,Cambrian Village West/Campbell South/Los Gatos/Monte Sereno/San Tomas,Urban,No,No,No,1,0,1 - 49,0
106382715,CHINESE HOSPITAL,1/1/03,12/31/03,Licensed,,"January 1, 1946",San Francisco,04 - West Bay,General Acute Care,Non-Profit Corporation (incl. Church-related),,General Medical / Surgical,NO,54,845 JACKSON STREET,SAN FRANCISCO,94133,415-982-2400,0,0,0,0,0,0,0,No,49,2163,10942,18640,0,0,0,0,0,0,0,0,5,60,70,983,1825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,2223,11925,20465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,2223,11925,20465,0,0,0,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,639,83746,1796,121479,No,2,0,2,0,Standby,Standby,0,0,1,0,0,0,1877,18,1262,31,1397,540,571,478,250,222,5357,1289,5,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,744,672,744,720,744,720,744,744,720,744,720,744,162a,66,136,8,Chinatown/Civic Center/Inner Mission/North Beach/South of Market/Tenderloin/Western Addition,Urban,No,No,No,1,5357,50 - 99,0
106361144,CHINO VALLEY MEDICAL CENTER,1/1/03,12/31/03,Licensed,,"October 1, 1972",San Bernardino,12 - Inland Counties,General Acute Care,Investor - Corporation,Veritas Health Services,General Medical / Surgical,NO,126,5451 WALNUT AVENUE,CHINO,91710,909-464-8600,0,0,0,0,0,0,0,No,96,4543,16573,35040,10,937,1951,3650,6,200,411,2190,14,737,911,2192,5110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,6417,21127,45990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,6417,21127,45990,0,0,0,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,928,35,2,0,0,0,0,270,658,1951,1225,164976,2215,267740,Yes,4,0,4,0,Basic,Basic,0,0,0,1,0,0,3874,10,20210,358,5614,781,4019,2230,1063,766,34780,4145,17,0,361,1,227,228,199,99,199,167,177,101,86,89,144,361,2077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,744,672,744,720,744,720,744,744,720,744,720,744,151a,114,162,42,Chino Hills/Chino West Central/Los Serranos/Sleepy Hollow,Urban,No,No,No,1,34780,100 - 149,0
106190413,CITRUS VALLEY MEDICAL CENTER - IC CAMPUS,1/1/03,12/31/03,Licensed,,"March 28, 1946",Los Angeles,11 - Los Angeles,General Acute Care,Non-Profit Corporation (incl. Church-related),Citrus Valley Health Partners,General Medical / Surgical,NO,222,210 W. SAN BERNARDINO ROAD,COVINA,91723,626-331-7331,0,0,0,0,0,0,0,No,145,6347,27320,52925,0,0,0,0,0,0,0,0,8,162,738,2286,2920,14,276,573,2597,5110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,6785,32203,60955,0,0,0,0,30,1734,8009,10950,25,685,5267,9125,0,0,0,0,222,9204,45479,81030,0,0,0,CV SURG,2,0,0,176,17,176,17,161,1,0,0,0,0,485,379,364,47,849,426,0,392,34,0,0,0,426,0,0,0,0,0,0,0,0,0,0,1495,223792,2625,167313,Yes,8,0,8,0,Basic,Basic,0,0,0,1,0,0,3161,35,4519,368,4903,1526,5583,2795,48,4,18214,4728,12,0,1303,1,124,190,155,125,217,116,220,140,184,233,227,398,2329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,744,672,744,720,744,720,744,744,720,744,720,744,78.2qq,110,157,32,Asuza/Charter Oak/Covina,Urban,No,No,No,1,18214,200 - 299,0
106190636,CITRUS VALLEY MEDICAL CENTER - QV CAMPUS,1/1/03,12/31/03,Licensed,,"December 16, 1962",Los Angeles,11 - Los Angeles,General Acute Care,Non-Profit Corporation (incl. Church-related),Citrus Valley Health Partners,General Medical / Surgical,NO,325,1115 SOUTH SUNSET AVENUE,WEST COVINA,91790,626-962-4011,0,0,0,0,0,0,0,No,174,8905,37974,63510,40,5219,13356,14600,18,1563,4623,6570,12,271,904,3728,4380,6,116,436,1694,2190,0,0,0,0,0,0,0,0,0,0,40,567,41,13229,14600,12,216,4038,4380,302,16857,78642,110230,0,0,0,0,0,0,0,0,23,910,5495,8395,0,0,0,0,325,17767,84137,118625,0,0,0,CATH LAB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4887,365,61,1,1,0,3082,1805,0,10031,5069,470293,3575,234527,Yes,7,0,7,0,Basic,Basic,0,0,0,1,0,0,14839,46,16149,94,10414,2209,11914,6222,110,10,53426,8581,30,11392,6839,1,276,298,205,263,192,160,173,166,278,313,228,544,3096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,744,672,744,720,744,720,744,744,720,744,720,744,78.2www,110,157,32,Valinda/West Covina,Urban,No,No,No,1,53426,300 - 499,0
106190661,CITY OF ANGELS MEDICAL CENTER-DOWNTOWN CAMPUS,1/1/03,12/31/03,Licensed,,"October 21, 1974",Los Angeles,11 - Los Angeles,General Acute Care,Investor - Corporation,Intercare Health System,General Medical / Surgical,NO,145,1711 WEST TEMPLE STREET,LOS ANGELES,90026,213-989-6100-6123,0,0,0,0,0,0,0,No,105,2667,15778,19635,0,0,0,0,0,0,0,0,12,154,664,2422,2244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,2821,18200,21879,0,0,0,0,0,0,0,0,28,0,0,5236,0,0,0,0,145,2821,18200,27115,0,0,0,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,711,21131,1419,34481,Yes,4,1,2,1,0,0,0,1,0,0,0,0,0,0,2489,36,0,0,2807,1007,34,15,5330,1058,12,2489,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,78.2ffff,98,155,31,Boyle Heights Northwest/Chinatown/Downtown Northwest/Little Tokyo/Westlake,Urban,No,No,No,1,5330,100 - 149,0
106190410,CITY OF ANGELS MEDICAL CENTER-INGLESIDE CAMPUS,1/1/03,12/31/03,Licensed,,"January 1, 1946",Los Angeles,11 - Los Angeles,General Acute Care,Investor - Corporation,Intercare Health System,Psychiatric,NO,70,7500 EAST HELLMAN AVENUE,ROSEMEAD,91770,213-989-6100-6123,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,3402,22407,13090,0,0,0,0,0,0,0,0,70,3402,22407,13090,0,0,0,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.2qqq,102,157,32,Rosemead/San Gabriel South/South El Monte West/Temple City West,Urban,No,No,No,1,0,50 - 99,0
106190176,CITY OF HOPE NATIONAL MEDICAL CENTER,1/1/03,12/31/03,Licensed,,"March 8, 1946",Los Angeles,11 - Los Angeles,General Acute Care,Non-Profit Corporation (incl. Church-related),City of Hope Corporation,Other,NO,165,1500 EAST DUARTE ROAD,DUARTE,91010,626-256-4673-63665,0,0,0,0,0,0,0,No,137,3097,38042,50005,0,0,0,0,16,612,4019,5840,12,647,0,3422,4380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,4356,45483,60225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,4356,45483,60225,0,0,0,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1771,283635,2113,197504,Yes,5,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.2zzz,97,157,32,Baldwin Park/Irwindale,Urban,No,No,No,1,0,150 - 199,0
106100697,COALINGA REGIONAL MEDICAL CENTER,1/1/03,12/31/03,Licensed,,"March 11, 1946",Fresno,09 - Central,General Acute Care,District,,General Medical / Surgical,NO,78,1191 PHELPS AVENUE,COALINGA,93210,559-935-6400,0,0,0,0,0,0,0,No,22,583,1828,8030,2,0,0,730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,583,1828,8760,0,0,0,0,0,0,0,0,54,58,12750,19710,0,0,0,0,78,641,14578,28470,0,0,0,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,4,4,0,0,Standby,Standby,0,0,1,0,0,0,65,0,1817,0,2221,138,1633,199,1542,72,7278,409,8,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,744,672,744,720,744,720,744,744,720,744,720,744,27,83,149,20,Coalinga,Rural,No,No,No,1,7278,50 - 99,0
106190766,COAST PLAZA DOCTORS HOSPITAL,1/1/03,12/31/03,Licensed,,"April 10, 1958",Los Angeles,11 - Los Angeles,General Acute Care,Investor - Partnership,N/A,General Medical / Surgical,NO,123,13100 SOUTH STUDEBAKER ROAD,NORWALK,90650,562-868-3751-2273,0,0,0,0,0,0,0,No,104,8154,14264,37960,0,0,0,0,0,0,0,0,4,110,0,995,1460,3,79,0,310,1095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,8343,15569,40515,0,0,0,0,0,0,0,0,12,79,944,4380,0,0,0,0,123,8422,16513,44895,0,0,0,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1076,171588,3725,242549,Yes,4,0,4,0,Basic,Basic,0,0,0,1,0,0,9252,322,1357,674,2159,1569,710,674,976,489,14454,3728,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,744,672,744,720,744,720,744,744,720,744,720,744,78.2jjjj,109,163,38,Norwalk/Studebaker,Urban,No,No,No,1,14454,100 - 149,0
106301258,COASTAL COMMUNITIES HOSPITAL,1/1/03,12/31/03,Licensed,,"June 7, 1973",Orange,13 - Orange,General Acute Care,Investor - Corporation,Tenet Healthcare Corp,General Medical / Surgical,NO,178,2701 BRISTOL STREET,SANTA ANA,92704,714-754-5454,0,0,0,0,0,0,0,No,79,3339,14329,28835,12,1625,3952,4380,9,22,67,3285,9,192,0,1802,3285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,5178,20150,39785,0,0,0,0,23,480,6918,8395,46,57,15140,16790,0,0,0,0,178,5715,42208,64970,0,0,0,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2625,87,0,1,1,0,792,802,1031,6360,2007,177271,1559,107998,No,5,0,5,0,Basic,Basic,0,0,0,1,0,0,1573,7,4329,35,2301,160,1295,289,708,527,10206,1018,10,0,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,744,672,744,720,744,720,744,744,720,744,720,744,116g,122,167,47,Santa Ana South,Urban,No,No,No,1,10206,150 - 199,0
106190184,COLLEGE HOSPITAL,1/1/03,12/31/03,Licensed,,"April 14, 1974",Los Angeles,11 - Los Angeles,Acute Psychiatric,Investor - Corporation,,Psychiatric,NO,125,10802 COLLEGE PLACE,CERRITOS,90701,562-924-9581,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,6335,42263,45625,0,0,0,0,0,0,0,0,125,6335,42263,45625,0,0,0,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.2n,109,160,39,Cerritos/Hawaiian Gardens,Urban,No,No,No,1,0,100 - 149,0
106301155,COLLEGE HOSPITAL COSTA MESA,1/1/03,12/31/03,Licensed,,"September 5, 1968",Orange,13 - Orange,General Acute Care,Investor - individual,College Health Enterprises,Psychiatric,NO,122,301 VICTORIA STREET,COSTA MESA,92627,949-574-3317,0,0,0,0,0,0,0,Yes,37,1067,4081,13505,0,0,0,0,0,0,0,0,4,0,0,0,1460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,1067,4081,14965,0,0,0,0,81,4185,26268,29565,0,0,0,0,0,0,0,0,122,5252,30349,44530,0,0,0,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,1515,215,19524,Yes,3,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,116p,121,168,46,Costa Mesa,Urban,No,No,No,1,0,100 - 149,0
106361458,COLORADO RIVER MEDICAL CENTER,1/1/03,12/31/03,Licensed,,"August 11, 1952",San Bernardino,12 - Inland Counties,General Acute Care,Investor - Corporation,"Province Healthcare, Inc.",General Medical / Surgical,NO,49,1401 BAILEY AVENUE,NEEDLES,92363,760-329-4531,0,0,0,0,0,0,0,No,31,1914,6072,11315,4,147,271,1460,0,0,0,0,4,118,259,840,1460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,164,1903,3650,49,2343,9086,17885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,2343,9086,17885,0,0,0,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,3,0,0,0,0,0,42,100,244,586,48278,1188,66139,Yes,2,0,2,0,Standby,Standby,0,0,1,0,0,0,1847,11,2852,20,3950,296,1392,642,979,685,11020,1654,4,11,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,744,672,744,720,744,720,744,744,720,744,720,744,143,87,151,41,Big River/Needles,Frontier,No,No,No,1,11020,1 - 49,0
