OSHPD_ID,FAC_NAME,BEG_DATE,END_DATE,LIC_STATUS,LIC_STATUS_DATE,LIC_ORIG_DATE,County Name,HEALTH_SVC_AREA,LIC_CAT,LICEE_TOC,PARENT_NAME,TYPE_SVC_PRINCIPAL,TEACH_HOSP,HOSP_BED_LIC_TOTL,FAC_ADDRESS_ONE,FAC_CITY,FAC_ZIPCODE,FAC_PHONE,HOSPICE_PROG,HOSPICE_CLASS_GAC_BED,HOSPICE_CLASS_SN_BED,HOSPICE_CLASS_IC_BED,CHEM_PSY_DIS,CHEM_PSY_CENS_DAY,CHEM_PSY_BED_LIC,PSY_PROG_SHDOYL,MED_SURG_BED_LIC,MED_SURG_DIS,MED_SURG_CENS_DAY,MED_SURG_LICBED_DAY,PERINATL_BED_LIC,PERINATL_DIS,PERINATL_CENS_DAY,PERINATL_LICBED_DAY,PED_BED_LIC,PED_DIS,PED_CENS_DAY,PED_LICBED_DAY,ICU_BED_LIC,ICU_DIS,ICU_TFR_INHOSP,ICU_CENS_DAY,ICU_LICBED_DAY,CCU_BED_LIC,CCU_DIS,CCU_TFR_INHOSP,CCU_CENS_DAY,CCU_LICBED_DAY,RESP_BED_LIC,RESP_DIS,RESP_TFR_INHOSP,RESP_CENS_DAY,RESP_LICBED_DAY,BURN_BED_LIC,BURN_DIS,BURN_TFR_INHOSP,BURN_CENS_DAY,BURN_LICBED_DAY,NICU_BED_LIC,NICU_DIS,NICU_TFR_INHOSP,NICU_CENS_DAY,NICU_LICBED_DAY,REHAB_BED_LIC,REHAB_DIS,REHAB_CENS_DAY,REHAB_LICBED_DAY,GAC_BED_LIC_SUBTOTL,GAC_DIS_SUBTOTL,GAC_CENS_DAY_SUBTOTL,GAC_LICBED_DAY_SUBTOTL,CHEM_BED_LIC,CHEM_DIS,CHEM_CENS_DAY,CHEM_LICBED_DAY,PSY_BED_LIC,PSY_DIS,PSY_CENS_DAY,PSY_LICBED_DAY,SN_BED_LIC,SN_DIS,SN_CENS_DAY,SN_LICBED_DAY,IC_BED_LIC,IC_DIS,IC_CENS_DAY,IC_LICBED_DAY,HOSP_BED_LIC_TOTL,HOSP_DIS_TOTL,HOSP_CENS_DAY_TOTL,HOSP_LICBED_DAY_TOTL,CHEM_GAC_DIS,CHEM_GAC_CENS_DAY,CHEM_GAC_BED_LIC,LICENSURE_CVSURG_SVCS,CVSURG_LIC_OP_RM,CVSURG_WITH_ECBPASS_PED,CVSURG_WITHOUT_ECBPASS_PED,CVSURG_WITH_ECBPASS_ADLT,CVSURG_WITHOUT_ECBPASS_ADLT,CVSURG_WITH_ECBPASS_TOTL,CVSURG_WITHOUT_ECBPASS_TOTL,CVSURG_CABG_TOTL,CATH_CARD_RM,CATH_IP_PED_DX_VIS,CATH_IP_PED_THER_VIS,CATH_OP_PED_DX_VIS,CATH_OP_PED_THER_VIS,CATH_IP_ADLT_DX_VIS,CATH_IP_ADLT_THER_VIS,CATH_OP_ADLT_DX_VIS,CATH_OP_ADLT_THER_VIS,CATH_DX_VIS_TOTL,CATH_THER_VIS_TOTL,PACEMKR_PERM_IMPL,PTCA_ANGIOPLASTY_WITH_STENT,PTCA_ANGIOPLASTY_WITHOUT_STENT,PTBV_BALLOON,THROMBO_AGT,CATH_OTHR,CATH_TOTL,BIRTHS_LIVE_TOTL,BIRTHS_LIVE_<5LBS_8OZ,BIRTHS_LIVE_<3LBS_5OZ,ABC_PROG,ABC_LDR,ABC_LDRP,BIRTHS_LIVE_ABC,BIRTHS_LIVE_C_SEC,births_all other,NEWBORN_NURSRY_CENS_DAY,SURG_IP,OP_RM_MIN_IP,SURG_OP,OP_RM_MIN_OP,AMB_SURG_PROG,OP_RM_TOTL,OP_RM_OP_ONLY,OP_RM_IP_AND_OP,OP_RM_IP_ONLY,ED_LIC_LEVL_BEGIN,ED_LIC_LEVL_END,EMS_non-GAC,EMS_GAC None,EMS_Standby,EMS_Basic,EMS_Comp,EMSA_Trauma Ctr,EMS_MINOR_CPT_99281_TOTL_VIS,EMS_MINOR_CPT_99281_ADM_VIS,EMS_LOW/MODERATE_CPT_99282_TOTL_VIS,EMS_LOW/MODERATE_CPT_99282_ADM_VIS,EMS_MODERATE_CPT_99283_TOTL_VIS,EMS_MODERATE_CPT_99283_ADM_VIS,EMS_SEVERE_W/O_THREAT_CPT_99284_TOTL_VIS,EMS_SEVERE_W/O_THREAT_CPT_99284_ADM_VIS,EMS_SEVERE_W_THREAT_CPT_99285_TOTL_VIS,EMS_SEVERE_W_THREAT_CPT_99285_ADM_VIS,EMS_VIS_TOTL,EMS_ADM_VIS_TOTL,EMS_STATION,EMS_NON_EMERG_VIS,EMS_REGISTERS_NO_TREAT,EMS_CLOSURE_AMB_DIVERS,EMS_CLOSED_JAN_HOURS,EMS_CLOSED_FEB_HOURS,EMS_CLOSED_MAR_HOURS,EMS_CLOSED_APR_HOURS,EMS_CLOSED_MAY_HOURS,EMS_CLOSED_JUN_HOURS,EMS_CLOSED_JUL_HOURS,EMS_CLOSED_AUG_HOURS,EMS_CLOSED_SEP_HOURS,EMS_CLOSED_OCT_HOURS,EMS_CLOSED_NOV_HOURS,EMS_CLOSED_DEC_HOURS,EMS_CLOSED_TOTL_HOURS,EMSA_TRAUMA_CTR_DESIG,Level I-Trauma,Level II-Trauma,Level III-Trauma,Level IV-Trauma,EMSA_TRAUMA_PEDS_CTR_DESIG,Level I - ped,Level II - ped,Level III - ped,Level IV - ped,IC_DEV_DISBL_BED_LIC,IC_DEV_DISBL_LICBED_DAY,IC_DEV_DISBL_DIS,IC_DEV_DISBL_CENS_DAY,Level I ems visits,Level II ems visits,Level III ems visits,Level IV ems visits,ED_OP_RM_AVAIL24HRS,ED_OP_RM_AVAIL_ON_CALL,Jan hours open per month,Feb hours open per month,March hours open per month,April hours open per month,May hours open per month,June hours open per month,July hours open per month,Aug hours open per month,Sept hours open per month,Oct hours open per month,Nov hours open per month,Dec hours open per month,MED_SVC_STUDY_AREA,ASSEMBLY_DIST,SENATE_DIST,CONGRESS_DIST,MSSA English Name,MSSA Designt. Type,Non-Responder,Not in Operation,State Hospital,Non Trauma Center,Non Trauma Ctr # of Visits,Bed Size Range,ATHERECTOMY_PTCRA_ABLATION
106130699,EL CENTRO REGIONAL MEDICAL CENTER,1/1/06,12/31/06,Open,1/21/67,1/21/67,Imperial,14 - San Diego/Imperial,General Acute Care,City and/or County,,General Medical / Surgical,NO,165,1415 ROSS AVENUE,EL CENTRO,92243,760-339-7157,0,0,0,0,0,0,0,No,110,3607,17245,40150,19,1754,3547,6935,12,565,1646,4380,20,256,656,2990,7300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,146,23,834,1460,0,0,0,0,165,6328,26262,60225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,6328,26262,60225,0,0,0,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1566,49,26,No,0,0,0,729,837,2506,1093,145610,2976,205360,Yes,5,0,5,0,Basic,Basic,0,0,0,1,0,1,1534,1,8009,18,15344,85,8737,1542,2889,1751,36513,3397,20,0,1336,1,131,37,30,16,29,52,32,18,24,42,30,71,512,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,36513,,YES,744,672,744,720,744,720,744,744,720,744,720,744,48,80,40,51,El Centro/Heber/Holtville/Imperial/Seeley,Rural,No,No,No,0,0,150 - 199,0
106094002,EL DORADO COUNTY P H F,1/1/06,12/31/06,Open,1/29/88,1/29/88,El Dorado,02 - Golden Empire,Psychiatric Health Facility,City and/or County,,Psychiatric,NO,15,935-B SPRING STREET,PLACERVILLE,95667,530-621-6210,0,0,0,0,0,0,0,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,403,3308,5475,0,0,0,0,0,0,0,0,15,403,3308,5475,0,0,0,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,23.3,4,1,4,Cool/Diamond Springs/Latrobe/Pilot Hill/Placerville,Rural,No,No,No,1,0,1 - 49,0
106500867,"EMANUEL MEDICAL CENTER, INC",1/1/06,12/31/06,Open,11/5/66,11/5/66,Stanislaus,06 - North San Joaquin,General Acute Care,Non-Profit Corporation (incl. Church-related),Covenant Ministries of Benevolence,General Medical / Surgical,NO,298,825 DELBON AVENUE,TURLOCK,95380,209-667-4200,0,0,0,0,0,0,0,No,107,7424,30755,39055,28,2856,4868,10220,0,0,0,0,12,225,0,2664,4380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,334,0,1685,2190,0,0,0,0,153,10839,39972,55845,0,0,0,0,0,0,0,0,145,588,48031,52925,0,0,0,0,298,11427,88003,108770,0,0,0,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2766,66,8,No,0,0,0,711,2055,4324,5419,303240,5223,198799,Yes,6,0,6,0,Basic,Basic,0,0,0,1,0,0,10903,23,10567,40,13366,358,15821,3818,2127,1483,52784,5722,16,24341,1537,1,29,21,49,23,26,34,24,45,40,26,43,20,380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,YES,,744,672,744,720,744,720,744,744,720,744,720,744,212.1,26,12,19,Denair/Turlock,Urban,No,No,No,1,52784,200 - 299,0
106190280,ENCINO-TARZANA REGIONAL MED CTR-ENCINO,1/1/06,12/31/06,Open,11/8/54,11/8/54,Los Angeles,11 - Los Angeles,General Acute Care,Investor - Corporation,Tenet Health Corporation,General Medical / Surgical,NO,151,16237 VENTURA BOULEVARD,ENCINO,91436,818-995-5000,0,0,0,0,0,0,0,No,54,3131,16854,19710,0,0,0,0,0,0,0,0,20,86,0,774,7300,10,71,0,674,3650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,287,3858,9125,109,3575,22160,39785,0,0,0,0,14,247,3791,5110,28,19,10074,10220,0,0,0,0,151,3841,36025,55115,0,0,0,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,1041,154126,1817,175680,No,7,0,7,0,Basic,Basic,0,0,0,1,0,0,2191,12,3909,78,2072,331,950,678,597,460,9719,1559,8,0,0,1,121,178,186,56,18,22,12,37,37,17,10,35,729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,YES,744,672,744,720,744,720,744,744,720,744,720,744,78.2yy,41,23,28,Encino/Tarzana/Warner Center/Woodland Hills,Urban,No,No,No,1,9719,150 - 199,0
106190517,ENCINO-TARZANA REGIONAL MED CTR-TARZANA,1/1/06,12/31/06,Open,10/2/73,10/2/73,Los Angeles,11 - Los Angeles,General Acute Care,Investor - Corporation,Tenet HealthCare Corporation,General Medical / Surgical,NO,245,18321 CLARK STREET,TARZANA,91356,818-881-0800,0,0,0,0,0,0,0,No,150,9919,49727,54750,29,2397,7220,10585,18,928,2251,6570,17,115,0,1695,6205,10,417,0,1403,3650,0,0,0,0,0,0,0,0,0,0,21,160,0,2520,7665,0,0,0,0,245,13936,64816,89425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245,13936,64816,89425,0,0,0,CV SURG,2,0,0,122,3,122,3,105,2,0,0,0,0,695,591,342,0,1037,591,25,333,120,0,0,113,591,2253,170,25,No,0,0,0,757,1496,6118,2873,172434,4644,332178,No,9,0,9,0,Basic,Basic,0,0,0,1,0,0,5243,108,13539,359,4314,1147,2441,2243,1507,1405,27044,5262,15,0,0,1,230,257,251,192,97,32,35,47,37,31,31,69,1309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,YES,,744,672,744,720,744,720,744,744,720,744,720,744,78.2yy,41,23,27,Encino/Tarzana/Warner Center/Woodland Hills,Urban,No,No,No,1,27044,200 - 299,0
106040828,ENLOE MEDICAL CENTER - COHASSET CAMPUS,1/1/06,12/31/06,Open,6/19/64,6/19/64,Butte,01 - Northern California,General Acute Care,Non-Profit Corporation (incl. Church-related),Enloe Medical Center,Psychiatric,NO,123,560 COHASSET ROAD,CHICO,95926,530-332-7300-7400,0,0,0,0,0,0,0,No,62,0,0,24250,0,0,0,0,0,0,0,0,9,0,0,0,3285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,27535,0,0,0,0,30,847,6402,10950,22,0,0,6688,0,0,0,0,123,847,6402,45173,0,0,0,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,7.1,3,4,2,Chapmantown/Chico,Urban,No,No,No,1,0,100 - 149,0
106040962,ENLOE MEDICAL CENTER- ESPLANADE CAMPUS,1/1/06,12/31/06,Open,3/29/46,3/29/46,Butte,01 - Northern California,General Acute Care,Non-Profit Corporation (incl. Church-related),Enloe Medical Center,General Medical / Surgical,NO,208,1531 ESPLANADE,CHICO,95926,530-332-7300-7400,0,0,0,0,0,0,0,No,149,10493,44567,52698,18,1766,3106,6570,4,287,734,3147,18,216,1331,4610,6570,15,76,545,1663,5475,0,0,0,0,0,0,0,0,0,0,4,32,69,400,1460,0,0,0,0,208,12870,55080,75920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,12870,55080,75920,0,0,0,CV SURG,2,0,0,133,176,133,176,233,2,0,0,0,0,473,517,545,317,1018,834,238,466,42,0,0,88,834,1745,67,10,No,0,0,0,465,1280,3158,4460,642310,6064,362829,Yes,12,4,8,0,Basic,Basic,0,0,0,1,0,1,35,1,1032,4,9041,45,8382,311,13305,4937,31795,5298,24,0,1623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,31795,0,0,YES,,744,672,744,720,744,720,744,744,720,744,720,744,7.1,3,4,2,Chapmantown/Chico,Urban,No,No,No,0,0,200 - 299,0
106044011,ENLOE REHABILITATION CENTER,1/1/06,12/31/06,Open,5/14/91,5/14/91,Butte,01 - Northern California,General Acute Care,Non-Profit Corporation (incl. Church-related),Enloe Medical Center,Physical Rehabilitation,NO,60,340 WEST EAST AVENUE,CHICO,95926,530-332-7300-7400,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,590,8216,21900,60,590,8216,21900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,590,8216,21900,0,0,0,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,7.1,3,4,2,Chapmantown/Chico,Urban,No,No,No,1,0,50 - 99,0
106474007,FAIRCHILD MEDICAL CENTER,1/1/06,12/31/06,Open,7/11/97,7/11/97,Siskiyou,01 - Northern California,General Acute Care,Non-Profit Corporation (incl. Church-related),"Siskiyou Hospital, Inc.",General Medical / Surgical,NO,28,444 BRUCE STREET,YREKA,96097,530-842-4121,0,0,0,0,0,0,0,No,24,1558,4135,8760,0,0,0,0,0,0,0,0,4,151,0,568,1460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1709,4703,10220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1709,4703,10220,0,0,0,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,7,0,Yes,1,0,162,65,3,452,609,75663,934,69347,No,4,0,4,0,Basic,Basic,0,0,0,1,0,1,929,11,6761,246,4373,796,491,165,36,16,12590,1234,5,7690,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12590,0,,YES,744,672,744,720,744,720,744,744,720,744,720,744,195,2,4,2,Gazelle/Grenada/Hilt/Hornbrook/Yreka,Rural,No,No,No,0,0,1 - 49,0
706301781,FAIRVIEW DEVELOPMENTAL CENTER,1/1/06,12/31/06,Open,3/31/59,3/31/59,Orange,13 - Orange,General Acute Care,State,,Developmentally Disabled,NO,1218,2501 HARBOR BOULEVARD,COSTA MESA,92626,714-957-5000,0,0,0,0,0,0,0,No,30,2,12,10950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,2,12,10950,0,0,0,0,0,0,0,0,396,11,2027,144540,0,0,0,0,1218,66,12021,444570,0,0,0,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,792,289080,53,9982,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,116p,68,35,46,Costa Mesa,Urban,No,No,Yes,1,0,500+,0
106370705,FALLBROOK HOSPITAL DISTRICT,1/1/06,12/31/06,Open,12/19/60,12/19/60,San Diego,14 - San Diego/Imperial,General Acute Care,Investor - Corporation,Community Health Systems,General Medical / Surgical,NO,140,624 EAST ELDER STREET,FALLBROOK,92028,760-728-1191,1,1,1,0,0,0,0,No,35,1889,6115,12775,4,580,1173,1460,0,0,0,0,4,189,0,1115,1460,4,0,0,0,1460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,2658,8403,17155,0,0,0,0,0,0,0,0,93,0,0,33945,0,0,0,0,140,2658,8403,51100,0,0,0,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,555,13,0,No,0,0,0,154,401,936,1003,90092,1400,80070,No,2,0,2,0,Basic,Basic,0,0,0,1,0,0,165,0,6084,40,2083,1162,833,163,0,0,9165,1365,7,165,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,YES,744,672,744,720,744,720,744,744,720,744,720,744,160,66,36,49,Bonsall/Camp Pendleton/Fallbrook/Live Oak Park/Rainbow/San Luis Rey Heights/Winterwarm,Rural,No,No,No,1,9165,100 - 149,0
106040875,FEATHER RIVER HOSPITAL,1/1/06,12/31/06,Open,3/5/51,3/5/51,Butte,01 - Northern California,General Acute Care,Non-Profit Corporation (incl. Church-related),Adventist Health,General Medical / Surgical,NO,122,5974 PENTZ ROAD,PARADISE,95969,530-877-9361,1,1,1,0,0,0,0,No,74,3416,14784,27010,15,786,2388,5475,0,0,0,0,12,322,565,2598,4380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,4524,19770,36865,0,0,0,0,0,0,0,0,21,266,3865,7665,0,0,0,0,122,4790,23635,44530,0,0,0,CATH LAB,0,0,0,0,0,0,0,0,1,0,0,0,0,193,85,176,16,369,101,74,0,0,0,0,27,101,771,22,1,Yes,0,1,569,202,0,1708,1377,171752,1945,142220,Yes,4,0,4,0,Basic,Basic,0,0,0,1,0,0,2065,3,4466,21,3969,96,6128,1878,1239,909,17867,2907,7,0,468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,YES,744,672,744,720,744,720,744,744,720,744,720,744,8,3,4,2,Magalia/Paradise/Stirling City,Rural,No,No,No,1,17867,100 - 149,0
106190298,FOOTHILL PRESBYTERIAN HOSPITAL-JOHNSTON MEMORIAL,1/1/06,12/31/06,Open,3/26/73,3/26/73,Los Angeles,11 - Los Angeles,General Acute Care,Non-Profit Corporation (incl. Church-related),Citrus Valley Health Partners,General Medical / Surgical,NO,105,250 SOUTH GRAND AVENUE,GLENDORA,91741,626-963-8411,0,0,0,0,0,0,0,No,74,3869,14134,27010,13,727,1661,4745,0,0,0,0,9,273,490,2226,3285,9,252,452,2054,3285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,5121,20075,38325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,5121,20075,38325,0,0,0,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,680,24,0,Yes,0,1,417,263,0,1419,1385,100927,1902,116186,Yes,5,0,5,0,Basic,Basic,0,0,0,1,0,0,2791,8,6373,25,5405,123,8338,3272,30,13,22937,3441,11,0,656,1,400,303,333,134,103,110,164,77,112,113,104,130,2083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,YES,744,672,744,720,744,720,744,744,720,744,720,744,78.2qq,59,29,26,Asuza/Charter Oak/Covina,Urban,No,No,No,1,22937,100 - 149,0
106301175,FOUNTAIN VALLEY RGNL HOSP AND MED CTR - EUCLID,1/1/06,12/31/06,Open,11/1/71,11/1/71,Orange,13 - Orange,General Acute Care,Investor - Corporation,Tenet Healthcare Corporation,General Medical / Surgical,NO,293,17100 EUCLID STREET,FOUNTAIN VALLEY,92708,714-966-7200-8011,0,0,0,0,0,0,0,No,203,9880,44101,74095,18,3648,10082,6570,13,1430,4203,4745,36,553,1436,9507,13140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,426,8,6791,8395,0,0,0,0,293,15937,74684,106945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293,15937,74684,106945,0,0,0,CV SURG,3,0,0,114,0,114,0,95,3,0,0,0,0,808,397,510,250,1318,647,86,396,68,0,6,0,556,3536,181,45,No,0,0,0,1114,2422,7704,3618,564322,3377,351504,Yes,13,4,9,0,Basic,Basic,0,0,0,1,0,0,4643,41,10924,283,6033,1203,6814,2940,5206,3450,33620,7917,20,6625,619,1,1,76,0,8,7,1,5,13,8,6,6,21,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,YES,744,672,744,720,744,720,744,744,720,744,720,744,116j,68,35,46,Fountain Valley/Huntington Beach Central,Urban,No,No,No,1,33620,200 - 299,0
106304039,FOUNTAIN VALLEY RGNL HOSP AND MED CTR - WARNER,1/1/06,12/31/06,Open,3/29/90,3/29/90,Orange,13 - Orange,General Acute Care,,,,NO,107,,,,,,,,,,,,,107,,,39055,0,,,0,0,,,0,0,,,,0,,,,,,,,,,,,,,,,0,,,,0,0,,,0,107,,,39055,0,,,0,0,,,0,0,,,0,,,,,,,,39055,,,,NEITHER,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,0,,,0,,,,,,,,,,,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,116j,68,35,46,Fountain Valley/Huntington Beach Central,Urban,Yes,No,No,1,0,100 - 149,
106230949,FRANK R HOWARD MEMORIAL HOSPITAL,1/1/06,12/31/06,Open,1/1/47,1/1/47,Mendocino,01 - Northern California,General Acute Care,Non-Profit Corporation (incl. Church-related),,General Medical / Surgical,NO,38,1 MADRONE STREET,WILLITS,95490,707-456-3007,0,0,0,0,0,0,0,No,34,1163,4367,12410,0,0,0,0,0,0,0,0,4,46,49,276,1460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,1209,4643,13870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,1209,4643,13870,0,0,0,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,No,0,0,0,0,1,0,636,69620,669,50810,No,2,0,2,0,Standby,Standby,0,0,1,0,0,0,91,0,4558,0,5117,0,0,0,645,645,10411,645,5,0,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,YES,744,672,744,720,744,720,744,744,720,744,720,744,91,1,2,1,Brooktrails/Pine Mountain/Willits,Rural,No,No,No,1,10411,1 - 49,0
106014034,FREMONT HOSPITAL,1/1/06,12/31/06,Open,2/16/90,2/16/90,Alameda,05 - East Bay,Acute Psychiatric,Investor - Corporation,"Psychiatric Solutions, Inc",Psychiatric,NO,80,39001 SUNDALE DRIVE,FREMONT,94538,510-796-1100,0,0,0,0,0,0,0,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,2849,25169,28532,0,0,0,0,0,0,0,0,80,2849,25169,28532,0,0,0,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,2j,20,10,13,Centerville/Fremont West/Irvington/Newark East Central,Urban,No,No,No,1,0,50 - 99,0
106510882,FREMONT MEDICAL CENTER,1/1/06,12/31/06,Open,11/1/03,7/22/59,Sutter,02 - Golden Empire,General Acute Care,Non-Profit Corporation (incl. Church-related),Fremont Rideout Health Group,General Medical / Surgical,NO,132,970 PLUMAS STREET,YUBA CITY,95991,530-751-4000,0,0,0,0,0,0,0,No,90,5480,19046,32850,16,2297,5690,5840,14,669,1712,5110,8,60,173,822,2920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,59,146,526,1460,0,0,0,0,132,8565,27796,48180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,8565,27796,48180,0,0,0,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2306,89,13,No,0,0,0,694,1612,5027,1109,127239,1326,97436,Yes,4,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,YES,0,0,0,0,0,0,0,0,0,0,0,0,216,2,4,2,Meridian/Robbins/Yuba City,Rural,No,No,No,1,0,100 - 149,0
