OSHPD_ID,FAC_NAME,BEG_DATE,END_DATE,LIC_STATUS,LIC_STATUS_DATE,LIC_ORIG_DATE,County Name,HEALTH_SVC_AREA,LIC_CAT,LICEE_TOC,PARENT_NAME,TYPE_SVC_PRINCIPAL,TEACH_HOSP,HOSP_BED_LIC_TOTL,FAC_ADDRESS_ONE,FAC_CITY,FAC_ZIPCODE,FAC_PHONE,HOSPICE_PROG,HOSPICE_CLASS_GAC_BED,HOSPICE_CLASS_SN_BED,HOSPICE_CLASS_IC_BED,CHEM_PSY_DIS,CHEM_PSY_CENS_DAY,CHEM_PSY_BED_LIC,PSY_PROG_SHDOYL,MED_SURG_BED_LIC,MED_SURG_DIS,MED_SURG_CENS_DAY,MED_SURG_LICBED_DAY,PERINATL_BED_LIC,PERINATL_DIS,PERINATL_CENS_DAY,PERINATL_LICBED_DAY,PED_BED_LIC,PED_DIS,PED_CENS_DAY,PED_LICBED_DAY,ICU_BED_LIC,ICU_DIS,ICU_TFR_INHOSP,ICU_CENS_DAY,ICU_LICBED_DAY,CCU_BED_LIC,CCU_DIS,CCU_TFR_INHOSP,CCU_CENS_DAY,CCU_LICBED_DAY,RESP_BED_LIC,RESP_DIS,RESP_TFR_INHOSP,RESP_CENS_DAY,RESP_LICBED_DAY,BURN_BED_LIC,BURN_DIS,BURN_TFR_INHOSP,BURN_CENS_DAY,BURN_LICBED_DAY,NICU_BED_LIC,NICU_DIS,NICU_TFR_INHOSP,NICU_CENS_DAY,NICU_LICBED_DAY,REHAB_BED_LIC,REHAB_DIS,REHAB_CENS_DAY,REHAB_LICBED_DAY,GAC_BED_LIC_SUBTOTL,GAC_DIS_SUBTOTL,GAC_CENS_DAY_SUBTOTL,GAC_LICBED_DAY_SUBTOTL,CHEM_BED_LIC,CHEM_DIS,CHEM_CENS_DAY,CHEM_LICBED_DAY,PSY_BED_LIC,PSY_DIS,PSY_CENS_DAY,PSY_LICBED_DAY,SN_BED_LIC,SN_DIS,SN_CENS_DAY,SN_LICBED_DAY,IC_BED_LIC,IC_DIS,IC_CENS_DAY,IC_LICBED_DAY,HOSP_BED_LIC_TOTL,HOSP_DIS_TOTL,HOSP_CENS_DAY_TOTL,HOSP_LICBED_DAY_TOTL,CHEM_GAC_DIS,CHEM_GAC_CENS_DAY,CHEM_GAC_BED_LIC,LICENSURE_CVSURG_SVCS,CVSURG_LIC_OP_RM,CVSURG_WITH_ECBPASS_PED,CVSURG_WITHOUT_ECBPASS_PED,CVSURG_WITH_ECBPASS_ADLT,CVSURG_WITHOUT_ECBPASS_ADLT,CVSURG_WITH_ECBPASS_TOTL,CVSURG_WITHOUT_ECBPASS_TOTL,CVSURG_CABG_TOTL,CATH_CARD_RM,CATH_IP_PED_DX_VIS,CATH_IP_PED_THER_VIS,CATH_OP_PED_DX_VIS,CATH_OP_PED_THER_VIS,CATH_IP_ADLT_DX_VIS,CATH_IP_ADLT_THER_VIS,CATH_OP_ADLT_DX_VIS,CATH_OP_ADLT_THER_VIS,CATH_DX_VIS_TOTL,CATH_THER_VIS_TOTL,PACEMKR_PERM_IMPL,PTCA_ANGIOPLASTY_WITH_STENT,PTCA_ANGIOPLASTY_WITHOUT_STENT,PTBV_BALLOON,THROMBO_AGT,CATH_OTHR,CATH_TOTL,BIRTHS_LIVE_TOTL,BIRTHS_LIVE_<5LBS_8OZ,BIRTHS_LIVE_<3LBS_5OZ,ABC_PROG,ABC_LDR,ABC_LDRP,BIRTHS_LIVE_ABC,BIRTHS_LIVE_C_SEC,births_all other,NEWBORN_NURSRY_CENS_DAY,SURG_IP,OP_RM_MIN_IP,SURG_OP,OP_RM_MIN_OP,AMB_SURG_PROG,OP_RM_TOTL,OP_RM_OP_ONLY,OP_RM_IP_AND_OP,OP_RM_IP_ONLY,ED_LIC_LEVL_BEGIN,ED_LIC_LEVL_END,EMS_non-GAC,EMS_GAC None,EMS_Standby,EMS_Basic,EMS_Comp,EMSA_Trauma Ctr,EMS_MINOR_CPT_99281_TOTL_VIS,EMS_MINOR_CPT_99281_ADM_VIS,EMS_LOW/MODERATE_CPT_99282_TOTL_VIS,EMS_LOW/MODERATE_CPT_99282_ADM_VIS,EMS_MODERATE_CPT_99283_TOTL_VIS,EMS_MODERATE_CPT_99283_ADM_VIS,EMS_SEVERE_W/O_THREAT_CPT_99284_TOTL_VIS,EMS_SEVERE_W/O_THREAT_CPT_99284_ADM_VIS,EMS_SEVERE_W_THREAT_CPT_99285_TOTL_VIS,EMS_SEVERE_W_THREAT_CPT_99285_ADM_VIS,EMS_VIS_TOTL,EMS_ADM_VIS_TOTL,EMS_STATION,EMS_NON_EMERG_VIS,EMS_REGISTERS_NO_TREAT,EMS_CLOSURE_AMB_DIVERS,EMS_CLOSED_JAN_HOURS,EMS_CLOSED_FEB_HOURS,EMS_CLOSED_MAR_HOURS,EMS_CLOSED_APR_HOURS,EMS_CLOSED_MAY_HOURS,EMS_CLOSED_JUN_HOURS,EMS_CLOSED_JUL_HOURS,EMS_CLOSED_AUG_HOURS,EMS_CLOSED_SEP_HOURS,EMS_CLOSED_OCT_HOURS,EMS_CLOSED_NOV_HOURS,EMS_CLOSED_DEC_HOURS,EMS_CLOSED_TOTL_HOURS,EMSA_TRAUMA_CTR_DESIG,Level I-Trauma,Level II-Trauma,Level III-Trauma,Level IV-Trauma,EMSA_TRAUMA_PEDS_CTR_DESIG,Level I - ped,Level II - ped,Level III - ped,Level IV - ped,IC_DEV_DISBL_BED_LIC,IC_DEV_DISBL_LICBED_DAY,IC_DEV_DISBL_DIS,IC_DEV_DISBL_CENS_DAY,Level I ems visits,Level II ems visits,Level III ems visits,Level IV ems visits,ED_OP_RM_AVAIL24HRS,ED_OP_RM_AVAIL_ON_CALL,Jan hours open per month,Feb hours open per month,March hours open per month,April hours open per month,May hours open per month,June hours open per month,July hours open per month,Aug hours open per month,Sept hours open per month,Oct hours open per month,Nov hours open per month,Dec hours open per month,MED_SVC_STUDY_AREA,ASSEMBLY_DIST,SENATE_DIST,CONGRESS_DIST,MSSA English Name,MSSA Designt. Type,Non-Responder,Not in Operation,State Hospital,Non Trauma Center,Non Trauma Ctr # of Visits,Bed Size Range,ATHERECTOMY_PTCRA_ABLATION
206190788,LITTLE CO OF MARY SUBACUTE CARE CTR-SOUTH BAY,1/1/06,12/31/06,Open,7/17/72,7/17/72,Los Angeles,11 - Los Angeles,General Acute Care,Non-Profit Corporation (incl. Church-related),PROVIDENCE HEALTH SYSTEM - SO. CALIFORNIA,Long-Term Care (SN/IC),NO,200,3620 WEST LOMITA BOULEVARD,TORRANCE,90505,310-378-8587,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,276,42662,73000,0,0,0,0,200,276,42662,73000,0,0,0,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,78.2aaaa,53,28,36,Harbor Gateway South/Lomita/Torrance East Central,Urban,No,No,No,1,0,200 - 299,0
106190680,LITTLE COMPANY OF MARY - SAN PEDRO HOSPITAL,1/1/06,12/31/06,Open,1/1/46,1/1/46,Los Angeles,11 - Los Angeles,General Acute Care,Non-Profit Corporation (incl. Church-related),PROVIDENCE HEALTH SYSTEM - SO CALIFORNIA,General Medical / Surgical,NO,359,1300 WEST SEVENTH STREET,SAN PEDRO,90732,310-832-3311,0,0,0,0,0,0,0,No,104,3877,14325,37960,22,879,2172,8030,0,0,0,0,12,221,307,2571,4380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,331,5431,7300,158,5308,24499,57670,48,603,5479,17520,25,666,7749,9125,128,670,11526,46720,0,0,0,0,359,7247,49253,131035,0,0,0,CATH LAB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,884,28,15,No,0,0,0,0,884,1900,1004,163185,1118,112200,No,6,0,6,0,Basic,Basic,0,0,0,1,0,0,2361,8,8121,11,11493,87,7277,2811,826,697,30078,3614,16,2353,655,1,76,113,111,61,22,17,47,37,34,27,22,51,618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,YES,744,672,744,720,744,720,744,744,720,744,720,744,78.2o,54,28,36,Miraleste/Palo Verdes Estates/Portuguese Bend/Rancho Palos Verdes/Rolling Hills/San Pedro West,Urban,No,No,No,1,30078,300 - 499,0
106190470,LITTLE COMPANY OF MARY HOSPITAL,1/1/06,12/31/06,Open,12/21/59,12/21/59,Los Angeles,11 - Los Angeles,General Acute Care,Non-Profit Corporation (incl. Church-related),PROVIDENT HEALTH SYSTEM - SO CALIFORNIA,General Medical / Surgical,NO,434,4101 TORRANCE BOULEVARD,TORRANCE,90503,310-540-7676,0,0,0,0,0,0,0,No,185,11575,43145,67525,35,2399,7012,12775,13,467,831,4745,28,576,751,7569,10220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,173,72,3528,4380,0,0,0,0,273,15190,62085,99645,0,0,0,0,0,0,0,0,161,2871,29356,58765,0,0,0,0,434,18061,91441,158410,0,0,0,CV SURG,2,0,0,91,20,91,20,48,3,0,0,0,0,878,642,389,81,1267,723,110,500,51,2,0,57,723,2433,153,37,No,0,0,0,815,1618,5403,3563,578310,3821,367125,No,15,3,12,0,Basic,Basic,0,0,0,1,0,0,1307,2,11072,5,11139,31,22183,4243,5388,5035,51089,9316,29,12374,1951,1,132,130,126,54,69,44,104,151,55,104,80,102,1151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,YES,,744,672,744,720,744,720,744,744,720,744,720,744,78.2u,53,28,36,Redondo Beach Central and South/Torrance West Central,Urban,No,No,No,1,51089,300 - 499,3
106390923,LODI MEMORIAL HOSPITAL,1/1/06,12/31/06,Open,4/2/52,4/2/52,San Joaquin,06 - North San Joaquin,General Acute Care,Non-Profit Corporation (incl. Church-related),"LODI MEMORIAL HOSPITAL ASSOCIATION, INC",General Medical / Surgical,NO,107,975 SOUTH FAIRMONT AVENUE,LODI,95240-5179,209-334-3411,0,0,0,0,0,0,0,No,79,5787,23594,26067,18,1454,2946,6570,0,0,0,0,10,281,0,2868,3650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,7522,29408,36287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,7522,29408,36287,0,0,0,CATH LAB,0,0,0,0,0,0,0,0,1,0,0,0,0,94,0,48,0,142,0,0,0,0,0,0,0,0,1404,55,5,Yes,1,0,837,567,0,2538,1778,200571,2350,149707,No,6,0,6,0,Basic,Basic,0,0,0,1,0,0,229,5,2605,17,5816,209,8349,2409,3514,2037,20513,4677,16,0,903,1,0,0,0,0,0,1,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,YES,744,672,744,720,744,720,744,744,720,744,720,744,166,10,14,11,Lodi,Urban,No,No,No,1,20513,100 - 149,0
106390922,LODI MEMORIAL HOSPITAL - WEST,1/1/06,12/31/06,Open,6/20/67,6/20/67,San Joaquin,06 - North San Joaquin,General Acute Care,Non-Profit Corporation (incl. Church-related),"LODI MEMORIAL HOSPITAL ASSOCIATION, INC",Long-Term Care (SN/IC),NO,71,800 SO. LOWER SACRAMENTO ROAD,LODI,95242-3639,209-334-3411,0,0,0,0,0,0,0,No,11,149,1186,4015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,152,1948,8760,35,301,3134,12775,0,0,0,0,0,0,0,0,36,93,10613,13140,0,0,0,0,71,394,13747,25915,0,0,0,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,166,10,14,11,Lodi,Urban,No,No,No,1,0,50 - 99,0
106361245,LOMA LINDA UNIV. MED. CENTER EAST CAMPUS HOSPITAL,1/1/06,12/31/06,Open,9/19/72,9/19/72,San Bernardino,12 - Inland Counties,General Acute Care,Non-Profit Corporation (incl. Church-related),Loma Linda University Adventist Health Sciences Center,General Medical / Surgical,NO,114,25333 BARTON ROAD,LOMA LINDA,92354,909-558-4000,0,0,0,0,0,0,0,No,69,2689,10425,25185,0,0,0,0,0,0,0,0,8,80,293,945,2920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,568,9233,13505,114,3337,20603,41610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,3337,20603,41610,0,0,0,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,1292,147086,2179,250444,No,5,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,151i,63,31,41,Colton Southeast/Grand Terrace/Loma Linda/Redlands North,Urban,No,No,No,1,0,100 - 149,0
106364014,LOMA LINDA UNIVERSITY BEHAVORIAL MEDICINE CENTER,1/1/06,12/31/06,Open,1/16/88,1/16/88,San Bernardino,12 - Inland Counties,Acute Psychiatric,Non-Profit Corporation (incl. Church-related),Loma Linda University Behvioral Medicine Center,Psychiatric,NO,107,1710 BARTON ROAD,REDLANDS,92373,909-558-9207,0,0,0,0,728,5055,18,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,3633,27010,38785,0,0,0,0,0,0,0,0,107,3633,27010,38785,0,0,0,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,151i,63,31,41,Colton Southeast/Grand Terrace/Loma Linda/Redlands North,Urban,No,No,No,1,0,100 - 149,0
106361246,LOMA LINDA UNIVERSITY MEDICAL CENTER,1/1/06,12/31/06,Open,1/1/46,1/1/46,San Bernardino,12 - Inland Counties,General Acute Care,Non-Profit Corporation (incl. Church-related),Loma Linda University Adventist Health Sciences Center,General Medical / Surgical,YES,682,11234 ANDERSON STREET,LOMA LINDA,92354,909-558-4000,0,0,0,0,0,0,0,No,302,16102,80393,110230,35,1011,5823,12775,84,5127,22754,29164,189,6957,6101,54616,68985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,842,248,25734,26280,0,0,0,0,682,30039,189320,247434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,682,30039,189320,247434,0,0,0,CV SURG,16,245,72,542,23,787,95,366,4,47,160,316,0,790,639,1221,0,2374,799,140,355,36,20,0,248,799,2919,298,73,No,0,0,0,830,2089,5895,11176,2138730,11596,800933,Yes,28,0,28,0,Basic,Basic,0,0,0,1,0,1,3245,33,8186,151,14341,1587,11894,4080,11224,7002,48890,12853,49,0,2895,1,400,353,276,283,353,315,420,394,333,331,297,306,4061,1,1,0,0,0,1,1,0,0,0,0,0,0,0,48890,0,0,0,YES,,744,672,744,720,744,720,744,744,720,744,720,744,151i,63,31,41,Colton Southeast/Grand Terrace/Loma Linda/Redlands North,Urban,No,No,No,0,0,500+,0
106420491,LOMPOC HEALTHCARE DISTRICT,1/1/06,12/31/06,Open,1/1/46,1/1/46,Santa Barbara,10 - Santa Barbara/Ventura,General Acute Care,District,Lompoc Healthcare District,General Medical / Surgical,NO,170,508 EAST HICKORY,LOMPOC,93436,805-737-3300,1,0,1,0,0,0,0,No,46,1811,6094,16790,10,550,1236,3650,0,0,0,0,4,118,195,1025,1460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,2479,8355,21900,0,0,0,0,0,0,0,0,110,217,38434,40150,0,0,0,0,170,2696,46789,62050,0,0,0,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,457,13,2,No,0,0,0,110,347,1064,611,86759,3071,174648,No,4,0,4,0,Basic,Basic,0,0,0,1,0,0,1688,20,8684,316,2368,431,2520,846,1899,825,17159,2438,8,2294,616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,YES,744,672,744,720,744,720,744,744,720,744,720,744,179,33,19,24,Lompoc/Mission Hills/Vandenberg,Rural,No,No,No,1,17159,150 - 199,0
106190525,LONG BEACH MEMORIAL MEDICAL CENTER,1/1/06,12/31/06,Open,7/1/60,7/1/60,Los Angeles,11 - Los Angeles,General Acute Care,Non-Profit Corporation (incl. Church-related),Memorial Health Services,General Medical / Surgical,YES,462,2801 ATLANTIC AVENUE,LONG BEACH,90806,562-933-2000,0,0,0,0,0,0,0,No,317,19497,85912,115705,0,0,0,0,0,310,1089,0,61,2965,3603,18984,22265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,638,8988,15330,420,23410,114973,153300,0,0,0,0,0,0,0,0,42,494,5509,15330,0,0,0,0,462,23904,120482,168630,0,0,0,CV SURG,3,0,0,372,65,372,65,257,4,0,0,0,0,1552,842,680,81,2232,923,402,772,189,0,0,155,1534,0,0,0,No,0,0,0,0,0,0,6837,1157160,7029,638438,Yes,22,0,22,0,Basic,Basic,0,0,0,1,0,1,154,14,5557,19,15044,1619,19644,6944,9054,6447,49453,15043,44,0,3463,1,20,10,0,0,0,0,0,5,0,0,10,25,70,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,49453,0,0,YES,,744,672,744,720,744,720,744,744,720,744,720,744,78.2lll,54,27,37,Bixby Knolls/Long Beach Central,Urban,No,No,No,0,0,300 - 499,16
106301248,LOS ALAMITOS MEDICAL CENTER,1/1/06,12/31/06,Open,11/22/68,11/22/68,Orange,13 - Orange,General Acute Care,Investor - Corporation,"Tenet Healthsystems, Inc.",General Medical / Surgical,NO,167,3751 KATELLA AVENUE,LOS ALAMITOS,90720,562-598-1311,0,0,0,0,0,0,0,No,113,6454,26229,41245,12,1720,4145,4380,0,0,0,0,9,227,578,2595,3285,8,250,555,2479,2920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,8651,35448,51830,0,0,0,0,25,385,6707,9125,0,0,0,0,0,0,0,0,167,9036,42155,60955,0,0,0,CATH LAB,0,0,0,0,0,0,0,0,1,0,0,0,0,234,168,107,43,341,211,113,76,22,0,0,0,211,1687,63,4,No,0,0,0,491,1196,3744,1935,262235,4548,336448,Yes,6,0,6,0,Basic,Basic,0,0,0,1,0,0,3581,8,8340,78,4033,793,4096,851,7207,3930,27257,5660,12,0,596,1,103,122,88,99,47,24,25,33,19,16,21,38,635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,YES,744,672,744,720,744,720,744,744,720,744,720,744,116e,67,35,40,Cypress/Los Alamitos/Rossmoor,Urban,No,No,No,1,27257,150 - 199,0
106191227,LOS ANGELES CO HARBOR-UCLA MEDICAL CENTER,1/1/06,12/31/06,Open,7/1/53,7/1/53,Los Angeles,11 - Los Angeles,General Acute Care,City and/or County,"LOS ANGELES COUNTY, DEPARTMENT OF HEALTH SERVICES",General Medical / Surgical,YES,570,1000 WEST CARSON STREET,TORRANCE,90502,310-222-2101,0,0,0,0,0,0,0,Yes,354,15228,76335,129210,50,1393,4323,18250,34,2461,7435,12410,44,1061,2507,15540,16060,6,226,441,2072,2190,8,0,0,0,2920,0,0,0,0,0,35,103,208,3760,7150,0,0,0,0,531,20472,109465,188190,0,0,0,0,39,861,13533,14235,0,0,0,0,0,0,0,0,570,21333,122998,202425,0,0,0,CV SURG,1,0,0,174,4,174,4,100,1,0,0,0,0,1222,0,269,656,1491,656,90,412,0,0,0,154,656,1077,93,21,No,0,0,0,204,873,4504,6702,1159840,2604,276901,Yes,11,0,11,0,Basic,Basic,0,0,0,1,0,1,384,0,7158,870,44308,10447,6174,3917,6750,870,64774,16104,52,0,8167,1,625,607,591,427,441,485,483,393,403,458,402,350,5665,1,1,0,0,0,0,0,0,0,0,0,0,0,0,64774,0,0,0,YES,,744,672,744,720,744,720,744,744,720,744,720,744,78.2aaaa,55,28,36,Harbor Gateway South/Lomita/Torrance East Central,Urban,No,No,No,0,0,500+,0
106191230,LOS ANGELES CO MARTIN LUTHER KING JR/DREW MED CTR,1/1/06,12/31/06,Open,3/27/72,3/27/72,Los Angeles,11 - Los Angeles,General Acute Care,City and/or County,,General Medical / Surgical,YES,537,12021 WILMINGTON AVENUE,LOS ANGELES,90059,310-668-5201,0,0,0,0,0,0,0,Yes,215,6701,33308,78475,90,707,2182,32850,54,867,2956,19710,53,266,1507,7389,19345,6,95,295,1730,2190,0,0,0,0,0,0,0,0,0,0,43,314,50,3724,15695,0,0,0,0,461,8950,51289,168265,0,0,0,0,76,317,7174,27740,0,0,0,0,0,0,0,0,537,9267,58463,196005,0,0,0,CATH LAB,0,0,0,0,0,0,0,0,1,0,0,0,0,109,0,19,0,128,0,0,0,0,0,0,0,0,578,71,15,No,0,0,0,189,389,792,924,127417,2354,144687,Yes,5,0,5,0,Basic,Basic,0,0,0,1,0,1,9462,0,14742,1141,13250,0,5749,5370,1058,202,44261,6713,27,13477,2956,1,391,468,456,349,357,319,447,411,333,293,424,235,4483,1,1,0,0,0,0,0,0,0,0,0,0,0,0,44261,0,0,0,YES,,744,672,744,720,744,720,744,744,720,744,720,744,78.2aaa,52,25,37,Watts/Willowbrook,Urban,No,No,No,0,0,500+,0
106191228,LOS ANGELES CO USC MEDICAL CENTER,1/1/06,12/31/06,Open,1/1/53,1/1/53,Los Angeles,11 - Los Angeles,General Acute Care,City and/or County,Los Angels County Department of Health Services,General Medical / Surgical,YES,1395,1200 NORTH STATE STREET,LOS ANGELES,90033,323-226-2800,0,0,0,0,0,0,0,Yes,951,28816,157029,347115,67,2146,7991,24455,135,2550,9961,49275,80,758,2657,18118,29200,16,729,628,5430,5840,0,0,0,0,0,34,340,176,4110,12410,52,467,164,7900,18980,0,0,0,0,1335,35806,210539,487275,0,0,0,0,60,660,17021,21900,0,0,0,0,0,0,0,0,1395,36466,227560,509175,0,0,0,CV SURG,2,0,11,213,6,213,17,95,1,0,0,0,0,469,368,143,105,612,473,44,391,7,7,0,16,473,1435,170,67,No,0,0,0,511,924,3020,9880,2089636,3767,523222,Yes,31,0,31,0,Comprehensive,Comprehensive,0,0,0,0,1,1,37416,88,17040,457,68098,4048,31323,7354,40192,20489,194069,32436,60,49579,12481,1,565,504,580,461,409,382,588,565,554,365,302,231,5506,1,1,0,0,0,0,0,0,0,0,0,0,0,0,194069,0,0,0,YES,,744,672,744,720,744,720,744,744,720,744,720,744,78.2ffff,46,24,34,Boyle Heights Northwest/Chinatown/Downtown Northwest/Little Tokyo/Westlake,Urban,No,No,No,0,0,500+,8
106190198,LOS ANGELES COMMUNITY HOSPITAL,1/1/06,12/31/06,Open,10/24/57,10/24/57,Los Angeles,11 - Los Angeles,General Acute Care,Investor - Corporation,"Alta Healthcare System, Inc",General Medical / Surgical,NO,130,4081 EAST OLYMPIC BOULEVARD,LOS ANGELES,90023,323-267-0477,0,0,0,0,0,0,0,No,66,3390,14131,24090,16,446,1126,5840,12,1147,3810,4380,6,118,260,1746,2190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,5101,20813,36500,0,0,0,0,0,0,0,0,30,59,9989,10950,0,0,0,0,130,5160,30802,47450,0,0,0,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,459,15,2,No,0,0,0,253,206,1126,1124,40298,508,15341,No,3,0,3,0,Standby,Standby,0,0,1,0,0,0,119,0,1727,228,3929,1435,111,57,14,10,5900,1730,3,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,YES,744,672,744,720,744,720,744,744,720,744,720,744,78.2d,58,30,34,City Terrace East/East Los Angeles,Urban,No,No,No,1,5900,100 - 149,0
106191231,LOS ANGELES COUNTY OLIVE VIEW-UCLA MEDICAL CENTER,1/1/06,12/31/06,Open,10/20/59,10/20/59,Los Angeles,11 - Los Angeles,General Acute Care,City and/or County,,General Medical / Surgical,YES,377,14445 OLIVE VIEW DRIVE,SYLMAR,91342,818-364-1555,0,0,0,0,0,0,0,Yes,170,10585,40829,62050,29,1187,4123,10585,32,140,369,11680,42,250,1038,4394,15330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,439,109,5102,8760,0,0,0,0,297,12601,54817,108405,0,0,0,0,80,939,13641,29200,0,0,0,0,0,0,0,0,377,13540,68458,137605,0,0,0,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1011,85,33,No,0,0,0,353,658,1393,2494,357585,3408,323864,Yes,7,0,7,0,Basic,Basic,0,0,0,1,0,0,362,0,4815,483,20386,5803,4355,2176,405,203,30323,8665,15,22845,4253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,YES,744,672,744,720,744,720,744,744,720,744,720,744,78.2gg,38,20,27,Angeles National Forest West/Kagel Canyon/Lake View Terrace/San Fernando East/Sylmar,Urban,No,No,No,1,30323,300 - 499,0
